Stimmbezirk,ParteiKuerzel,Stimmen
Stimmbezirk 11,Tierschutzpartei,2
Stimmbezirk 11,Die PARTEI,4
Stimmbezirk 11,ÖDP,0
Stimmbezirk 11,BP,1
Stimmbezirk 11,Volt,1
Stimmbezirk 11,PdH,0
Stimmbezirk 11,MLPD,0
Stimmbezirk 11,Bündnis Deutschland,0
Stimmbezirk 11,BSW,12
Stimmbezirk 12,CSU,171
Stimmbezirk 12,SPD,43
Stimmbezirk 12,Grüne,83
Stimmbezirk 12,FDP,39
Stimmbezirk 12,AfD,30
Stimmbezirk 12,FW,5
Stimmbezirk 12,Die Linke,20
Stimmbezirk 12,dieBasis,0
Stimmbezirk 12,Tierschutzpartei,2
Stimmbezirk 12,Die PARTEI,1
Stimmbezirk 12,ÖDP,0
Stimmbezirk 12,BP,1
Stimmbezirk 12,Volt,2
Stimmbezirk 12,PdH,0
Stimmbezirk 12,MLPD,0
Stimmbezirk 12,Bündnis Deutschland,0
Stimmbezirk 12,BSW,7
Stimmbezirk 13,CSU,191
Stimmbezirk 13,SPD,70
Stimmbezirk 13,Grüne,68
Stimmbezirk 13,FDP,52
Stimmbezirk 13,AfD,48
Stimmbezirk 13,FW,6
Stimmbezirk 13,Die Linke,22
Stimmbezirk 13,dieBasis,2
Stimmbezirk 13,Tierschutzpartei,4
Stimmbezirk 13,Die PARTEI,0
Stimmbezirk 13,ÖDP,2
Stimmbezirk 13,BP,0
Stimmbezirk 13,Volt,3
Stimmbezirk 13,PdH,1
Stimmbezirk 13,MLPD,0
Stimmbezirk 13,Bündnis Deutschland,0
Stimmbezirk 13,BSW,4
Stimmbezirk 14,CSU,170
Stimmbezirk 14,SPD,22
Stimmbezirk 14,Grüne,56
Stimmbezirk 14,FDP,46
Stimmbezirk 14,AfD,55
Stimmbezirk 14,FW,3
Stimmbezirk 14,Die Linke,21
Stimmbezirk 14,dieBasis,2
Stimmbezirk 14,Tierschutzpartei,0
Stimmbezirk 14,Die PARTEI,0
Stimmbezirk 14,ÖDP,1
Stimmbezirk 14,BP,0
Stimmbezirk 14,Volt,2
Stimmbezirk 14,PdH,0
Stimmbezirk 14,MLPD,0
Stimmbezirk 14,Bündnis Deutschland,0
Stimmbezirk 14,BSW,9
Stimmbezirk 15,CSU,219
Stimmbezirk 15,SPD,74
Stimmbezirk 15,Grüne,115
Stimmbezirk 15,FDP,41
Stimmbezirk 15,AfD,82
Stimmbezirk 15,FW,6
Stimmbezirk 15,Die Linke,39
Stimmbezirk 15,dieBasis,0
Stimmbezirk 15,Tierschutzpartei,7
Stimmbezirk 15,Die PARTEI,0
Stimmbezirk 15,ÖDP,0
Stimmbezirk 15,BP,1
Stimmbezirk 15,Volt,3
Stimmbezirk 15,PdH,0
Stimmbezirk 15,MLPD,0
Stimmbezirk 15,Bündnis Deutschland,2
Stimmbezirk 15,BSW,12
Stimmbezirk 31,CSU,315
Stimmbezirk 31,SPD,64
Stimmbezirk 31,Grüne,84
Stimmbezirk 31,FDP,36
Stimmbezirk 31,AfD,76
Stimmbezirk 31,FW,25
Stimmbezirk 31,Die Linke,23
Stimmbezirk 31,dieBasis,2
Stimmbezirk 31,Tierschutzpartei,4
Stimmbezirk 31,Die PARTEI,2
Stimmbezirk 31,ÖDP,3
Stimmbezirk 31,BP,0
Stimmbezirk 31,Volt,8
Stimmbezirk 31,PdH,0
Stimmbezirk 31,MLPD,0
Stimmbezirk 31,Bündnis Deutschland,0
Stimmbezirk 31,BSW,19
Stimmbezirk 32,CSU,201
Stimmbezirk 32,SPD,35
Stimmbezirk 32,Grüne,43
Stimmbezirk 32,FDP,31
Stimmbezirk 32,AfD,58
Stimmbezirk 32,FW,20
Stimmbezirk 32,Die Linke,17
Stimmbezirk 32,dieBasis,4
Stimmbezirk 32,Tierschutzpartei,1
Stimmbezirk 32,Die PARTEI,4
Stimmbezirk 32,ÖDP,3
Stimmbezirk 32,BP,1
Stimmbezirk 32,Volt,3
Stimmbezirk 32,PdH,0
Stimmbezirk 32,MLPD,0
Stimmbezirk 32,Bündnis Deutschland,0
Stimmbezirk 32,BSW,14
Stimmbezirk 33,CSU,231
Stimmbezirk 33,SPD,54
Stimmbezirk 33,Grüne,105
Stimmbezirk 33,FDP,34
Stimmbezirk 33,AfD,39
Stimmbezirk 33,FW,10
Stimmbezirk 33,Die Linke,15
Stimmbezirk 33,dieBasis,1
Stimmbezirk 33,Tierschutzpartei,7
Stimmbezirk 33,Die PARTEI,3
Stimmbezirk 33,ÖDP,0
Stimmbezirk 33,BP,1
Stimmbezirk 33,Volt,4
Stimmbezirk 33,PdH,0
Stimmbezirk 33,MLPD,0
Stimmbezirk 33,Bündnis Deutschland,0
Stimmbezirk 33,BSW,13
Stimmbezirk 34,CSU,227
Stimmbezirk 34,SPD,67
Stimmbezirk 34,Grüne,119
Stimmbezirk 34,FDP,34
Stimmbezirk 34,AfD,44
Stimmbezirk 34,FW,11
Stimmbezirk 34,Die Linke,13
Stimmbezirk 34,dieBasis,0
Stimmbezirk 34,Tierschutzpartei,3
Stimmbezirk 34,Die PARTEI,0
Stimmbezirk 34,ÖDP,1
Stimmbezirk 34,BP,0
Stimmbezirk 34,Volt,3
Stimmbezirk 34,PdH,0
Stimmbezirk 34,MLPD,0
Stimmbezirk 34,Bündnis Deutschland,0
Stimmbezirk 34,BSW,16
Stimmbezirk 35,CSU,228
Stimmbezirk 35,SPD,61
Stimmbezirk 35,Grüne,125
Stimmbezirk 35,FDP,44
Stimmbezirk 35,AfD,38
Stimmbezirk 35,FW,16
Stimmbezirk 35,Die Linke,18
Stimmbezirk 35,dieBasis,2
Stimmbezirk 35,Tierschutzpartei,8
Stimmbezirk 35,Die PARTEI,1
Stimmbezirk 35,ÖDP,3
Stimmbezirk 35,BP,0
Stimmbezirk 35,Volt,5
Stimmbezirk 35,PdH,0
Stimmbezirk 35,MLPD,0
Stimmbezirk 35,Bündnis Deutschland,0
Stimmbezirk 35,BSW,8
Stimmbezirk 36,CSU,302
Stimmbezirk 36,SPD,77
Stimmbezirk 36,Grüne,128
Stimmbezirk 36,FDP,27
Stimmbezirk 36,AfD,49
Stimmbezirk 36,FW,16
Stimmbezirk 36,Die Linke,19
Stimmbezirk 36,dieBasis,2
Stimmbezirk 36,Tierschutzpartei,8
Stimmbezirk 36,Die PARTEI,2
Stimmbezirk 36,ÖDP,7
Stimmbezirk 36,BP,1
Stimmbezirk 36,Volt,4
Stimmbezirk 36,PdH,0
Stimmbezirk 36,MLPD,0
Stimmbezirk 36,Bündnis Deutschland,0
Stimmbezirk 36,BSW,11
Stimmbezirk 37,CSU,235
Stimmbezirk 37,SPD,81
Stimmbezirk 37,Grüne,134
Stimmbezirk 37,FDP,46
Stimmbezirk 37,AfD,58
Stimmbezirk 37,FW,14
Stimmbezirk 37,Die Linke,23
Stimmbezirk 37,dieBasis,1
Stimmbezirk 37,Tierschutzpartei,0
Stimmbezirk 37,Die PARTEI,1
Stimmbezirk 37,ÖDP,2
Stimmbezirk 37,BP,1
Stimmbezirk 37,Volt,5
Stimmbezirk 37,PdH,0
Stimmbezirk 37,MLPD,0
Stimmbezirk 37,Bündnis Deutschland,1
Stimmbezirk 37,BSW,5
Stimmbezirk 38,CSU,312
Stimmbezirk 38,SPD,65
Stimmbezirk 38,Grüne,113
Stimmbezirk 38,FDP,58
Stimmbezirk 38,AfD,48
Stimmbezirk 38,FW,18
Stimmbezirk 38,Die Linke,38
Stimmbezirk 38,dieBasis,1
Stimmbezirk 38,Tierschutzpartei,5
Stimmbezirk 38,Die PARTEI,4
Stimmbezirk 38,ÖDP,3
Stimmbezirk 38,BP,0
Stimmbezirk 38,Volt,4
Stimmbezirk 38,PdH,0
Stimmbezirk 38,MLPD,0
Stimmbezirk 38,Bündnis Deutschland,1
Stimmbezirk 38,BSW,15
Stimmbezirk 39,CSU,292
Stimmbezirk 39,SPD,80
Stimmbezirk 39,Grüne,93
Stimmbezirk 39,FDP,34
Stimmbezirk 39,AfD,34
Stimmbezirk 39,FW,13
Stimmbezirk 39,Die Linke,21
Stimmbezirk 39,dieBasis,1
Stimmbezirk 39,Tierschutzpartei,4
Stimmbezirk 39,Die PARTEI,2
Stimmbezirk 39,ÖDP,3
Stimmbezirk 39,BP,0
Stimmbezirk 39,Volt,5
Stimmbezirk 39,PdH,0
Stimmbezirk 39,MLPD,0
Stimmbezirk 39,Bündnis Deutschland,0
Stimmbezirk 39,BSW,10
Stimmbezirk 40,CSU,184
Stimmbezirk 40,SPD,76
Stimmbezirk 40,Grüne,91
Stimmbezirk 40,FDP,34
Stimmbezirk 40,AfD,34
Stimmbezirk 40,FW,3
Stimmbezirk 40,Die Linke,22
Stimmbezirk 40,dieBasis,1
Stimmbezirk 40,Tierschutzpartei,3
Stimmbezirk 40,Die PARTEI,2
Stimmbezirk 40,ÖDP,1
Stimmbezirk 40,BP,2
Stimmbezirk 40,Volt,1
Stimmbezirk 40,PdH,0
Stimmbezirk 40,MLPD,0
Stimmbezirk 40,Bündnis Deutschland,0
Stimmbezirk 40,BSW,19
Stimmbezirk 41,CSU,234
Stimmbezirk 41,SPD,41
Stimmbezirk 41,Grüne,83
Stimmbezirk 41,FDP,39
Stimmbezirk 41,AfD,59
Stimmbezirk 41,FW,13
Stimmbezirk 41,Die Linke,20
Stimmbezirk 41,dieBasis,0
Stimmbezirk 41,Tierschutzpartei,4
Stimmbezirk 41,Die PARTEI,0
Stimmbezirk 41,ÖDP,2
Stimmbezirk 41,BP,1
Stimmbezirk 41,Volt,8
Stimmbezirk 41,PdH,0
Stimmbezirk 41,MLPD,0
Stimmbezirk 41,Bündnis Deutschland,1
Stimmbezirk 41,BSW,8
Stimmbezirk 42,CSU,272
Stimmbezirk 42,SPD,61
Stimmbezirk 42,Grüne,103
Stimmbezirk 42,FDP,44
Stimmbezirk 42,AfD,33
Stimmbezirk 42,FW,7
Stimmbezirk 42,Die Linke,17
Stimmbezirk 42,dieBasis,2
Stimmbezirk 42,Tierschutzpartei,5
Stimmbezirk 42,Die PARTEI,1
Stimmbezirk 42,ÖDP,2
Stimmbezirk 42,BP,0
Stimmbezirk 42,Volt,4
Stimmbezirk 42,PdH,0
Stimmbezirk 42,MLPD,0
Stimmbezirk 42,Bündnis Deutschland,0
Stimmbezirk 42,BSW,5
Stimmbezirk 43,CSU,275
Stimmbezirk 43,SPD,62
Stimmbezirk 43,Grüne,107
Stimmbezirk 43,FDP,65
Stimmbezirk 43,AfD,37
Stimmbezirk 43,FW,5
Stimmbezirk 43,Die Linke,26
Stimmbezirk 43,dieBasis,2
Stimmbezirk 43,Tierschutzpartei,5
Stimmbezirk 43,Die PARTEI,0
Stimmbezirk 43,ÖDP,1
Stimmbezirk 43,BP,1
Stimmbezirk 43,Volt,4
Stimmbezirk 43,PdH,0
Stimmbezirk 43,MLPD,0
Stimmbezirk 43,Bündnis Deutschland,0
Stimmbezirk 43,BSW,12
Stimmbezirk 44,CSU,252
Stimmbezirk 44,SPD,53
Stimmbezirk 44,Grüne,72
Stimmbezirk 44,FDP,42
Stimmbezirk 44,AfD,47
Stimmbezirk 44,FW,7
Stimmbezirk 44,Die Linke,16
Stimmbezirk 44,dieBasis,0
Stimmbezirk 44,Tierschutzpartei,6
Stimmbezirk 44,Die PARTEI,0
Stimmbezirk 44,ÖDP,2
Stimmbezirk 44,BP,0
Stimmbezirk 44,Volt,9
Stimmbezirk 44,PdH,0
Stimmbezirk 44,MLPD,0
Stimmbezirk 44,Bündnis Deutschland,2
Stimmbezirk 44,BSW,6
Stimmbezirk 45,CSU,251
Stimmbezirk 45,SPD,71
Stimmbezirk 45,Grüne,127
Stimmbezirk 45,FDP,33
Stimmbezirk 45,AfD,44
Stimmbezirk 45,FW,13
Stimmbezirk 45,Die Linke,27
Stimmbezirk 45,dieBasis,5
Stimmbezirk 45,Tierschutzpartei,5
Stimmbezirk 45,Die PARTEI,3
Stimmbezirk 45,ÖDP,2
Stimmbezirk 45,BP,0
Stimmbezirk 45,Volt,12
Stimmbezirk 45,PdH,0
Stimmbezirk 45,MLPD,0
Stimmbezirk 45,Bündnis Deutschland,0
Stimmbezirk 45,BSW,11
