datum,ort,neuPositiv,inzidenz7tage
2021-01-06,Egmating,1,85.07
2021-01-07,Egmating,1,85.07
2021-01-08,Egmating,0,85.07
2021-01-09,Egmating,0,85.07
2021-01-10,Egmating,1,127.61
2021-01-11,Egmating,0,127.61
2021-01-12,Egmating,4,297.75
2021-01-13,Egmating,1,297.75
2021-01-14,Egmating,1,297.75
2021-01-15,Egmating,1,340.28
2021-01-16,Egmating,0,340.28
2021-01-17,Egmating,0,297.75
2021-01-18,Egmating,0,297.75
2021-01-19,Egmating,0,127.61
2021-01-20,Egmating,0,85.07
2021-01-21,Egmating,0,42.54
2021-01-22,Egmating,0,0
2021-01-23,Egmating,0,0
2021-01-24,Egmating,0,0
2021-01-25,Egmating,0,0
2021-01-26,Egmating,0,0
2021-01-27,Egmating,0,0
2021-01-28,Egmating,0,0
2021-01-29,Egmating,0,0
2021-01-30,Egmating,0,0
2021-01-31,Egmating,0,0
2021-02-01,Egmating,0,0
2021-02-02,Egmating,0,0
2021-02-03,Egmating,0,0
2021-02-04,Egmating,0,0
2021-02-05,Egmating,0,0
2021-02-06,Egmating,0,0
2021-02-07,Egmating,0,0
2021-02-08,Egmating,0,0
2021-02-09,Egmating,0,0
2021-02-10,Egmating,0,0
2021-02-11,Egmating,0,0
2021-02-12,Egmating,0,0
2021-02-13,Egmating,0,0
2021-02-14,Egmating,0,0
2021-02-15,Egmating,0,0
2021-02-16,Egmating,0,0
2021-02-17,Egmating,1,42.54
2021-02-18,Egmating,0,42.54
2021-02-19,Egmating,0,42.54
2021-02-20,Egmating,2,127.61
2021-02-21,Egmating,0,127.61
2021-02-22,Egmating,0,127.61
2021-02-23,Egmating,0,127.61
2021-02-24,Egmating,0,85.07
2021-02-25,Egmating,0,85.07
2021-02-26,Egmating,0,85.07
2021-02-27,Egmating,0,0
2021-02-28,Egmating,0,0
2021-03-01,Egmating,0,0
2021-03-02,Egmating,0,0
2021-03-03,Egmating,0,0
2021-03-04,Egmating,0,0
2021-03-05,Egmating,0,0
2021-03-06,Egmating,0,0
2021-03-07,Egmating,0,0
2021-03-08,Egmating,0,0
2021-03-09,Egmating,0,0
2021-03-10,Egmating,0,0
2021-03-11,Egmating,0,0
2021-03-12,Egmating,0,0
2021-03-13,Egmating,0,0
2021-03-14,Egmating,1,42.54
2021-03-15,Egmating,0,42.54
2021-03-16,Egmating,0,42.54
2021-03-17,Egmating,0,42.54
2021-03-18,Egmating,1,85.07
2021-03-19,Egmating,1,127.61
2021-03-20,Egmating,0,127.61
2021-03-21,Egmating,0,85.07
2021-03-22,Egmating,0,85.07
2021-03-23,Egmating,0,85.07
2021-03-24,Egmating,0,85.07
2021-03-25,Egmating,0,42.54
2021-03-26,Egmating,0,0
2021-03-27,Egmating,1,42.54
2021-03-28,Egmating,0,42.54
2021-03-29,Egmating,0,42.54
2021-03-30,Egmating,0,42.54
2021-03-31,Egmating,0,42.54
2021-04-01,Egmating,0,42.54
2021-04-02,Egmating,1,85.07
2021-04-03,Egmating,0,42.54
2021-04-04,Egmating,1,85.07
2021-04-05,Egmating,0,85.07
2021-04-06,Egmating,0,85.07
2021-04-07,Egmating,0,85.07
2021-04-08,Egmating,0,85.07
2021-04-09,Egmating,1,85.07
2021-04-10,Egmating,0,85.07
2021-04-11,Egmating,0,42.54
2021-04-12,Egmating,0,42.54
2021-04-13,Egmating,0,42.54
2021-04-14,Egmating,0,42.54
2021-04-15,Egmating,0,42.54
2021-04-16,Egmating,0,0
2021-04-17,Egmating,0,0
2021-04-18,Egmating,0,0
2021-04-19,Egmating,0,0
2021-04-20,Egmating,0,0
2021-04-21,Egmating,0,0
2021-04-22,Egmating,0,0
2021-04-23,Egmating,0,0
2021-04-24,Egmating,0,0
2021-04-25,Egmating,0,0
2021-04-26,Egmating,0,0
2021-04-27,Egmating,1,42.54
2021-04-28,Egmating,1,85.07
2021-04-29,Egmating,2,170.14
2021-04-30,Egmating,0,170.14
2021-05-01,Egmating,3,297.75
2021-05-02,Egmating,0,297.75
2021-05-03,Egmating,0,297.75
2021-05-04,Egmating,3,382.82
2021-05-05,Egmating,3,467.89
2021-05-06,Egmating,2,467.89
2021-05-07,Egmating,0,467.89
2021-05-08,Egmating,0,340.28
2021-05-09,Egmating,0,340.28
2021-05-10,Egmating,0,340.28
2021-05-11,Egmating,1,255.21
2021-05-12,Egmating,1,170.14
2021-05-13,Egmating,0,85.07
2021-05-14,Egmating,0,85.07
2021-05-15,Egmating,0,85.07
2021-05-16,Egmating,0,85.07
2021-05-17,Egmating,0,85.07
2021-05-18,Egmating,0,42.54
2021-05-19,Egmating,0,0
2021-05-20,Egmating,0,0
2021-05-21,Egmating,0,0
2021-05-22,Egmating,0,0
2021-05-23,Egmating,0,0
2021-05-24,Egmating,0,0
2021-05-25,Egmating,0,0
2021-05-26,Egmating,0,0
2021-05-27,Egmating,0,0
2021-05-28,Egmating,0,0
2021-05-29,Egmating,0,0
2021-05-30,Egmating,0,0
2021-05-31,Egmating,0,0
2021-06-01,Egmating,0,0
2021-06-02,Egmating,0,0
2021-06-03,Egmating,0,0
2021-06-04,Egmating,0,0
2021-06-05,Egmating,0,0
2021-06-06,Egmating,0,0
2021-06-07,Egmating,0,0
2021-06-08,Egmating,0,0
2021-06-09,Egmating,3,127.61
2021-06-10,Egmating,0,127.61
2021-06-11,Egmating,0,127.61
2021-06-12,Egmating,0,127.61
2021-06-13,Egmating,0,127.61
2021-06-14,Egmating,0,127.61
2021-06-15,Egmating,0,127.61
2021-06-16,Egmating,0,0
2021-06-17,Egmating,0,0
2021-06-18,Egmating,0,0
2021-06-19,Egmating,0,0
2021-06-20,Egmating,0,0
2021-06-21,Egmating,0,0
2021-06-22,Egmating,0,0
2021-06-23,Egmating,0,0
2021-06-24,Egmating,0,0
2021-06-25,Egmating,0,0
2021-06-26,Egmating,0,0
2021-06-27,Egmating,0,0
2021-06-28,Egmating,0,0
2021-06-29,Egmating,0,0
2021-06-30,Egmating,0,0
2021-07-01,Egmating,0,0
2021-07-02,Egmating,0,0
2021-07-03,Egmating,0,0
2021-07-04,Egmating,0,0
2021-07-05,Egmating,0,0
2021-07-06,Egmating,0,0
2021-07-07,Egmating,0,0
2021-07-08,Egmating,0,0
2021-07-09,Egmating,0,0
2021-07-10,Egmating,0,0
2021-07-11,Egmating,0,0
2021-07-12,Egmating,0,0
2021-07-13,Egmating,0,0
2021-07-14,Egmating,0,0
2021-07-15,Egmating,0,0
2021-07-16,Egmating,0,0
2021-07-17,Egmating,0,0
2021-07-18,Egmating,0,0
2021-07-19,Egmating,0,0
2021-07-20,Egmating,0,0
2021-07-21,Egmating,0,0
2021-07-22,Egmating,0,0
2021-07-23,Egmating,0,0
2021-07-24,Egmating,0,0
2021-07-25,Egmating,0,0
2021-07-26,Egmating,0,0
2021-07-27,Egmating,0,0
2021-07-28,Egmating,0,0
2021-07-29,Egmating,0,0
2021-07-30,Egmating,0,0
2021-07-31,Egmating,0,0
2021-08-01,Egmating,0,0
2021-08-02,Egmating,0,0
2021-08-03,Egmating,0,0
2021-08-04,Egmating,0,0
2021-08-05,Egmating,0,0
2021-08-06,Egmating,0,0
2021-08-07,Egmating,0,0
2021-08-08,Egmating,0,0
2021-08-09,Egmating,0,0
2021-08-10,Egmating,0,0
2021-08-11,Egmating,0,0
2021-08-12,Egmating,0,0
2021-08-13,Egmating,0,0
2021-08-14,Egmating,0,0
2021-08-15,Egmating,0,0
2021-08-16,Egmating,0,0
2021-08-17,Egmating,0,0
2021-08-18,Egmating,0,0
2021-08-19,Egmating,0,0
2021-08-20,Egmating,0,0
2021-08-21,Egmating,0,0
2021-08-22,Egmating,0,0
2021-08-23,Egmating,0,0
2021-08-24,Egmating,0,0
2021-08-25,Egmating,0,0
2021-08-26,Egmating,0,0
2021-08-27,Egmating,0,0
2021-08-28,Egmating,0,0
2021-08-29,Egmating,0,0
2021-08-30,Egmating,0,0
2021-08-31,Egmating,0,0
2021-09-01,Egmating,0,0
2021-09-02,Egmating,1,42.54
2021-09-03,Egmating,0,42.54
2021-09-04,Egmating,3,170.14
2021-09-05,Egmating,0,170.14
2021-09-06,Egmating,0,170.14
2021-09-07,Egmating,0,170.14
2021-09-08,Egmating,1,212.68
2021-09-09,Egmating,1,212.68
2021-09-10,Egmating,0,212.68
2021-09-11,Egmating,0,85.07
2021-09-12,Egmating,0,85.07
2021-09-13,Egmating,0,85.07
2021-09-14,Egmating,0,85.07
2021-09-15,Egmating,2,127.61
2021-09-16,Egmating,0,85.07
2021-09-17,Egmating,0,85.07
2021-09-18,Egmating,1,127.61
2021-09-19,Egmating,0,127.61
2021-09-20,Egmating,0,127.61
2021-09-21,Egmating,0,127.61
2021-09-22,Egmating,0,42.54
2021-09-23,Egmating,0,42.54
2021-09-24,Egmating,0,42.54
2021-09-25,Egmating,1,42.54
2021-09-26,Egmating,0,42.54
2021-09-27,Egmating,0,42.54
2021-09-28,Egmating,0,42.54
2021-09-29,Egmating,0,42.54
2021-09-30,Egmating,0,42.54
2021-10-01,Egmating,0,42.54
2021-10-02,Egmating,0,0
2021-10-03,Egmating,0,0
2021-10-04,Egmating,0,0
2021-10-05,Egmating,1,42.54
2021-10-06,Egmating,0,42.54
2021-10-07,Egmating,0,42.54
2021-10-08,Egmating,1,85.07
2021-10-09,Egmating,3,212.68
2021-10-10,Egmating,0,212.68
2021-10-11,Egmating,2,297.75
2021-10-12,Egmating,1,297.75
2021-10-13,Egmating,3,425.35
2021-10-14,Egmating,4,595.49
2021-10-15,Egmating,0,552.96
2021-10-16,Egmating,1,467.89
2021-10-17,Egmating,0,467.89
2021-10-18,Egmating,1,425.35
2021-10-19,Egmating,0,382.82
2021-10-20,Egmating,2,340.28
2021-10-21,Egmating,2,255.21
2021-10-22,Egmating,1,297.75
2021-10-23,Egmating,1,297.75
2021-10-24,Egmating,0,297.75
2021-10-25,Egmating,0,255.21
2021-10-26,Egmating,4,425.35
2021-10-27,Egmating,0,340.28
2021-10-28,Egmating,0,255.21
2021-10-29,Egmating,1,255.21
2021-10-30,Egmating,4,382.82
2021-10-31,Egmating,2,467.89
2021-11-01,Egmating,0,467.89
2021-11-02,Egmating,1,340.28
2021-11-03,Egmating,1,382.82
2021-11-04,Egmating,3,510.42
2021-11-05,Egmating,9,850.7
2021-11-06,Egmating,0,680.56
2021-11-07,Egmating,1,638.03
2021-11-08,Egmating,2,723.1
2021-11-09,Egmating,1,723.1
2021-11-10,Egmating,1,723.1
2021-11-11,Egmating,2,680.56
2021-11-12,Egmating,2,382.82
2021-11-13,Egmating,2,467.89
2021-11-14,Egmating,0,425.35
2021-11-15,Egmating,0,340.28
2021-11-16,Egmating,0,297.75
2021-11-17,Egmating,0,255.21
2021-11-18,Egmating,0,170.14
2021-11-19,Egmating,3,212.68
2021-11-20,Egmating,2,212.68
2021-11-21,Egmating,0,212.68
2021-11-22,Egmating,0,212.68
2021-11-23,Egmating,4,382.82
2021-11-24,Egmating,5,595.49
2021-11-25,Egmating,5,808.17
2021-11-26,Egmating,6,935.77
2021-11-27,Egmating,4,1020.84
2021-11-28,Egmating,1,1063.38
2021-11-29,Egmating,0,1063.38
2021-11-30,Egmating,0,893.24
2021-12-01,Egmating,1,723.1
2021-12-02,Egmating,2,595.49
2021-12-03,Egmating,0,340.28
2021-12-04,Egmating,0,170.14
2021-12-05,Egmating,0,127.61
2021-12-06,Egmating,2,212.68
2021-12-07,Egmating,0,212.68
2021-12-08,Egmating,0,170.14
2021-12-09,Egmating,0,85.07
2021-12-10,Egmating,0,85.07
2021-12-11,Egmating,0,85.07
2021-12-12,Egmating,0,85.07
2021-12-13,Egmating,0,0
2021-12-14,Egmating,1,42.54
2021-12-15,Egmating,1,85.07
2021-12-16,Egmating,0,85.07
2021-12-17,Egmating,1,127.61
2021-12-18,Egmating,0,127.61
2021-12-19,Egmating,0,127.61
2021-12-20,Egmating,0,127.61
2021-12-21,Egmating,1,127.61
2021-12-22,Egmating,0,85.07
2021-12-23,Egmating,0,85.07
2021-12-24,Egmating,0,42.54
2021-12-25,Egmating,0,42.54
2021-12-26,Egmating,0,42.54
2021-12-27,Egmating,0,42.54
2021-12-28,Egmating,1,42.54
2021-12-29,Egmating,0,42.54
2021-12-30,Egmating,1,85.07
2021-12-31,Egmating,1,127.61
2022-01-01,Egmating,0,127.61
2022-01-02,Egmating,0,127.61
2022-01-03,Egmating,0,127.61
2022-01-04,Egmating,0,85.07
2022-01-05,Egmating,0,85.07
2022-01-06,Egmating,0,42.54
2022-01-07,Egmating,1,42.54
2022-01-08,Egmating,0,42.54
2022-01-09,Egmating,0,42.54
2022-01-10,Egmating,0,42.54
2022-01-11,Egmating,4,212.68
2022-01-12,Egmating,1,255.21
2022-01-13,Egmating,0,255.21
2022-01-14,Egmating,0,212.68
2022-01-15,Egmating,2,297.75
2022-01-16,Egmating,1,340.28
2022-01-17,Egmating,2,425.35
2022-01-18,Egmating,4,425.35
2022-01-19,Egmating,1,425.35
2022-01-20,Egmating,8,765.63
2022-01-21,Egmating,2,850.7
2022-01-22,Egmating,2,850.7
2022-01-23,Egmating,3,935.77
2022-01-24,Egmating,3,978.31
2022-01-25,Egmating,4,978.31
2022-01-26,Egmating,1,978.31
2022-01-27,Egmating,5,850.7
2022-01-28,Egmating,5,978.31
2022-01-29,Egmating,4,1063.38
2022-01-30,Egmating,0,935.77
2022-01-31,Egmating,1,850.7
2022-02-01,Egmating,5,893.24
2022-02-02,Egmating,11,1318.59
2022-02-03,Egmating,9,1488.73
2022-02-04,Egmating,8,1616.33
2022-02-05,Egmating,4,1616.33
2022-02-06,Egmating,6,1871.54
2022-02-07,Egmating,1,1871.54
2022-02-08,Egmating,7,1956.61
2022-02-09,Egmating,6,1743.94
2022-02-10,Egmating,6,1616.33
2022-02-11,Egmating,3,1403.66
2022-02-12,Egmating,5,1446.19
2022-02-13,Egmating,4,1361.12
2022-02-14,Egmating,7,1616.33
2022-02-15,Egmating,4,1488.73
2022-02-16,Egmating,6,1488.73
2022-02-17,Egmating,5,1446.19
2022-02-18,Egmating,5,1531.26
2022-02-19,Egmating,6,1573.8
2022-02-20,Egmating,8,1743.94
2022-02-21,Egmating,8,1786.47
2022-02-22,Egmating,7,1914.08
2022-02-23,Egmating,6,1914.08
2022-02-24,Egmating,9,2084.22
2022-02-25,Egmating,7,2169.29
2022-02-26,Egmating,5,2126.75
2022-02-27,Egmating,5,1999.15
2022-02-28,Egmating,4,1829.01
2022-03-01,Egmating,5,1743.94
2022-03-02,Egmating,8,1829.01
2022-03-03,Egmating,6,1701.4
2022-03-04,Egmating,9,1786.47
2022-03-05,Egmating,13,2126.75
2022-03-06,Egmating,8,2254.36
2022-03-07,Egmating,3,2211.82
2022-03-08,Egmating,11,2467.04
2022-03-09,Egmating,12,2637.18
2022-03-10,Egmating,19,3190.13
2022-03-11,Egmating,15,3445.34
2022-03-12,Egmating,16,3572.95
2022-03-13,Egmating,4,3402.81
2022-03-14,Egmating,3,3402.81
2022-03-15,Egmating,8,3275.2
2022-03-16,Egmating,6,3019.99
2022-03-17,Egmating,14,2807.32
2022-03-18,Egmating,6,2424.5
2022-03-19,Egmating,5,1956.61
2022-03-20,Egmating,4,1956.61
2022-03-21,Egmating,10,2254.36
2022-03-22,Egmating,8,2254.36
2022-03-23,Egmating,10,2424.5
2022-03-24,Egmating,8,2169.29
2022-03-25,Egmating,7,2211.82
2022-03-26,Egmating,4,2169.29
2022-03-27,Egmating,3,2126.75
2022-03-28,Egmating,4,1871.54
2022-03-29,Egmating,7,1829.01
2022-03-30,Egmating,14,1999.15
2022-03-31,Egmating,7,1956.61
2022-04-01,Egmating,6,1914.08
2022-04-02,Egmating,1,1786.47
2022-04-03,Egmating,7,1956.61
2022-04-04,Egmating,7,2084.22
2022-04-05,Egmating,9,2169.29
2022-04-06,Egmating,8,1914.08
2022-04-07,Egmating,10,2041.68
2022-04-08,Egmating,13,2339.43
2022-04-09,Egmating,2,2381.97
2022-04-10,Egmating,3,2211.82
2022-04-11,Egmating,6,2169.29
2022-04-12,Egmating,4,1956.61
2022-04-13,Egmating,5,1829.01
2022-04-14,Egmating,8,1743.94
2022-04-15,Egmating,1,1233.52
2022-04-16,Egmating,3,1276.05
2022-04-17,Egmating,0,1148.45
2022-04-18,Egmating,2,978.31
2022-04-19,Egmating,8,1148.45
2022-04-20,Egmating,3,1063.38
2022-04-21,Egmating,7,1020.84
2022-04-22,Egmating,5,1190.98
2022-04-23,Egmating,2,1148.45
2022-04-24,Egmating,1,1190.98
2022-04-25,Egmating,4,1276.05
2022-04-26,Egmating,4,1105.91
2022-04-27,Egmating,1,1020.84
2022-04-28,Egmating,3,850.7
2022-04-29,Egmating,3,765.63
2022-04-30,Egmating,0,680.56
2022-05-01,Egmating,0,638.03
2022-05-02,Egmating,8,808.17
2022-05-03,Egmating,2,723.1
2022-05-04,Egmating,3,808.17
2022-05-05,Egmating,1,723.1
2022-05-06,Egmating,1,638.03
2022-05-07,Egmating,0,638.03
2022-05-08,Egmating,0,638.03
2022-05-09,Egmating,12,808.17
2022-05-10,Egmating,5,935.77
2022-05-11,Egmating,3,935.77
2022-05-12,Egmating,3,1020.84
2022-05-13,Egmating,3,1105.91
2022-05-14,Egmating,0,1105.91
2022-05-15,Egmating,1,1148.45
2022-05-16,Egmating,4,808.17
2022-05-17,Egmating,2,680.56
2022-05-18,Egmating,4,723.1
2022-05-19,Egmating,3,723.1
2022-05-20,Egmating,1,638.03
2022-05-21,Egmating,1,680.56
2022-05-22,Egmating,1,680.56
2022-05-23,Egmating,1,552.96
2022-05-24,Egmating,0,467.89
2022-05-25,Egmating,1,340.28
2022-05-26,Egmating,0,212.68
2022-05-27,Egmating,0,170.14
2022-05-28,Egmating,0,127.61
2022-05-29,Egmating,0,85.07
2022-05-30,Egmating,0,42.54
2022-05-31,Egmating,0,42.54
2022-06-01,Egmating,3,127.61
2022-06-02,Egmating,0,127.61
2022-06-03,Egmating,0,127.61
2022-06-04,Egmating,0,127.61
2022-06-05,Egmating,0,127.61
2022-06-06,Egmating,0,127.61
2022-06-07,Egmating,0,127.61
2022-06-08,Egmating,2,85.07
2022-06-09,Egmating,0,85.07
2022-06-10,Egmating,0,85.07
2022-06-11,Egmating,0,85.07
2022-06-12,Egmating,0,85.07
2022-06-13,Egmating,1,127.61
2022-06-14,Egmating,1,170.14
2022-06-15,Egmating,1,127.61
2022-06-16,Egmating,0,127.61
2022-06-17,Egmating,0,127.61
2022-06-18,Egmating,0,127.61
2022-06-19,Egmating,0,127.61
2022-06-20,Egmating,1,127.61
2022-06-21,Egmating,0,85.07
2022-06-22,Egmating,3,170.14
2022-06-23,Egmating,2,255.21
2022-06-24,Egmating,0,255.21
2022-06-25,Egmating,0,255.21
2022-06-26,Egmating,0,255.21
2022-06-27,Egmating,2,297.75
2022-06-28,Egmating,2,382.82
2022-06-29,Egmating,3,382.82
2022-06-30,Egmating,2,382.82
2022-07-01,Egmating,1,425.35
2022-07-02,Egmating,0,425.35
2022-07-03,Egmating,0,425.35
2022-07-04,Egmating,2,425.35
2022-07-05,Egmating,3,467.89
2022-07-06,Egmating,2,425.35
2022-07-07,Egmating,1,382.82
2022-07-08,Egmating,3,467.89
2022-07-09,Egmating,0,467.89
2022-07-10,Egmating,0,467.89
2022-07-11,Egmating,6,638.03
2022-07-12,Egmating,1,552.96
2022-07-13,Egmating,2,552.96
2022-07-14,Egmating,3,638.03
2022-07-15,Egmating,4,680.56
2022-07-16,Egmating,0,680.56
2022-07-17,Egmating,0,680.56
2022-07-18,Egmating,6,680.56
2022-07-19,Egmating,4,808.17
2022-07-20,Egmating,5,935.77
2022-07-21,Egmating,3,935.77
2022-07-22,Egmating,4,935.77
2022-07-23,Egmating,0,935.77
2022-07-24,Egmating,0,935.77
2022-07-25,Egmating,3,808.17
2022-07-26,Egmating,7,935.77
2022-07-27,Egmating,3,850.7
2022-07-28,Egmating,2,808.17
2022-07-29,Egmating,3,765.63
2022-07-30,Egmating,0,765.63
2022-07-31,Egmating,0,765.63
2022-08-01,Egmating,5,850.7
2022-08-02,Egmating,4,723.1
2022-08-03,Egmating,2,680.56
2022-08-04,Egmating,0,595.49
2022-08-05,Egmating,2,552.96
2022-08-06,Egmating,0,552.96
2022-08-07,Egmating,0,552.96
2022-08-08,Egmating,1,382.82
2022-08-09,Egmating,0,212.68
2022-08-10,Egmating,0,127.61
2022-08-11,Egmating,0,127.61
2022-08-12,Egmating,1,85.07
2022-08-13,Egmating,0,85.07
2022-08-14,Egmating,0,85.07
2022-08-15,Egmating,0,42.54
2022-08-16,Egmating,1,85.07
2022-08-17,Egmating,1,127.61
2022-08-18,Egmating,1,170.14
2022-08-19,Egmating,1,170.14
2022-08-20,Egmating,0,170.14
2022-08-21,Egmating,0,170.14
2022-08-22,Egmating,0,170.14
2022-08-23,Egmating,1,170.14
2022-08-24,Egmating,0,127.61
2022-08-25,Egmating,0,85.07
2022-08-26,Egmating,0,42.54
2022-08-27,Egmating,0,42.54
2022-08-28,Egmating,0,42.54
2022-08-29,Egmating,0,42.54
2022-08-30,Egmating,0,0
2022-08-31,Egmating,0,0
2022-09-01,Egmating,0,0
2022-09-02,Egmating,2,85.07
2022-09-03,Egmating,0,85.07
2022-09-04,Egmating,0,85.07
2022-09-05,Egmating,1,127.61
2022-09-06,Egmating,1,170.14
2022-09-07,Egmating,1,212.68
2022-09-08,Egmating,1,255.21
2022-09-09,Egmating,0,170.14
2022-09-10,Egmating,0,170.14
2022-09-11,Egmating,0,170.14
2022-09-12,Egmating,3,255.21
2022-09-13,Egmating,2,297.75
2022-09-14,Egmating,0,255.21
2022-09-15,Egmating,0,212.68
2022-09-16,Egmating,0,212.68
2022-09-17,Egmating,0,212.68
2022-09-18,Egmating,0,212.68
2022-09-19,Egmating,1,127.61
2022-09-20,Egmating,4,212.68
2022-09-21,Egmating,4,382.82
2022-09-22,Egmating,3,510.42
2022-09-23,Egmating,2,595.49
2022-09-24,Egmating,0,595.49
2022-09-25,Egmating,0,595.49
2022-09-26,Egmating,7,850.7
2022-09-27,Egmating,5,893.24
2022-09-28,Egmating,6,978.31
2022-09-29,Egmating,2,935.77
2022-09-30,Egmating,1,893.24
2022-10-01,Egmating,0,893.24
2022-10-02,Egmating,0,893.24
2022-10-03,Egmating,0,595.49
2022-10-04,Egmating,8,723.1
2022-10-05,Egmating,4,638.03
2022-10-06,Egmating,4,723.1
2022-10-07,Egmating,5,893.24
2022-10-08,Egmating,0,893.24
2022-10-09,Egmating,0,893.24
2022-10-10,Egmating,7,1190.98
2022-10-11,Egmating,6,1105.91
2022-10-12,Egmating,7,1233.52
2022-10-13,Egmating,3,1190.98
2022-10-14,Egmating,2,1063.38
2022-10-15,Egmating,0,1063.38
2022-10-16,Egmating,0,1063.38
2022-10-17,Egmating,5,978.31
2022-10-18,Egmating,1,765.63
2022-10-19,Egmating,4,638.03
2022-10-20,Egmating,0,510.42
2022-10-21,Egmating,0,425.35
2022-10-22,Egmating,0,425.35
2022-10-23,Egmating,0,425.35
2022-10-24,Egmating,1,255.21
2022-10-25,Egmating,0,212.68
2022-10-26,Egmating,1,85.07
2022-10-27,Egmating,1,127.61
2022-10-28,Egmating,1,170.14
2022-10-29,Egmating,0,170.14
2022-10-30,Egmating,0,170.14
2022-10-31,Egmating,1,170.14
2022-11-01,Egmating,0,170.14
2022-11-02,Egmating,1,170.14
2022-11-03,Egmating,3,255.21
2022-11-04,Egmating,1,255.21
2022-11-05,Egmating,0,255.21
2022-11-06,Egmating,0,255.21
2022-11-07,Egmating,6,467.89
2022-11-08,Egmating,0,467.89
2022-11-09,Egmating,1,467.89
2022-11-10,Egmating,1,382.82
2022-11-11,Egmating,0,340.28
2022-11-12,Egmating,0,340.28
2022-11-13,Egmating,0,340.28
2022-11-14,Egmating,0,85.07
2022-11-15,Egmating,3,212.68
2022-11-16,Egmating,0,170.14
2022-11-17,Egmating,0,127.61
2022-11-18,Egmating,0,127.61
2022-11-19,Egmating,0,127.61
2022-11-20,Egmating,0,127.61
2022-11-21,Egmating,0,127.61
2022-11-22,Egmating,0,0
2022-11-23,Egmating,0,0
2022-11-24,Egmating,0,0
2022-11-25,Egmating,0,0
2022-11-26,Egmating,0,0
2022-11-27,Egmating,0,0
2022-11-28,Egmating,0,0
2022-11-29,Egmating,1,42.54
2022-11-30,Egmating,0,42.54
2022-12-01,Egmating,1,85.07
2022-12-02,Egmating,0,85.07
2022-12-03,Egmating,0,85.07
2022-12-04,Egmating,0,85.07
2022-12-05,Egmating,3,212.68
2022-12-06,Egmating,1,212.68
2022-12-07,Egmating,0,212.68
2022-12-08,Egmating,1,212.68
2022-12-09,Egmating,0,212.68
2022-12-10,Egmating,0,212.68
2022-12-11,Egmating,0,212.68
2022-12-12,Egmating,0,85.07
2022-12-13,Egmating,0,42.54
2022-12-14,Egmating,0,42.54
2022-12-15,Egmating,1,42.54
2022-12-16,Egmating,0,42.54
2022-12-17,Egmating,0,42.54
2022-12-18,Egmating,0,42.54
2022-12-19,Egmating,0,42.54
2022-12-20,Egmating,0,42.54
2022-12-21,Egmating,0,42.54
2022-12-22,Egmating,0,0
2022-12-23,Egmating,0,0
2022-12-24,Egmating,0,0
2022-12-25,Egmating,0,0
2022-12-26,Egmating,0,0
2022-12-27,Egmating,0,0
2022-12-28,Egmating,1,42.54
2022-12-29,Egmating,1,85.07
2022-12-30,Egmating,0,85.07
2022-12-31,Egmating,0,85.07
2023-01-01,Egmating,0,85.07
2023-01-02,Egmating,1,127.61
2023-01-03,Egmating,0,127.61
2023-01-04,Egmating,1,127.61
2023-01-05,Egmating,0,85.07
2023-01-06,Egmating,0,85.07
2023-01-07,Egmating,0,85.07
2023-01-08,Egmating,0,85.07
2023-01-09,Egmating,1,85.07
2023-01-10,Egmating,1,127.61
2023-01-11,Egmating,0,85.07
2023-01-12,Egmating,0,85.07
2023-01-13,Egmating,0,85.07
2023-01-14,Egmating,0,85.07
2023-01-15,Egmating,0,85.07
2023-01-16,Egmating,1,85.07
2023-01-17,Egmating,0,42.54
2023-01-18,Egmating,0,42.54
2023-01-19,Egmating,0,42.54
2023-01-20,Egmating,0,42.54
2023-01-21,Egmating,0,42.54
2023-01-22,Egmating,0,42.54
2023-01-23,Egmating,0,0
2023-01-24,Egmating,0,0
2023-01-25,Egmating,0,0
2023-01-26,Egmating,0,0
2023-01-27,Egmating,1,42.54
2023-01-28,Egmating,0,42.54
2023-01-29,Egmating,0,42.54
2023-01-30,Egmating,0,42.54
2023-01-31,Egmating,0,42.54
2023-02-01,Egmating,1,85.07
2023-02-02,Egmating,0,85.07
2023-02-03,Egmating,0,42.54
2023-02-04,Egmating,0,42.54
2023-02-05,Egmating,0,42.54
2023-02-06,Egmating,2,127.61
2023-02-07,Egmating,0,127.61
2023-02-08,Egmating,0,85.07
2023-02-09,Egmating,0,85.07
2023-02-10,Egmating,0,85.07
2023-02-11,Egmating,0,85.07
2023-02-12,Egmating,0,85.07
2023-02-13,Egmating,0,0
2023-02-14,Egmating,0,0
2023-02-15,Egmating,1,42.54
2023-02-16,Egmating,1,85.07
2023-02-17,Egmating,1,127.61
2023-02-18,Egmating,0,127.61
2023-02-19,Egmating,0,127.61
2023-02-20,Egmating,1,170.14
2023-02-21,Egmating,1,212.68
2023-02-22,Egmating,0,170.14
2023-02-23,Egmating,0,127.61
2023-02-24,Egmating,0,85.07
2023-02-25,Egmating,0,85.07
2023-02-26,Egmating,0,85.07
2023-02-27,Egmating,0,42.54
2023-02-28,Egmating,1,42.54
2023-03-01,Egmating,0,42.54
2023-03-02,Egmating,0,42.54
2023-03-03,Egmating,0,42.54
2023-03-04,Egmating,0,42.54
2023-03-05,Egmating,0,42.54
2023-03-06,Egmating,0,42.54
