datum,altersgruppe,neuPositiv,inzidenz7tage
2022-02-05,15-34,99,2265.35
2022-02-05,35-59,140,1758.81
2022-02-05,60-79,39,689.48
2022-02-05,80+,6,398.49
2022-02-06,00-04,8,2037.67
2022-02-06,05-14,40,3710.54
2022-02-06,15-34,61,2239.9
2022-02-06,35-59,83,1729.98
2022-02-06,60-79,20,707.91
2022-02-06,80+,8,475.98
2022-02-07,00-04,13,1952.05
2022-02-07,05-14,58,3868.71
2022-02-07,15-34,59,2278.08
2022-02-07,35-59,83,1738.99
2022-02-07,60-79,18,726.35
2022-02-07,80+,3,487.05
2022-02-08,00-04,18,1934.93
2022-02-08,05-14,123,3730.31
2022-02-08,15-34,87,2106.27
2022-02-08,35-59,156,1715.56
2022-02-08,60-79,27,689.48
2022-02-08,80+,8,475.98
2022-02-09,00-04,16,1780.82
2022-02-09,05-14,89,3591.91
2022-02-09,15-34,103,1975.82
2022-02-09,35-59,153,1675.92
2022-02-09,60-79,29,704.23
2022-02-09,80+,14,542.4
2022-02-10,00-04,32,1986.3
2022-02-10,05-14,112,3657.81
2022-02-10,15-34,125,2071.27
2022-02-10,35-59,173,1663.3
2022-02-10,60-79,27,682.1
2022-02-10,80+,8,564.53
2022-02-11,00-04,17,1952.05
2022-02-11,05-14,71,3624.86
2022-02-11,15-34,115,2064.91
2022-02-11,35-59,147,1684.93
2022-02-11,60-79,23,674.73
2022-02-11,80+,10,630.95
2022-02-12,00-04,15,2037.67
2022-02-12,05-14,55,3611.68
2022-02-12,15-34,91,2039.45
2022-02-12,35-59,100,1612.85
2022-02-12,60-79,21,608.36
2022-02-12,80+,9,664.16
2022-02-13,00-04,11,2089.04
2022-02-13,05-14,39,3605.09
2022-02-13,15-34,51,2007.64
2022-02-13,35-59,59,1569.6
2022-02-13,60-79,13,582.55
2022-02-13,80+,2,597.74
2022-02-14,00-04,12,2071.92
2022-02-14,05-14,58,3605.09
2022-02-14,15-34,89,2103.09
2022-02-14,35-59,138,1668.71
2022-02-14,60-79,22,597.3
2022-02-14,80+,3,597.74
2022-02-15,00-04,7,1883.56
2022-02-15,05-14,90,3387.6
2022-02-15,15-34,96,2131.72
2022-02-15,35-59,140,1639.88
2022-02-15,60-79,21,575.18
2022-02-15,80+,9,608.81
2022-02-16,00-04,14,1849.32
2022-02-16,05-14,58,3183.29
2022-02-16,15-34,107,2144.45
2022-02-16,35-59,120,1580.41
2022-02-16,60-79,35,597.3
2022-02-16,80+,13,597.74
2022-02-17,00-04,6,1404.11
2022-02-17,05-14,90,3038.29
2022-02-17,15-34,133,2169.9
2022-02-17,35-59,114,1474.09
2022-02-17,60-79,26,593.61
2022-02-17,80+,0,509.19
2022-02-18,00-04,8,1250
2022-02-18,05-14,63,2985.57
2022-02-18,15-34,116,2173.08
2022-02-18,35-59,113,1412.82
2022-02-18,60-79,30,619.42
2022-02-18,80+,6,464.91
2022-02-19,00-04,10,1164.38
2022-02-19,05-14,20,2754.89
2022-02-19,15-34,57,2064.91
2022-02-19,35-59,67,1353.35
2022-02-19,60-79,13,589.93
2022-02-19,80+,1,376.36
2022-02-20,00-04,9,1130.14
2022-02-20,05-14,43,2781.26
2022-02-20,15-34,58,2087.18
2022-02-20,35-59,97,1421.83
2022-02-20,60-79,17,604.68
2022-02-20,80+,3,387.43
2022-02-21,00-04,17,1215.75
2022-02-21,05-14,40,2662.62
2022-02-21,15-34,83,2068.09
2022-02-21,35-59,107,1365.96
2022-02-21,60-79,16,582.55
2022-02-21,80+,5,409.56
2022-02-22,00-04,21,1455.48
2022-02-22,05-14,69,2524.22
2022-02-22,15-34,106,2099.9
2022-02-22,35-59,122,1333.53
2022-02-22,60-79,26,600.99
2022-02-22,80+,7,387.43
2022-02-23,00-04,17,1506.85
2022-02-23,05-14,65,2570.36
2022-02-23,15-34,127,2163.54
2022-02-23,35-59,138,1365.96
2022-02-23,60-79,36,604.68
2022-02-23,80+,13,387.43
2022-02-24,00-04,11,1592.47
2022-02-24,05-14,64,2399.0
2022-02-24,15-34,101,2061.72
2022-02-24,35-59,137,1407.41
2022-02-24,60-79,35,637.86
2022-02-24,80+,8,475.98
2022-02-25,00-04,13,1678.08
2022-02-25,05-14,43,2267.19
2022-02-25,15-34,78,1940.82
2022-02-25,35-59,115,1411.01
2022-02-25,60-79,34,652.61
2022-02-25,80+,9,509.19
2022-02-26,00-04,10,1678.08
2022-02-26,05-14,34,2359.45
2022-02-26,15-34,62,1956.73
2022-02-26,35-59,75,1425.43
2022-02-26,60-79,27,704.23
2022-02-26,80+,1,509.19
2022-02-27,00-04,13,1746.58
2022-02-27,05-14,37,2319.91
2022-02-27,15-34,81,2029.91
2022-02-27,35-59,101,1432.64
2022-02-27,60-79,27,741.1
2022-02-27,80+,6,542.4
2022-02-28,00-04,16,1729.45
2022-02-28,05-14,34,2280.37
2022-02-28,15-34,64,1969.46
2022-02-28,35-59,118,1452.46
2022-02-28,60-79,36,814.84
2022-02-28,80+,1,498.12
2022-03-01,00-04,14,1609.59
2022-03-01,05-14,55,2188.1
2022-03-01,15-34,100,1950.37
2022-03-01,35-59,144,1492.11
2022-03-01,60-79,38,859.08
2022-03-01,80+,12,553.46
2022-03-02,00-04,18,1626.71
2022-03-02,05-14,48,2076.06
2022-03-02,15-34,91,1835.83
2022-03-02,35-59,114,1448.86
2022-03-02,60-79,34,851.71
2022-03-02,80+,9,509.19
2022-03-03,00-04,23,1832.19
2022-03-03,05-14,61,2056.28
2022-03-03,15-34,103,1842.19
2022-03-03,35-59,171,1510.13
2022-03-03,60-79,39,866.46
2022-03-03,80+,3,453.84
2022-03-04,00-04,11,1797.95
2022-03-04,05-14,49,2095.83
2022-03-04,15-34,75,1832.64
2022-03-04,35-59,107,1495.71
2022-03-04,60-79,43,899.64
2022-03-04,80+,8,442.77
2022-03-05,00-04,14,1866.44
2022-03-05,05-14,43,2155.14
2022-03-05,15-34,99,1950.37
2022-03-05,35-59,122,1580.41
2022-03-05,60-79,35,929.14
2022-03-05,80+,7,509.19
2022-03-06,00-04,7,1763.7
2022-03-06,05-14,46,2214.46
2022-03-06,15-34,81,1950.37
2022-03-06,35-59,108,1593.02
2022-03-06,60-79,24,918.07
2022-03-06,80+,7,520.26
2022-03-07,00-04,13,1712.33
2022-03-07,05-14,55,2352.86
2022-03-07,15-34,81,2004.45
2022-03-07,35-59,131,1616.45
2022-03-07,60-79,33,907.01
2022-03-07,80+,7,586.67
2022-03-08,00-04,18,1780.82
2022-03-08,05-14,126,2820.8
2022-03-08,15-34,160,2195.35
2022-03-08,35-59,204,1724.57
2022-03-08,60-79,47,940.2
2022-03-08,80+,22,697.37
2022-03-09,00-04,19,1797.95
2022-03-09,05-14,72,2978.98
2022-03-09,15-34,164,2427.62
2022-03-09,35-59,175,1834.5
2022-03-09,60-79,52,1006.56
2022-03-09,80+,8,686.3
2022-03-10,00-04,18,1712.33
2022-03-10,05-14,77,3084.43
2022-03-10,15-34,180,2672.61
2022-03-10,35-59,179,1848.92
2022-03-10,60-79,56,1069.24
2022-03-10,80+,18,852.34
2022-03-11,00-04,22,1900.68
2022-03-11,05-14,66,3196.47
2022-03-11,15-34,147,2901.69
2022-03-11,35-59,154,1933.61
2022-03-11,60-79,42,1065.56
2022-03-11,80+,8,852.34
2022-03-12,00-04,29,2157.53
2022-03-12,05-14,61,3315.1
2022-03-12,15-34,157,3086.22
2022-03-12,35-59,180,2038.13
2022-03-12,60-79,44,1098.74
2022-03-12,80+,11,896.61
2022-03-13,00-04,5,2123.29
2022-03-13,05-14,47,3321.69
2022-03-13,15-34,85,3098.95
2022-03-13,35-59,85,1996.68
2022-03-13,60-79,30,1120.86
2022-03-13,80+,3,852.34
2022-03-14,00-04,12,2106.16
2022-03-14,05-14,46,3262.37
2022-03-14,15-34,96,3146.68
2022-03-14,35-59,112,1962.45
2022-03-14,60-79,30,1109.8
2022-03-14,80+,2,796.99
2022-03-15,00-04,28,2277.4
2022-03-15,05-14,110,3156.92
2022-03-15,15-34,155,3130.77
2022-03-15,35-59,230,2009.3
2022-03-15,60-79,55,1139.3
2022-03-15,80+,12,686.3
2022-03-16,00-04,32,2500
2022-03-16,05-14,125,3506.23
2022-03-16,15-34,185,3197.58
2022-03-16,35-59,242,2130.04
2022-03-16,60-79,79,1238.85
2022-03-16,80+,20,819.13
2022-03-17,00-04,13,2414.38
2022-03-17,05-14,82,3539.18
2022-03-17,15-34,171,3168.95
2022-03-17,35-59,209,2184.1
2022-03-17,60-79,60,1253.59
2022-03-17,80+,14,774.85
2022-03-18,00-04,21,2397.26
2022-03-18,05-14,86,3670.99
2022-03-18,15-34,139,3143.49
2022-03-18,35-59,169,2211.13
2022-03-18,60-79,42,1253.59
2022-03-18,80+,10,796.99
2022-03-19,00-04,14,2140.41
2022-03-19,05-14,49,3591.91
2022-03-19,15-34,108,2987.59
2022-03-19,35-59,162,2178.69
2022-03-19,60-79,57,1301.53
2022-03-19,80+,18,874.47
2022-03-20,00-04,3,2106.16
2022-03-20,05-14,20,3413.96
2022-03-20,15-34,41,2847.6
2022-03-20,35-59,50,2115.62
2022-03-20,60-79,14,1242.53
2022-03-20,80+,2,863.4
2022-03-21,00-04,27,2363.01
2022-03-21,05-14,64,3532.59
2022-03-21,15-34,134,2968.5
2022-03-21,35-59,180,2238.16
2022-03-21,60-79,55,1334.71
2022-03-21,80+,12,974.1
2022-03-22,00-04,11,2071.92
2022-03-22,05-14,101,3473.27
2022-03-22,15-34,115,2841.23
2022-03-22,35-59,183,2153.46
2022-03-22,60-79,54,1331.02
2022-03-22,80+,7,918.75
2022-03-23,00-04,28,2003.42
2022-03-23,05-14,146,3611.68
2022-03-23,15-34,188,2850.78
2022-03-23,35-59,279,2220.14
2022-03-23,60-79,102,1415.82
2022-03-23,80+,51,1261.9
2022-03-24,00-04,20,2123.29
2022-03-24,05-14,79,3591.91
2022-03-24,15-34,134,2733.06
2022-03-24,35-59,226,2250.77
2022-03-24,60-79,54,1393.7
2022-03-24,80+,18,1306.18
2022-03-25,00-04,22,2140.41
2022-03-25,05-14,83,3572.13
2022-03-25,15-34,173,2841.23
2022-03-25,35-59,218,2339.08
2022-03-25,60-79,55,1441.63
2022-03-25,80+,33,1560.77
2022-03-26,00-04,7,2020.55
2022-03-26,05-14,53,3598.5
2022-03-26,15-34,59,2685.33
2022-03-26,35-59,106,2238.16
2022-03-26,60-79,24,1319.96
2022-03-26,80+,20,1582.91
2022-03-27,00-04,9,2123.29
2022-03-27,05-14,45,3763.26
2022-03-27,15-34,56,2733.06
2022-03-27,35-59,92,2313.85
2022-03-27,60-79,26,1364.21
2022-03-27,80+,9,1660.39
2022-03-28,00-04,10,1832.19
2022-03-28,05-14,55,3703.95
2022-03-28,15-34,82,2567.61
2022-03-28,35-59,142,2245.37
2022-03-28,60-79,32,1279.4
2022-03-28,80+,6,1593.98
2022-03-29,00-04,10,1815.07
2022-03-29,05-14,84,3591.91
2022-03-29,15-34,88,2481.71
2022-03-29,35-59,153,2191.31
2022-03-29,60-79,42,1235.16
2022-03-29,80+,15,1682.53
2022-03-30,00-04,22,1712.33
2022-03-30,05-14,112,3367.82
2022-03-30,15-34,141,2332.17
2022-03-30,35-59,203,2054.35
2022-03-30,60-79,64,1095.05
2022-03-30,80+,27,1416.87
2022-03-31,00-04,6,1472.6
2022-03-31,05-14,69,3301.92
2022-03-31,15-34,111,2258.99
2022-03-31,35-59,157,1930.01
2022-03-31,60-79,48,1072.93
2022-03-31,80+,13,1361.52
2022-04-01,00-04,11,1284.25
2022-04-01,05-14,56,3123.97
2022-04-01,15-34,114,2071.27
2022-04-01,35-59,138,1785.84
2022-04-01,60-79,37,1006.56
2022-04-01,80+,12,1129.07
2022-04-02,00-04,4,1232.88
2022-04-02,05-14,15,2873.53
2022-04-02,15-34,50,2042.63
2022-04-02,35-59,75,1729.98
2022-04-02,60-79,25,1010.25
2022-04-02,80+,3,940.89
2022-04-03,00-04,15,1335.62
2022-04-03,05-14,26,2748.3
2022-04-03,15-34,43,2001.27
2022-04-03,35-59,88,1722.77
2022-04-03,60-79,25,1006.56
2022-04-03,80+,10,951.96
2022-04-04,00-04,5,1250
2022-04-04,05-14,29,2576.95
2022-04-04,15-34,56,1918.55
2022-04-04,35-59,89,1627.26
2022-04-04,60-79,17,951.26
2022-04-04,80+,4,929.82
2022-04-05,00-04,15,1335.62
2022-04-05,05-14,79,2543.99
2022-04-05,15-34,96,1944.0
2022-04-05,35-59,168,1654.29
2022-04-05,60-79,43,954.94
2022-04-05,80+,13,907.68
2022-04-06,00-04,13,1181.51
2022-04-06,05-14,69,2260.59
2022-04-06,15-34,87,1772.19
2022-04-06,35-59,148,1555.18
2022-04-06,60-79,43,877.52
2022-04-06,80+,15,774.85
2022-04-07,00-04,10,1250
2022-04-07,05-14,50,2135.37
2022-04-07,15-34,87,1695.83
2022-04-07,35-59,115,1479.49
2022-04-07,60-79,23,785.34
2022-04-07,80+,8,719.5
2022-04-08,00-04,17,1352.74
2022-04-08,05-14,57,2141.96
2022-04-08,15-34,100,1651.29
2022-04-08,35-59,136,1475.89
2022-04-08,60-79,24,737.41
2022-04-08,80+,15,752.71
2022-04-09,00-04,8,1421.23
2022-04-09,05-14,20,2174.92
2022-04-09,15-34,20,1555.84
2022-04-09,35-59,42,1416.42
2022-04-09,60-79,8,674.73
2022-04-09,80+,3,752.71
2022-04-10,00-04,3,1215.75
2022-04-10,05-14,42,2280.37
2022-04-10,15-34,66,1629.02
2022-04-10,35-59,68,1380.38
2022-04-10,60-79,34,707.91
2022-04-10,80+,5,697.37
2022-04-11,00-04,7,1250
2022-04-11,05-14,33,2306.73
2022-04-11,15-34,57,1632.2
2022-04-11,35-59,102,1403.81
2022-04-11,60-79,30,755.84
2022-04-11,80+,6,719.5
2022-04-12,00-04,8,1130.14
2022-04-12,05-14,33,2003.56
2022-04-12,15-34,81,1584.47
2022-04-12,35-59,131,1337.13
2022-04-12,60-79,49,777.97
2022-04-12,80+,9,675.23
2022-04-13,00-04,10,1078.77
2022-04-13,05-14,26,1720.16
2022-04-13,15-34,95,1609.93
2022-04-13,35-59,104,1257.84
2022-04-13,60-79,45,785.34
2022-04-13,80+,7,586.67
2022-04-14,00-04,14,1147.26
2022-04-14,05-14,36,1627.89
2022-04-14,15-34,116,1702.2
2022-04-14,35-59,118,1263.25
2022-04-14,60-79,57,910.7
2022-04-14,80+,15,664.16
2022-04-15,00-04,5,941.78
2022-04-15,05-14,19,1377.45
2022-04-15,15-34,46,1530.38
2022-04-15,35-59,93,1185.76
2022-04-15,60-79,29,929.14
2022-04-15,80+,11,619.88
2022-04-16,00-04,8,941.78
2022-04-16,05-14,18,1364.27
2022-04-16,15-34,55,1641.74
2022-04-16,35-59,71,1238.02
2022-04-16,60-79,25,991.81
2022-04-16,80+,1,597.74
2022-04-17,00-04,7,1010.27
2022-04-17,05-14,14,1179.73
2022-04-17,15-34,35,1543.11
2022-04-17,35-59,56,1216.39
2022-04-17,60-79,21,943.88
2022-04-17,80+,6,608.81
2022-04-18,00-04,2,924.66
2022-04-18,05-14,11,1034.73
2022-04-18,15-34,32,1463.57
2022-04-18,35-59,75,1167.74
2022-04-18,60-79,26,929.14
2022-04-18,80+,0,542.4
2022-04-19,00-04,6,890.41
2022-04-19,05-14,23,968.83
2022-04-19,15-34,43,1342.67
2022-04-19,35-59,86,1086.64
2022-04-19,60-79,32,866.46
2022-04-19,80+,8,531.33
2022-04-20,00-04,9,873.29
2022-04-20,05-14,33,1014.96
2022-04-20,15-34,98,1352.21
2022-04-20,35-59,157,1182.15
2022-04-20,60-79,55,903.33
2022-04-20,80+,11,575.6
2022-04-21,00-04,8,770.55
2022-04-21,05-14,19,902.92
2022-04-21,15-34,65,1189.95
2022-04-21,35-59,96,1142.51
2022-04-21,60-79,33,814.84
2022-04-21,80+,21,642.02
2022-04-22,00-04,8,821.92
2022-04-22,05-14,28,962.24
2022-04-22,15-34,57,1224.94
2022-04-22,35-59,112,1176.75
2022-04-22,60-79,37,844.33
2022-04-22,80+,9,619.88
2022-04-23,00-04,4,753.42
2022-04-23,05-14,20,975.42
2022-04-23,15-34,34,1158.13
2022-04-23,35-59,68,1171.34
2022-04-23,60-79,22,833.27
2022-04-23,80+,4,653.09
2022-04-24,00-04,3,684.93
2022-04-24,05-14,16,988.6
2022-04-24,15-34,28,1135.86
2022-04-24,35-59,52,1164.13
2022-04-24,60-79,7,781.65
2022-04-24,80+,2,608.81
2022-04-25,00-04,4,719.18
2022-04-25,05-14,22,1061.1
2022-04-25,15-34,49,1189.95
2022-04-25,35-59,84,1180.35
2022-04-25,60-79,17,748.47
2022-04-25,80+,5,664.16
2022-04-26,00-04,6,719.18
2022-04-26,05-14,43,1192.91
2022-04-26,15-34,62,1250.4
2022-04-26,35-59,85,1178.55
2022-04-26,60-79,36,763.22
2022-04-26,80+,5,630.95
2022-04-27,00-04,11,753.42
2022-04-27,05-14,35,1206.09
2022-04-27,15-34,65,1145.4
2022-04-27,35-59,114,1101.06
2022-04-27,60-79,33,682.1
2022-04-27,80+,9,608.81
2022-04-28,00-04,5,702.05
2022-04-28,05-14,28,1265.41
2022-04-28,15-34,74,1174.04
2022-04-28,35-59,102,1111.87
2022-04-28,60-79,32,678.42
2022-04-28,80+,8,464.91
2022-04-29,00-04,15,821.92
2022-04-29,05-14,22,1225.86
2022-04-29,15-34,47,1142.22
2022-04-29,35-59,96,1083.04
2022-04-29,60-79,30,652.61
2022-04-29,80+,6,431.7
2022-04-30,00-04,0,753.42
2022-04-30,05-14,0,1094.05
2022-04-30,15-34,0,1034.04
2022-04-30,35-59,0,960.5
2022-04-30,60-79,0,571.49
2022-04-30,80+,0,387.43
2022-05-01,00-04,0,702.05
2022-05-01,05-14,0,988.6
2022-05-01,15-34,0,944.96
2022-05-01,35-59,0,866.79
2022-05-01,60-79,0,545.68
2022-05-01,80+,0,365.29
2022-05-02,00-04,14,873.29
2022-05-02,05-14,34,1067.69
2022-05-02,15-34,89,1072.22
2022-05-02,35-59,140,967.71
2022-05-02,60-79,53,678.42
2022-05-02,80+,12,442.77
2022-05-03,00-04,9,924.66
2022-05-03,05-14,27,962.24
2022-05-03,15-34,50,1034.04
2022-05-03,35-59,105,1003.75
2022-05-03,60-79,31,659.98
2022-05-03,80+,7,464.91
2022-05-04,00-04,13,958.9
2022-05-04,05-14,20,863.38
2022-05-04,15-34,57,1008.59
2022-05-04,35-59,69,922.66
2022-05-04,60-79,25,630.48
2022-05-04,80+,9,464.91
2022-05-05,00-04,11,1061.64
2022-05-05,05-14,48,995.19
2022-05-05,15-34,92,1065.86
2022-05-05,35-59,144,998.34
2022-05-05,60-79,36,645.23
2022-05-05,80+,7,453.84
2022-05-06,00-04,11,993.15
2022-05-06,05-14,30,1047.91
2022-05-06,15-34,47,1065.86
2022-05-06,35-59,91,989.33
2022-05-06,60-79,20,608.36
2022-05-06,80+,5,442.77
2022-05-07,00-04,0,993.15
2022-05-07,05-14,0,1047.91
2022-05-07,15-34,0,1065.86
2022-05-07,35-59,0,989.33
2022-05-07,60-79,0,608.36
2022-05-07,80+,0,442.77
2022-05-08,00-04,0,993.15
2022-05-08,05-14,0,1047.91
2022-05-08,15-34,0,1065.86
2022-05-08,35-59,0,989.33
2022-05-08,60-79,0,608.36
2022-05-08,80+,0,442.77
2022-05-09,00-04,5,839.04
2022-05-09,05-14,56,1192.91
2022-05-09,15-34,84,1049.95
2022-05-09,35-59,146,1000.14
2022-05-09,60-79,34,538.31
2022-05-09,80+,10,420.63
2022-05-10,00-04,5,770.55
2022-05-10,05-14,25,1179.73
2022-05-10,15-34,70,1113.59
2022-05-10,35-59,92,976.72
2022-05-10,60-79,19,494.06
2022-05-10,80+,9,442.77
2022-05-11,00-04,9,702.05
2022-05-11,05-14,29,1239.04
2022-05-11,15-34,53,1100.86
2022-05-11,35-59,84,1003.75
2022-05-11,60-79,27,501.44
2022-05-11,80+,3,376.36
2022-05-12,00-04,4,582.19
2022-05-12,05-14,32,1133.59
2022-05-12,15-34,58,992.68
2022-05-12,35-59,99,922.66
2022-05-12,60-79,30,479.32
2022-05-12,80+,9,398.49
2022-05-13,00-04,3,445.21
2022-05-13,05-14,20,1067.69
2022-05-13,15-34,35,954.5
2022-05-13,35-59,80,902.83
2022-05-13,60-79,27,505.12
2022-05-13,80+,0,343.15
2022-05-14,00-04,3,496.58
2022-05-14,05-14,12,1146.77
2022-05-14,15-34,21,1021.32
2022-05-14,35-59,45,983.93
2022-05-14,60-79,11,545.68
2022-05-14,80+,4,387.43
2022-05-15,00-04,3,547.95
2022-05-15,05-14,15,1245.63
2022-05-15,15-34,15,1069.04
2022-05-15,35-59,24,1027.18
2022-05-15,60-79,7,571.49
2022-05-15,80+,0,387.43
2022-05-16,00-04,2,496.58
2022-05-16,05-14,17,988.6
2022-05-16,15-34,21,868.6
2022-05-16,35-59,39,834.35
2022-05-16,60-79,8,475.63
2022-05-16,80+,8,365.29
2022-05-17,00-04,2,445.21
2022-05-17,05-14,28,1008.37
2022-05-17,15-34,39,769.97
2022-05-17,35-59,55,767.68
2022-05-17,60-79,14,457.19
2022-05-17,80+,12,398.49
2022-05-18,00-04,3,342.47
2022-05-18,05-14,9,876.56
2022-05-18,15-34,26,684.06
2022-05-18,35-59,50,706.41
2022-05-18,60-79,17,420.32
2022-05-18,80+,4,409.56
2022-05-19,00-04,1,291.1
2022-05-19,05-14,9,724.97
2022-05-19,15-34,28,588.61
2022-05-19,35-59,37,594.68
2022-05-19,60-79,10,346.58
2022-05-19,80+,1,321.01
2022-05-20,00-04,1,256.85
2022-05-20,05-14,6,632.7
2022-05-20,15-34,25,556.79
2022-05-20,35-59,43,528.0
2022-05-20,60-79,13,294.96
2022-05-20,80+,1,332.08
2022-05-21,00-04,0,205.48
2022-05-21,05-14,5,586.57
2022-05-21,15-34,6,509.07
2022-05-21,35-59,12,468.54
2022-05-21,60-79,7,280.22
2022-05-21,80+,0,287.8
2022-05-22,00-04,3,205.48
2022-05-22,05-14,8,540.43
2022-05-22,15-34,11,496.34
2022-05-22,35-59,40,497.37
2022-05-22,60-79,8,283.9
2022-05-22,80+,0,287.8
2022-05-23,00-04,1,188.36
2022-05-23,05-14,10,494.3
2022-05-23,15-34,12,467.71
2022-05-23,35-59,26,473.94
2022-05-23,60-79,4,269.15
2022-05-23,80+,0,199.25
2022-05-24,00-04,0,154.11
2022-05-24,05-14,15,408.62
2022-05-24,15-34,25,423.16
2022-05-24,35-59,52,468.54
2022-05-24,60-79,11,258.09
2022-05-24,80+,2,88.55
2022-05-25,00-04,2,136.99
2022-05-25,05-14,9,408.62
2022-05-25,15-34,32,442.25
2022-05-25,35-59,48,464.93
2022-05-25,60-79,10,232.28
2022-05-25,80+,4,88.55
2022-05-26,00-04,0,119.86
2022-05-26,05-14,0,349.3
2022-05-26,15-34,0,353.17
2022-05-26,35-59,0,398.26
2022-05-26,60-79,0,195.41
2022-05-26,80+,0,77.49
2022-05-27,00-04,2,136.99
2022-05-27,05-14,13,395.44
2022-05-27,15-34,40,400.89
2022-05-27,35-59,76,457.72
2022-05-27,60-79,11,188.04
2022-05-27,80+,4,110.69
2022-05-28,00-04,0,136.99
2022-05-28,05-14,0,362.49
2022-05-28,15-34,0,381.8
2022-05-28,35-59,0,436.1
2022-05-28,60-79,0,162.23
2022-05-28,80+,0,110.69
2022-05-29,00-04,0,85.62
2022-05-29,05-14,0,309.76
2022-05-29,15-34,0,346.8
2022-05-29,35-59,0,364.02
2022-05-29,60-79,0,132.73
2022-05-29,80+,0,110.69
2022-05-30,00-04,3,119.86
2022-05-30,05-14,22,388.85
2022-05-30,15-34,43,445.43
2022-05-30,35-59,79,459.53
2022-05-30,60-79,15,173.29
2022-05-30,80+,4,154.97
2022-05-31,00-04,5,205.48
2022-05-31,05-14,5,322.94
2022-05-31,15-34,30,461.34
2022-05-31,35-59,37,432.49
2022-05-31,60-79,18,199.1
2022-05-31,80+,7,210.32
2022-06-01,00-04,1,188.36
2022-06-01,05-14,8,316.35
2022-06-01,15-34,23,432.71
2022-06-01,35-59,36,410.87
2022-06-01,60-79,4,176.98
2022-06-01,80+,1,177.11
2022-06-02,00-04,5,273.97
2022-06-02,05-14,11,388.85
2022-06-02,15-34,42,566.34
2022-06-02,35-59,42,486.56
2022-06-02,60-79,12,221.22
2022-06-02,80+,5,232.46
2022-06-03,00-04,1,256.85
2022-06-03,05-14,3,322.94
2022-06-03,15-34,35,550.43
2022-06-03,35-59,35,412.67
2022-06-03,60-79,13,228.6
2022-06-03,80+,0,188.18
2022-06-04,00-04,0,256.85
2022-06-04,05-14,0,322.94
2022-06-04,15-34,0,550.43
2022-06-04,35-59,0,412.67
2022-06-04,60-79,0,228.6
2022-06-04,80+,0,188.18
2022-06-05,00-04,0,256.85
2022-06-05,05-14,0,322.94
2022-06-05,15-34,0,550.43
2022-06-05,35-59,0,412.67
2022-06-05,60-79,0,228.6
2022-06-05,80+,0,188.18
2022-06-06,00-04,0,205.48
2022-06-06,05-14,0,177.95
2022-06-06,15-34,0,413.62
2022-06-06,35-59,0,270.31
2022-06-06,60-79,0,173.29
2022-06-06,80+,0,143.9
2022-06-07,00-04,2,154.11
2022-06-07,05-14,12,224.08
2022-06-07,15-34,61,512.25
2022-06-07,35-59,101,385.64
2022-06-07,60-79,42,261.78
2022-06-07,80+,9,166.04
2022-06-08,00-04,4,205.48
2022-06-08,05-14,5,204.31
2022-06-08,15-34,25,518.61
2022-06-08,35-59,66,439.7
2022-06-08,60-79,14,298.65
2022-06-08,80+,3,188.18
2022-06-09,00-04,1,136.99
2022-06-09,05-14,1,138.4
2022-06-09,15-34,29,477.25
2022-06-09,35-59,44,443.31
2022-06-09,60-79,16,313.4
2022-06-09,80+,0,132.83
2022-06-10,00-04,1,136.99
2022-06-10,05-14,1,125.22
2022-06-10,15-34,23,439.07
2022-06-10,35-59,33,439.7
2022-06-10,60-79,7,291.28
2022-06-10,80+,2,154.97
2022-06-11,00-04,0,136.99
2022-06-11,05-14,0,125.22
2022-06-11,15-34,0,439.07
2022-06-11,35-59,0,439.7
2022-06-11,60-79,0,291.28
2022-06-11,80+,0,154.97
2022-06-12,00-04,0,136.99
2022-06-12,05-14,0,125.22
2022-06-12,15-34,0,439.07
2022-06-12,35-59,0,439.7
2022-06-12,60-79,0,291.28
2022-06-12,80+,0,154.97
2022-06-13,00-04,4,205.48
2022-06-13,05-14,4,151.59
2022-06-13,15-34,35,550.43
2022-06-13,35-59,67,560.44
2022-06-13,60-79,39,435.07
2022-06-13,80+,2,177.11
2022-06-14,00-04,1,188.36
2022-06-14,05-14,6,112.04
2022-06-14,15-34,35,467.71
2022-06-14,35-59,48,464.93
2022-06-14,60-79,14,331.83
2022-06-14,80+,3,110.69
2022-06-15,00-04,2,154.11
2022-06-15,05-14,9,138.4
2022-06-15,15-34,38,509.07
2022-06-15,35-59,65,463.13
2022-06-15,60-79,24,368.7
2022-06-15,80+,3,110.69
2022-06-16,00-04,0,136.99
2022-06-16,05-14,0,131.81
2022-06-16,15-34,0,416.8
2022-06-16,35-59,0,383.84
2022-06-16,60-79,0,309.71
2022-06-16,80+,0,110.69
2022-06-17,00-04,7,239.73
2022-06-17,05-14,7,171.36
2022-06-17,15-34,41,474.07
2022-06-17,35-59,55,423.48
2022-06-17,60-79,23,368.7
2022-06-17,80+,3,121.76
2022-06-18,00-04,0,239.73
2022-06-18,05-14,0,171.36
2022-06-18,15-34,0,474.07
2022-06-18,35-59,0,423.48
2022-06-18,60-79,0,368.7
2022-06-18,80+,0,121.76
2022-06-19,00-04,0,239.73
2022-06-19,05-14,0,171.36
2022-06-19,15-34,0,474.07
2022-06-19,35-59,0,423.48
2022-06-19,60-79,0,368.7
2022-06-19,80+,0,121.76
