Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Direktstimmen ungueltige (C);Direktstimmen gueltige (D);D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;Listenstimmen ungueltige (E);Listenstimmen gueltige (F);F1;F1_1;F1_2;F1_3;F1_4;F1_5;F1_6;F1_7;F1_8;F1_9;F1_10;F1_11;F1_12;F1_13;F1_14;F1_15;F1_16;F1_17;F1_18;F1_19;F1_20;F1_21;F1_22;F1_23;F1_24;F1_25;F1_26;F1_27;F1_28;F1_29;F1_30;F1_31;F1_32;F1_33;F1_34;F1_35;F1_36;F1_37;F1_38;F1_39;F1_40;F1_41;F1_42;F1_43;F1_44;F1_45;F1_46;F1_47;F1_48;F1_49;F1_50;F1_51;F1_52;F1_53;F1_54;F1_55;F1_56;F1_57;F1_58;F1_59;F1_60;F1_61;F2;F2_1;F2_2;F2_3;F2_4;F2_5;F2_6;F2_7;F2_8;F2_9;F2_10;F2_11;F2_12;F2_13;F2_14;F2_15;F2_16;F2_17;F2_18;F2_19;F2_20;F2_21;F2_22;F2_23;F2_24;F2_25;F2_26;F2_27;F2_28;F2_29;F2_30;F2_31;F2_32;F2_33;F2_34;F2_35;F2_36;F2_37;F2_38;F2_39;F2_40;F2_41;F2_42;F2_43;F2_44;F2_45;F2_46;F2_47;F2_48;F2_49;F2_50;F2_51;F2_52;F2_53;F2_54;F2_55;F2_56;F2_57;F2_58;F2_59;F2_60;F2_61;F3;F3_1;F3_2;F3_3;F3_4;F3_5;F3_6;F3_7;F3_8;F3_9;F3_10;F3_11;F3_12;F3_13;F3_14;F3_15;F3_16;F3_17;F3_18;F3_19;F3_20;F3_21;F3_22;F3_23;F3_24;F3_25;F3_26;F3_27;F3_28;F3_29;F3_30;F3_31;F3_32;F3_33;F3_34;F3_35;F3_36;F3_37;F3_38;F3_39;F3_40;F4;F4_1;F4_2;F4_3;F4_4;F4_5;F4_6;F4_7;F4_8;F4_9;F4_10;F4_11;F4_12;F4_13;F4_14;F4_15;F4_16;F4_17;F4_18;F4_19;F4_20;F4_21;F4_22;F4_23;F4_24;F4_25;F4_26;F4_27;F4_28;F4_29;F4_30;F4_31;F5;F5_1;F5_2;F5_3;F5_4;F5_5;F5_6;F5_7;F5_8;F5_9;F5_10;F5_11;F5_12;F5_13;F5_14;F5_15;F5_16;F5_17;F5_18;F5_19;F5_20;F5_21;F5_22;F5_23;F5_24;F5_25;F5_26;F5_27;F5_28;F5_29;F5_30;F5_31;F5_32;F5_33;F5_34;F5_35;F5_36;F5_37;F6;F6_1;F6_2;F6_3;F6_4;F6_5;F6_6;F6_7;F6_8;F6_9;F6_10;F6_11;F6_12;F6_13;F6_14;F6_15;F6_16;F6_17;F6_18;F6_19;F6_20;F6_21;F6_22;F6_23;F6_24;F6_25;F6_26;F6_27;F6_28;F6_29;F6_30;F6_31;F6_32;F6_33;F6_34;F6_35;F6_36;F6_37;F6_38;F6_39;F6_40;F6_41;F6_42;F6_43;F6_44;F6_45;F6_46;F6_47;F6_48;F6_49;F6_50;F7;F7_1;F7_2;F7_3;F7_4;F7_5;F7_6;F7_7;F7_8;F7_9;F7_10;F7_11;F7_12;F7_13;F7_14;F7_15;F7_16;F7_17;F7_18;F7_19;F7_20;F7_21;F7_22;F7_23;F7_24;F7_25;F7_26;F7_27;F7_28;F7_29;F7_30;F7_31;F7_32;F7_33;F7_34;F7_35;F7_36;F7_37;F7_38;F7_39;F7_40;F7_41;F7_42;F7_43;F7_44;F7_45;F7_46;F7_47;F7_48;F7_49;F7_50;F7_51;F7_52;F7_53;F7_54;F7_55;F7_56;F7_57;F7_58;F7_59;F7_60;F7_61;F8;F8_1;F8_2;F8_3;F8_4;F8_5;F8_6;F8_7;F8_8;F8_9;F8_10;F8_11;F8_12;F8_13;F8_14;F8_15;F8_16;F8_17;F8_18;F8_19;F8_20;F8_21;F8_22;F8_23;F8_24;F8_25;F8_26;F8_27;F8_28;F8_29;F8_30;F8_31;F8_32;F8_33;F8_34;F8_35;F8_36;F8_37;F8_38;F8_39;F8_40;F8_41;F8_42;F8_43;F8_44;F8_45;F8_46;F8_47;F8_48;F8_49;F8_50;F8_51;F8_52;F8_53;F8_54;F8_55;F8_56;F8_57;F8_58;F8_59;F8_60;F8_61;F9;F9_1;F9_2;F9_3;F9_4;F9_5;F9_6;F9_7;F9_8;F9_9;F9_10;F9_11;F9_12;F9_13;F9_14;F9_15;F9_16;F9_17;F9_18;F9_19;F9_20;F9_21;F9_22;F9_23;F9_24;F9_25;F9_26;F9_27;F9_28;F9_29;F9_30;F9_31;F9_32;F9_33;F9_34;F9_35;F9_36;F9_37;F9_38;F9_39;F9_40;F9_41;F9_42;F9_43;F9_44;F9_45;F9_46;F9_47;F9_48;F9_49;F9_50;F9_51;F9_52;F9_53;F9_54;F9_55;F9_56;F9_57;F9_58;F9_59;F9_60;F9_61;F10;F10_1;F10_2;F10_3;F10_4;F10_5;F10_6;F10_7;F10_8;F10_9;F10_10;F10_11;F10_12;F10_13;F10_14;F10_15;F10_16;F10_17;F10_18;F10_19;F10_20;F10_21;F10_22;F10_23;F10_24;F10_25;F10_26;F10_27;F10_28;F10_29;F10_30;F10_31;F10_32;F10_33;F10_34;F10_35;F10_36;F10_37;F10_38;F10_39;F10_40;F10_41;F10_42;F10_43;F11;F11_1;F11_2;F11_3;F11_4;F11_5;F11_6;F11_7;F11_8;F11_9;F11_10;F11_11;F11_12;F11_13;F11_14;F11_15;F11_16;F11_17;F11_18;F11_19;F11_20;F11_21;F11_22;F11_23;F11_24;F11_25;F11_26;F11_27;F11_28;F11_29;F11_30;F11_31;F11_32;F11_33;F11_34;F11_35;F11_36;F11_37;F11_38;F11_39;F11_40;F11_41;F12;F12_1;F12_2;F12_3;F12_4;F12_5;F12_6;F12_7;F12_8;F12_9;F12_10;F12_11;F12_12;F12_13;F12_14;F12_15;F12_16;F12_17;F12_18;F12_19;F12_20;F12_21;F12_22;F12_23;F12_24;F12_25;F12_26;F12_27;F12_28;F12_29;F12_30;F12_31;F12_32;F12_33;F12_34;F13;F13_1;F13_2;F13_3;F13_4;F13_5;F13_6;F13_7;F13_8;F13_9;F13_10;F13_11;F13_12;F13_13;F13_14;F13_15;F13_16;F13_17;F13_18;F13_19;F13_20;F13_21;F13_22;F13_23;F13_24;F13_25;F13_26;F13_27;F13_28;F13_29;F13_30;F13_31;F13_32;F13_33;F13_34;F14;F14_1;F14_2;F14_3;F14_4;F14_5;F14_6;F14_7;F14_8;F14_9;F14_10;F14_11;F14_12;F14_13;F14_14;F14_15;F14_16;F14_17;F14_18;F14_19;F14_20;F14_21;F14_22;F14_23;F14_24;F14_25;
;;1;114;STIMMKREIS;Ebersberg;;;;N;99539;53953;45586;0;78600;34816;43784;69;0;901;77699;26782;14174;11150;7787;7527;3165;1050;1220;1933;714;868;168;606;555;1180;77416;29282;4926;1325;270;300;86;151;193;838;1039;98;51;15983;67;900;141;37;85;56;130;26;0;83;70;258;136;88;35;19;29;107;19;63;138;31;11;24;37;25;45;71;105;39;40;15;46;12;27;29;10;20;105;44;66;24;29;31;39;4;29;123;40;13745;5371;414;690;496;427;264;161;206;359;126;66;69;317;24;0;546;65;118;83;137;70;98;114;33;37;110;277;31;17;104;27;38;36;33;23;105;107;54;25;70;32;46;26;78;737;21;31;9;52;80;3;28;52;11;23;48;688;5;126;28;27;10663;2688;1560;392;962;114;89;822;204;188;169;55;63;1211;158;57;44;75;49;127;0;33;37;48;14;26;24;141;109;19;209;56;27;269;7;58;15;21;184;31;147;7617;2289;731;837;205;391;87;110;145;283;203;59;165;191;447;53;33;93;120;63;125;45;164;0;45;151;78;38;230;11;44;120;6271;1678;865;478;204;98;93;107;375;146;78;195;45;205;58;92;0;77;89;78;43;73;8;80;44;62;48;39;101;15;63;47;86;16;14;5;336;55;2976;951;155;195;267;177;71;82;16;42;20;20;67;27;39;8;94;15;7;12;22;14;4;5;31;5;3;17;32;0;15;2;5;25;19;20;44;12;9;3;0;11;41;7;7;9;13;6;209;26;40;1002;291;104;38;13;44;12;10;4;22;15;5;12;6;9;8;7;0;23;4;21;13;9;3;3;5;3;5;14;7;2;1;0;5;8;0;1;1;6;7;7;25;4;7;4;6;5;8;3;0;4;7;0;2;1;120;6;7;0;10;14;4;1082;185;71;18;12;25;32;13;0;73;0;1;3;0;11;11;87;1;5;6;12;5;6;11;4;8;11;7;6;13;22;16;5;7;13;1;71;14;13;5;3;7;11;0;1;1;159;15;2;3;11;2;5;4;1;1;9;1;6;3;1;14;1546;498;74;0;10;49;12;6;17;20;52;56;26;23;14;33;36;23;9;6;35;0;35;10;3;8;4;24;2;2;6;3;4;8;23;47;7;3;3;0;134;2;4;7;8;4;2;1;5;17;1;7;37;5;3;8;43;13;1;13;5;4;718;144;74;27;8;5;13;8;4;77;8;6;62;34;10;15;15;22;4;0;2;22;2;4;10;2;5;32;7;2;8;4;4;5;1;2;34;7;4;7;4;5;2;4;1037;357;27;37;11;156;0;13;29;3;7;5;2;4;4;25;6;7;5;21;9;1;9;2;5;16;9;2;9;7;5;1;4;7;175;7;7;2;4;3;2;9;142;42;3;8;2;2;1;15;2;1;6;0;1;0;1;6;2;7;5;4;1;7;0;3;1;5;2;0;1;0;1;0;0;9;1;669;214;41;25;9;35;14;0;12;8;89;40;11;5;27;7;9;5;0;4;13;22;3;3;1;3;1;10;9;7;10;2;13;8;2;666;170;18;7;35;8;62;19;31;33;28;18;35;6;32;32;7;5;0;9;44;4;2;21;20;11;
;;1;09175000;KREIS;Landkreis Ebersberg;;;;N;99539;53953;45586;0;78600;34816;43784;69;0;901;77699;26782;14174;11150;7787;7527;3165;1050;1220;1933;714;868;168;606;555;1180;77416;29282;4926;1325;270;300;86;151;193;838;1039;98;51;15983;67;900;141;37;85;56;130;26;0;83;70;258;136;88;35;19;29;107;19;63;138;31;11;24;37;25;45;71;105;39;40;15;46;12;27;29;10;20;105;44;66;24;29;31;39;4;29;123;40;13745;5371;414;690;496;427;264;161;206;359;126;66;69;317;24;0;546;65;118;83;137;70;98;114;33;37;110;277;31;17;104;27;38;36;33;23;105;107;54;25;70;32;46;26;78;737;21;31;9;52;80;3;28;52;11;23;48;688;5;126;28;27;10663;2688;1560;392;962;114;89;822;204;188;169;55;63;1211;158;57;44;75;49;127;0;33;37;48;14;26;24;141;109;19;209;56;27;269;7;58;15;21;184;31;147;7617;2289;731;837;205;391;87;110;145;283;203;59;165;191;447;53;33;93;120;63;125;45;164;0;45;151;78;38;230;11;44;120;6271;1678;865;478;204;98;93;107;375;146;78;195;45;205;58;92;0;77;89;78;43;73;8;80;44;62;48;39;101;15;63;47;86;16;14;5;336;55;2976;951;155;195;267;177;71;82;16;42;20;20;67;27;39;8;94;15;7;12;22;14;4;5;31;5;3;17;32;0;15;2;5;25;19;20;44;12;9;3;0;11;41;7;7;9;13;6;209;26;40;1002;291;104;38;13;44;12;10;4;22;15;5;12;6;9;8;7;0;23;4;21;13;9;3;3;5;3;5;14;7;2;1;0;5;8;0;1;1;6;7;7;25;4;7;4;6;5;8;3;0;4;7;0;2;1;120;6;7;0;10;14;4;1082;185;71;18;12;25;32;13;0;73;0;1;3;0;11;11;87;1;5;6;12;5;6;11;4;8;11;7;6;13;22;16;5;7;13;1;71;14;13;5;3;7;11;0;1;1;159;15;2;3;11;2;5;4;1;1;9;1;6;3;1;14;1546;498;74;0;10;49;12;6;17;20;52;56;26;23;14;33;36;23;9;6;35;0;35;10;3;8;4;24;2;2;6;3;4;8;23;47;7;3;3;0;134;2;4;7;8;4;2;1;5;17;1;7;37;5;3;8;43;13;1;13;5;4;718;144;74;27;8;5;13;8;4;77;8;6;62;34;10;15;15;22;4;0;2;22;2;4;10;2;5;32;7;2;8;4;4;5;1;2;34;7;4;7;4;5;2;4;1037;357;27;37;11;156;0;13;29;3;7;5;2;4;4;25;6;7;5;21;9;1;9;2;5;16;9;2;9;7;5;1;4;7;175;7;7;2;4;3;2;9;142;42;3;8;2;2;1;15;2;1;6;0;1;0;1;6;2;7;5;4;1;7;0;3;1;5;2;0;1;0;1;0;0;9;1;669;214;41;25;9;35;14;0;12;8;89;40;11;5;27;7;9;5;0;4;13;22;3;3;1;3;1;10;9;7;10;2;13;8;2;666;170;18;7;35;8;62;19;31;33;28;18;35;6;32;32;7;5;0;9;44;4;2;21;20;11;
09175111;Anzing;1;09175111;GEMEINDE;Anzing;;;;N;3091;1532;1559;0;2516;1015;1501;0;0;26;2490;1035;320;356;274;208;81;20;36;52;24;25;13;24;22;45;2471;1017;161;32;16;10;2;4;11;41;10;3;1;557;1;46;5;5;4;3;8;2;0;5;3;1;8;4;2;0;0;3;0;3;5;5;0;2;1;1;2;2;4;1;1;1;3;0;1;2;0;0;2;2;3;1;0;1;1;0;0;5;1;327;138;8;12;9;12;4;5;4;10;6;2;3;7;2;0;14;2;0;2;2;0;3;3;0;1;1;8;0;0;3;1;0;0;0;0;3;2;1;1;1;0;2;1;1;14;0;1;1;0;0;0;1;2;1;0;2;21;0;5;1;1;374;102;38;15;16;4;2;28;11;9;4;1;3;62;5;2;1;5;1;1;0;0;2;0;1;1;1;6;8;0;11;2;0;8;0;1;0;2;5;0;8;270;84;17;25;8;16;0;2;6;17;10;2;8;10;14;0;0;5;3;3;9;3;5;0;5;2;4;1;7;0;2;1;186;44;24;28;4;2;3;2;8;5;2;0;2;6;0;0;0;0;3;4;1;1;0;3;2;2;0;0;0;2;1;0;2;0;0;0;35;0;83;20;5;4;13;6;5;3;0;0;1;0;2;1;1;0;2;0;0;2;0;0;0;0;2;0;0;0;4;0;1;0;0;1;1;1;1;0;0;0;0;0;2;1;0;0;0;0;2;0;1;16;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;43;2;2;1;0;0;1;0;0;5;0;0;0;0;0;0;17;0;1;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;1;0;0;0;2;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;16;4;0;1;2;0;0;0;2;2;2;2;0;1;0;2;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;4;0;0;0;1;0;0;0;0;0;30;4;4;1;1;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;3;0;1;0;0;0;0;0;0;6;1;0;1;0;0;0;0;29;13;0;2;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;18;4;1;1;0;2;1;0;0;1;0;2;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;21;3;2;0;4;0;2;1;1;0;0;0;1;1;0;1;0;0;0;0;3;0;0;1;0;0;
09175111;Anzing;1;091751110001;STIMMBEZIRK;Gruppenraum 1 EG E.14;0001;;;N;1033;518;515;0;355;355;0;0;0;6;349;140;58;46;51;17;10;3;1;3;5;4;3;4;4;15;340;137;32;4;3;2;1;1;2;3;4;1;0;54;1;9;2;1;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;1;0;2;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;59;27;0;2;1;3;2;1;2;3;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;4;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;43;6;4;3;1;0;0;3;2;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;1;0;1;0;1;0;0;2;52;23;2;5;3;1;0;1;1;3;1;0;3;2;2;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;14;3;2;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;8;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
09175111;Anzing;1;091751110002;STIMMBEZIRK;Gruppenraum 2 EG E.20;0002;;;N;1017;508;509;0;325;325;0;0;0;6;319;117;45;46;42;31;9;1;9;6;0;2;1;4;6;6;319;116;32;4;2;2;0;2;2;5;0;1;0;49;0;5;0;1;0;0;2;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;41;17;0;2;3;2;1;0;0;1;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;52;21;7;1;1;1;0;6;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;2;0;2;41;16;3;5;1;1;0;0;1;1;2;0;2;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;3;0;0;0;30;10;3;4;0;1;1;0;0;1;0;0;1;3;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;11;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
09175111;Anzing;1;091751110003;STIMMBEZIRK;Mensa;0003;;;N;1041;506;535;0;335;335;0;0;0;8;327;123;42;35;51;26;16;5;4;10;2;4;2;4;3;7;328;122;26;7;2;1;1;0;0;3;1;0;0;57;0;3;0;1;1;2;0;1;0;0;0;1;0;2;0;0;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;49;21;4;5;2;1;0;0;0;1;1;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;36;10;3;2;4;1;0;1;2;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2;50;14;2;5;2;2;0;0;3;4;0;2;2;2;1;0;0;1;0;2;2;0;1;0;3;0;0;0;2;0;0;0;22;7;3;3;1;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;16;3;0;1;4;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
09175111;Anzing;1;091751110011;BRIEFWAHLBEZIRK;Gruppenraum 3 OG O.14;0011;;;N;0;0;0;0;497;0;497;0;0;2;495;217;47;87;47;34;18;5;2;12;7;5;6;3;5;7;490;203;16;3;3;3;0;0;4;13;2;1;0;124;0;12;1;0;1;0;1;1;0;0;0;0;2;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;1;46;17;0;0;1;1;1;0;1;3;2;0;0;2;0;0;4;0;0;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;3;0;1;1;0;97;21;8;4;2;1;1;9;3;4;1;0;0;25;1;1;0;2;0;1;0;0;2;0;1;1;0;3;1;0;2;0;0;1;0;0;0;0;0;0;2;43;12;5;2;0;2;0;0;0;4;1;0;0;0;5;0;0;2;0;0;3;2;0;0;1;1;1;0;0;0;1;1;34;9;5;4;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;25;5;4;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;2;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;6;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
