datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C04;C03;C01;C02
16.05.2021;Windkraft im Ebersberger Forst;09175000;;Landkreis Ebersberg;89;53;0;95969;0;95969;31404;31404;31326;78;16625;14701
