stimmbezirk,stimmbezirkNr,partei,listenNr,stimmen,erreichterPlatz
Gesamt,NA,CSU,1,9994,1
Gesamt,NA,CSU,2,5724,5
Gesamt,NA,CSU,3,5711,6
Gesamt,NA,CSU,4,6875,2
Gesamt,NA,CSU,5,5677,7
Gesamt,NA,CSU,6,5446,9
Gesamt,NA,CSU,7,5585,8
Gesamt,NA,CSU,8,4315,17
Gesamt,NA,CSU,9,4797,14
Gesamt,NA,CSU,10,6402,3
Gesamt,NA,CSU,11,3861,19
Gesamt,NA,CSU,12,5766,4
Gesamt,NA,CSU,13,4973,11
Gesamt,NA,CSU,14,4401,16
Gesamt,NA,CSU,15,4953,12
Gesamt,NA,CSU,16,3815,21
Gesamt,NA,CSU,17,3852,20
Gesamt,NA,CSU,18,4749,15
Gesamt,NA,CSU,19,4816,13
Gesamt,NA,CSU,20,3114,27
Gesamt,NA,CSU,21,3082,28
Gesamt,NA,CSU,22,3438,22
Gesamt,NA,CSU,23,3145,26
Gesamt,NA,CSU,24,3347,24
Gesamt,NA,CSU,25,3415,23
Gesamt,NA,CSU,26,3335,25
Gesamt,NA,CSU,27,3958,18
Gesamt,NA,CSU,28,5282,10
Gesamt,NA,CSU,29,2931,29
Gesamt,NA,CSU,30,2297,30
Gesamt,NA,Grüne,1,5771,1
Gesamt,NA,Grüne,2,4294,4
Gesamt,NA,Grüne,3,4693,3
Gesamt,NA,Grüne,4,4022,5
Gesamt,NA,Grüne,5,3420,8
Gesamt,NA,Grüne,6,5093,2
Gesamt,NA,Grüne,7,2555,12
Gesamt,NA,Grüne,8,2897,9
Gesamt,NA,Grüne,9,3685,6
Gesamt,NA,Grüne,10,3682,7
Gesamt,NA,Grüne,11,2386,14
Gesamt,NA,Grüne,12,2325,15
Gesamt,NA,Grüne,13,2835,10
Gesamt,NA,Grüne,14,2148,18
Gesamt,NA,Grüne,15,2723,11
Gesamt,NA,Grüne,16,1879,27
Gesamt,NA,Grüne,17,2303,16
Gesamt,NA,Grüne,18,1904,26
Gesamt,NA,Grüne,19,2040,21
Gesamt,NA,Grüne,20,2191,17
Gesamt,NA,Grüne,21,2102,19
Gesamt,NA,Grüne,22,2102,20
Gesamt,NA,Grüne,23,1951,23
Gesamt,NA,Grüne,24,1951,24
Gesamt,NA,Grüne,25,1973,22
Gesamt,NA,Grüne,26,1788,29
Gesamt,NA,Grüne,27,1920,25
Gesamt,NA,Grüne,28,1627,30
Gesamt,NA,Grüne,29,2398,13
Gesamt,NA,Grüne,30,1796,28
Gesamt,NA,FW,1,4377,1
Gesamt,NA,FW,2,3290,2
Gesamt,NA,FW,3,1855,3
Gesamt,NA,FW,4,1247,10
Gesamt,NA,FW,5,1718,6
Gesamt,NA,FW,6,1849,4
Gesamt,NA,FW,7,1838,5
Gesamt,NA,FW,8,986,14
Gesamt,NA,FW,9,1022,13
Gesamt,NA,FW,10,960,16
Gesamt,NA,FW,11,1203,11
Gesamt,NA,FW,12,967,15
Gesamt,NA,FW,13,889,21
Gesamt,NA,FW,14,938,18
Gesamt,NA,FW,15,810,23
Gesamt,NA,FW,16,938,19
Gesamt,NA,FW,17,925,20
Gesamt,NA,FW,18,711,25
Gesamt,NA,FW,19,1473,8
Gesamt,NA,FW,20,1072,12
Gesamt,NA,FW,21,733,24
Gesamt,NA,FW,22,1574,7
Gesamt,NA,FW,23,670,27
Gesamt,NA,FW,24,939,17
Gesamt,NA,FW,25,1289,9
Gesamt,NA,FW,26,647,28
Gesamt,NA,FW,27,678,26
Gesamt,NA,FW,28,545,30
Gesamt,NA,FW,29,561,29
Gesamt,NA,FW,30,887,22
Gesamt,NA,AfD,1,755,1
Gesamt,NA,AfD,2,716,3
Gesamt,NA,AfD,3,722,2
Gesamt,NA,AfD,4,0,23
Gesamt,NA,AfD,5,608,4
Gesamt,NA,AfD,6,506,6
Gesamt,NA,AfD,7,556,5
Gesamt,NA,AfD,8,338,7
Gesamt,NA,AfD,9,257,11
Gesamt,NA,AfD,10,298,9
Gesamt,NA,AfD,11,221,16
Gesamt,NA,AfD,12,222,15
Gesamt,NA,AfD,13,204,17
Gesamt,NA,AfD,14,304,8
Gesamt,NA,AfD,15,227,14
Gesamt,NA,AfD,16,235,13
Gesamt,NA,AfD,17,200,18
Gesamt,NA,AfD,18,195,20
Gesamt,NA,AfD,19,197,19
Gesamt,NA,AfD,20,189,22
Gesamt,NA,AfD,21,292,10
Gesamt,NA,AfD,22,195,21
Gesamt,NA,AfD,23,255,12
Gesamt,NA,SPD,1,7353,1
Gesamt,NA,SPD,2,3312,4
Gesamt,NA,SPD,3,3764,3
Gesamt,NA,SPD,4,2059,7
Gesamt,NA,SPD,5,1716,9
Gesamt,NA,SPD,6,4135,2
Gesamt,NA,SPD,7,2098,6
Gesamt,NA,SPD,8,1628,10
Gesamt,NA,SPD,9,2132,5
Gesamt,NA,SPD,10,1798,8
Gesamt,NA,SPD,11,1108,19
Gesamt,NA,SPD,12,1041,21
Gesamt,NA,SPD,13,1462,12
Gesamt,NA,SPD,14,1124,18
Gesamt,NA,SPD,15,1365,13
Gesamt,NA,SPD,16,1246,15
Gesamt,NA,SPD,17,942,24
Gesamt,NA,SPD,18,1579,11
Gesamt,NA,SPD,19,973,23
Gesamt,NA,SPD,20,1146,17
Gesamt,NA,SPD,21,1166,16
Gesamt,NA,SPD,22,921,26
Gesamt,NA,SPD,23,905,28
Gesamt,NA,SPD,24,877,29
Gesamt,NA,SPD,25,908,27
Gesamt,NA,SPD,26,924,25
Gesamt,NA,SPD,27,1319,14
Gesamt,NA,SPD,28,1052,20
Gesamt,NA,SPD,29,664,30
Gesamt,NA,SPD,30,978,22
Gesamt,NA,FDP,1,3162,1
Gesamt,NA,FDP,2,1053,5
Gesamt,NA,FDP,3,958,6
Gesamt,NA,FDP,4,2095,2
Gesamt,NA,FDP,5,1118,3
Gesamt,NA,FDP,6,1110,4
Gesamt,NA,FDP,7,565,10
Gesamt,NA,FDP,8,698,7
Gesamt,NA,FDP,9,640,8
Gesamt,NA,FDP,10,477,16
Gesamt,NA,FDP,11,494,14
Gesamt,NA,FDP,12,488,15
Gesamt,NA,FDP,13,451,19
Gesamt,NA,FDP,14,556,12
Gesamt,NA,FDP,15,378,27
Gesamt,NA,FDP,16,467,18
Gesamt,NA,FDP,17,418,21
Gesamt,NA,FDP,18,385,24
Gesamt,NA,FDP,19,583,9
Gesamt,NA,FDP,20,376,28
Gesamt,NA,FDP,21,413,22
Gesamt,NA,FDP,22,565,11
Gesamt,NA,FDP,23,420,20
Gesamt,NA,FDP,24,381,26
Gesamt,NA,FDP,25,385,25
Gesamt,NA,FDP,26,347,29
Gesamt,NA,FDP,27,473,17
Gesamt,NA,FDP,28,398,23
Gesamt,NA,FDP,29,294,30
Gesamt,NA,FDP,30,520,13
Stimmbezirk 01,1,CSU,1,312,1
Stimmbezirk 01,1,CSU,2,149,11
Stimmbezirk 01,1,CSU,3,132,14
Stimmbezirk 01,1,CSU,4,154,8
Stimmbezirk 01,1,CSU,5,227,3
Stimmbezirk 01,1,CSU,6,151,10
Stimmbezirk 01,1,CSU,7,132,15
Stimmbezirk 01,1,CSU,8,108,18
Stimmbezirk 01,1,CSU,9,125,16
Stimmbezirk 01,1,CSU,10,210,4
Stimmbezirk 01,1,CSU,11,107,19
Stimmbezirk 01,1,CSU,12,134,13
Stimmbezirk 01,1,CSU,13,244,2
Stimmbezirk 01,1,CSU,14,117,17
Stimmbezirk 01,1,CSU,15,152,9
Stimmbezirk 01,1,CSU,16,103,21
Stimmbezirk 01,1,CSU,17,106,20
Stimmbezirk 01,1,CSU,18,100,23
Stimmbezirk 01,1,CSU,19,101,22
Stimmbezirk 01,1,CSU,20,86,26
Stimmbezirk 01,1,CSU,21,85,27
Stimmbezirk 01,1,CSU,22,91,25
Stimmbezirk 01,1,CSU,23,135,12
Stimmbezirk 01,1,CSU,24,77,29
Stimmbezirk 01,1,CSU,25,84,28
Stimmbezirk 01,1,CSU,26,92,24
Stimmbezirk 01,1,CSU,27,163,7
Stimmbezirk 01,1,CSU,28,205,5
Stimmbezirk 01,1,CSU,29,171,6
Stimmbezirk 01,1,CSU,30,67,30
Stimmbezirk 01,1,Grüne,1,66,3
Stimmbezirk 01,1,Grüne,2,122,1
Stimmbezirk 01,1,Grüne,3,49,6
Stimmbezirk 01,1,Grüne,4,32,16
Stimmbezirk 01,1,Grüne,5,66,4
Stimmbezirk 01,1,Grüne,6,47,7
Stimmbezirk 01,1,Grüne,7,27,24
Stimmbezirk 01,1,Grüne,8,36,11
Stimmbezirk 01,1,Grüne,9,56,5
Stimmbezirk 01,1,Grüne,10,40,8
Stimmbezirk 01,1,Grüne,11,39,9
Stimmbezirk 01,1,Grüne,12,33,14
Stimmbezirk 01,1,Grüne,13,39,10
Stimmbezirk 01,1,Grüne,14,28,23
Stimmbezirk 01,1,Grüne,15,36,12
Stimmbezirk 01,1,Grüne,16,30,18
Stimmbezirk 01,1,Grüne,17,34,13
Stimmbezirk 01,1,Grüne,18,27,25
Stimmbezirk 01,1,Grüne,19,30,19
Stimmbezirk 01,1,Grüne,20,29,21
Stimmbezirk 01,1,Grüne,21,30,20
Stimmbezirk 01,1,Grüne,22,33,15
Stimmbezirk 01,1,Grüne,23,67,2
Stimmbezirk 01,1,Grüne,24,25,26
Stimmbezirk 01,1,Grüne,25,21,30
Stimmbezirk 01,1,Grüne,26,22,29
Stimmbezirk 01,1,Grüne,27,25,27
Stimmbezirk 01,1,Grüne,28,25,28
Stimmbezirk 01,1,Grüne,29,29,22
Stimmbezirk 01,1,Grüne,30,32,17
Stimmbezirk 01,1,FW,1,31,1
Stimmbezirk 01,1,FW,2,19,2
Stimmbezirk 01,1,FW,3,14,3
Stimmbezirk 01,1,FW,4,9,14
Stimmbezirk 01,1,FW,5,13,6
Stimmbezirk 01,1,FW,6,13,7
Stimmbezirk 01,1,FW,7,6,22
Stimmbezirk 01,1,FW,8,11,11
Stimmbezirk 01,1,FW,9,9,15
Stimmbezirk 01,1,FW,10,5,25
Stimmbezirk 01,1,FW,11,9,16
Stimmbezirk 01,1,FW,12,5,26
Stimmbezirk 01,1,FW,13,5,27
Stimmbezirk 01,1,FW,14,12,8
Stimmbezirk 01,1,FW,15,12,9
Stimmbezirk 01,1,FW,16,5,28
Stimmbezirk 01,1,FW,17,7,21
Stimmbezirk 01,1,FW,18,5,29
Stimmbezirk 01,1,FW,19,14,4
Stimmbezirk 01,1,FW,20,14,5
Stimmbezirk 01,1,FW,21,12,10
Stimmbezirk 01,1,FW,22,8,18
Stimmbezirk 01,1,FW,23,6,23
Stimmbezirk 01,1,FW,24,11,12
Stimmbezirk 01,1,FW,25,8,19
Stimmbezirk 01,1,FW,26,9,17
Stimmbezirk 01,1,FW,27,8,20
Stimmbezirk 01,1,FW,28,6,24
Stimmbezirk 01,1,FW,29,5,30
Stimmbezirk 01,1,FW,30,10,13
Stimmbezirk 01,1,AfD,1,19,1
Stimmbezirk 01,1,AfD,2,14,4
Stimmbezirk 01,1,AfD,3,16,2
Stimmbezirk 01,1,AfD,4,0,23
Stimmbezirk 01,1,AfD,5,14,5
Stimmbezirk 01,1,AfD,6,14,6
Stimmbezirk 01,1,AfD,7,15,3
Stimmbezirk 01,1,AfD,8,7,10
Stimmbezirk 01,1,AfD,9,8,7
Stimmbezirk 01,1,AfD,10,7,11
Stimmbezirk 01,1,AfD,11,7,12
Stimmbezirk 01,1,AfD,12,8,8
Stimmbezirk 01,1,AfD,13,7,13
Stimmbezirk 01,1,AfD,14,8,9
Stimmbezirk 01,1,AfD,15,7,14
Stimmbezirk 01,1,AfD,16,7,15
Stimmbezirk 01,1,AfD,17,7,16
Stimmbezirk 01,1,AfD,18,7,17
Stimmbezirk 01,1,AfD,19,7,18
Stimmbezirk 01,1,AfD,20,7,19
Stimmbezirk 01,1,AfD,21,7,20
Stimmbezirk 01,1,AfD,22,7,21
Stimmbezirk 01,1,AfD,23,6,22
Stimmbezirk 01,1,SPD,1,99,1
Stimmbezirk 01,1,SPD,2,94,2
Stimmbezirk 01,1,SPD,3,52,5
Stimmbezirk 01,1,SPD,4,28,13
Stimmbezirk 01,1,SPD,5,32,9
Stimmbezirk 01,1,SPD,6,59,4
Stimmbezirk 01,1,SPD,7,74,3
Stimmbezirk 01,1,SPD,8,28,14
Stimmbezirk 01,1,SPD,9,39,6
Stimmbezirk 01,1,SPD,10,34,7
Stimmbezirk 01,1,SPD,11,22,24
Stimmbezirk 01,1,SPD,12,25,22
Stimmbezirk 01,1,SPD,13,26,19
Stimmbezirk 01,1,SPD,14,28,15
Stimmbezirk 01,1,SPD,15,34,8
Stimmbezirk 01,1,SPD,16,27,17
Stimmbezirk 01,1,SPD,17,27,18
Stimmbezirk 01,1,SPD,18,26,20
Stimmbezirk 01,1,SPD,19,30,12
Stimmbezirk 01,1,SPD,20,25,23
Stimmbezirk 01,1,SPD,21,32,10
Stimmbezirk 01,1,SPD,22,28,16
Stimmbezirk 01,1,SPD,23,32,11
Stimmbezirk 01,1,SPD,24,22,25
Stimmbezirk 01,1,SPD,25,26,21
Stimmbezirk 01,1,SPD,26,16,28
Stimmbezirk 01,1,SPD,27,20,27
Stimmbezirk 01,1,SPD,28,21,26
Stimmbezirk 01,1,SPD,29,12,30
Stimmbezirk 01,1,SPD,30,15,29
Stimmbezirk 01,1,FDP,1,23,1
Stimmbezirk 01,1,FDP,2,10,3
Stimmbezirk 01,1,FDP,3,10,4
Stimmbezirk 01,1,FDP,4,11,2
Stimmbezirk 01,1,FDP,5,4,21
Stimmbezirk 01,1,FDP,6,7,11
Stimmbezirk 01,1,FDP,7,8,8
Stimmbezirk 01,1,FDP,8,7,12
Stimmbezirk 01,1,FDP,9,6,17
Stimmbezirk 01,1,FDP,10,4,22
Stimmbezirk 01,1,FDP,11,4,23
Stimmbezirk 01,1,FDP,12,5,18
Stimmbezirk 01,1,FDP,13,10,5
Stimmbezirk 01,1,FDP,14,10,6
Stimmbezirk 01,1,FDP,15,4,24
Stimmbezirk 01,1,FDP,16,7,13
Stimmbezirk 01,1,FDP,17,4,25
Stimmbezirk 01,1,FDP,18,4,26
Stimmbezirk 01,1,FDP,19,5,19
Stimmbezirk 01,1,FDP,20,4,27
Stimmbezirk 01,1,FDP,21,8,9
Stimmbezirk 01,1,FDP,22,10,7
Stimmbezirk 01,1,FDP,23,7,14
Stimmbezirk 01,1,FDP,24,4,28
Stimmbezirk 01,1,FDP,25,8,10
Stimmbezirk 01,1,FDP,26,4,29
Stimmbezirk 01,1,FDP,27,7,15
Stimmbezirk 01,1,FDP,28,7,16
Stimmbezirk 01,1,FDP,29,4,30
Stimmbezirk 01,1,FDP,30,5,20
Stimmbezirk 02,2,CSU,1,272,1
Stimmbezirk 02,2,CSU,2,120,12
Stimmbezirk 02,2,CSU,3,92,20
Stimmbezirk 02,2,CSU,4,114,13
Stimmbezirk 02,2,CSU,5,185,3
Stimmbezirk 02,2,CSU,6,143,9
Stimmbezirk 02,2,CSU,7,125,11
Stimmbezirk 02,2,CSU,8,78,22
Stimmbezirk 02,2,CSU,9,96,18
Stimmbezirk 02,2,CSU,10,147,7
Stimmbezirk 02,2,CSU,11,89,21
Stimmbezirk 02,2,CSU,12,147,8
Stimmbezirk 02,2,CSU,13,208,2
Stimmbezirk 02,2,CSU,14,104,15
Stimmbezirk 02,2,CSU,15,136,10
Stimmbezirk 02,2,CSU,16,64,25
Stimmbezirk 02,2,CSU,17,72,23
Stimmbezirk 02,2,CSU,18,98,17
Stimmbezirk 02,2,CSU,19,95,19
Stimmbezirk 02,2,CSU,20,63,27
Stimmbezirk 02,2,CSU,21,68,24
Stimmbezirk 02,2,CSU,22,107,14
Stimmbezirk 02,2,CSU,23,176,5
Stimmbezirk 02,2,CSU,24,58,28
Stimmbezirk 02,2,CSU,25,64,26
Stimmbezirk 02,2,CSU,26,51,29
Stimmbezirk 02,2,CSU,27,182,4
Stimmbezirk 02,2,CSU,28,169,6
Stimmbezirk 02,2,CSU,29,104,16
Stimmbezirk 02,2,CSU,30,44,30
Stimmbezirk 02,2,Grüne,1,57,2
Stimmbezirk 02,2,Grüne,2,79,1
Stimmbezirk 02,2,Grüne,3,45,5
Stimmbezirk 02,2,Grüne,4,41,7
Stimmbezirk 02,2,Grüne,5,49,4
Stimmbezirk 02,2,Grüne,6,55,3
Stimmbezirk 02,2,Grüne,7,32,11
Stimmbezirk 02,2,Grüne,8,32,12
Stimmbezirk 02,2,Grüne,9,44,6
Stimmbezirk 02,2,Grüne,10,40,8
Stimmbezirk 02,2,Grüne,11,31,14
Stimmbezirk 02,2,Grüne,12,28,16
Stimmbezirk 02,2,Grüne,13,37,10
Stimmbezirk 02,2,Grüne,14,24,19
Stimmbezirk 02,2,Grüne,15,32,13
Stimmbezirk 02,2,Grüne,16,22,24
Stimmbezirk 02,2,Grüne,17,28,17
Stimmbezirk 02,2,Grüne,18,24,20
Stimmbezirk 02,2,Grüne,19,24,21
Stimmbezirk 02,2,Grüne,20,29,15
Stimmbezirk 02,2,Grüne,21,22,25
Stimmbezirk 02,2,Grüne,22,23,23
Stimmbezirk 02,2,Grüne,23,40,9
Stimmbezirk 02,2,Grüne,24,27,18
Stimmbezirk 02,2,Grüne,25,18,26
Stimmbezirk 02,2,Grüne,26,17,27
Stimmbezirk 02,2,Grüne,27,17,28
Stimmbezirk 02,2,Grüne,28,16,29
Stimmbezirk 02,2,Grüne,29,24,22
Stimmbezirk 02,2,Grüne,30,16,30
Stimmbezirk 02,2,FW,1,26,1
Stimmbezirk 02,2,FW,2,21,2
Stimmbezirk 02,2,FW,3,14,5
Stimmbezirk 02,2,FW,4,8,10
Stimmbezirk 02,2,FW,5,6,16
Stimmbezirk 02,2,FW,6,15,3
Stimmbezirk 02,2,FW,7,11,8
Stimmbezirk 02,2,FW,8,5,21
Stimmbezirk 02,2,FW,9,6,17
Stimmbezirk 02,2,FW,10,6,18
Stimmbezirk 02,2,FW,11,6,19
Stimmbezirk 02,2,FW,12,6,20
Stimmbezirk 02,2,FW,13,4,26
Stimmbezirk 02,2,FW,14,14,6
Stimmbezirk 02,2,FW,15,5,22
Stimmbezirk 02,2,FW,16,5,23
Stimmbezirk 02,2,FW,17,4,27
Stimmbezirk 02,2,FW,18,8,11
Stimmbezirk 02,2,FW,19,15,4
Stimmbezirk 02,2,FW,20,14,7
Stimmbezirk 02,2,FW,21,5,24
Stimmbezirk 02,2,FW,22,7,12
Stimmbezirk 02,2,FW,23,4,28
Stimmbezirk 02,2,FW,24,9,9
Stimmbezirk 02,2,FW,25,5,25
Stimmbezirk 02,2,FW,26,7,13
Stimmbezirk 02,2,FW,27,7,14
Stimmbezirk 02,2,FW,28,4,29
Stimmbezirk 02,2,FW,29,4,30
Stimmbezirk 02,2,FW,30,7,15
Stimmbezirk 02,2,AfD,1,4,1
Stimmbezirk 02,2,AfD,2,4,2
Stimmbezirk 02,2,AfD,3,4,3
Stimmbezirk 02,2,AfD,4,0,23
Stimmbezirk 02,2,AfD,5,4,4
Stimmbezirk 02,2,AfD,6,4,5
Stimmbezirk 02,2,AfD,7,4,6
Stimmbezirk 02,2,AfD,8,2,8
Stimmbezirk 02,2,AfD,9,2,9
Stimmbezirk 02,2,AfD,10,2,10
Stimmbezirk 02,2,AfD,11,3,7
Stimmbezirk 02,2,AfD,12,2,11
Stimmbezirk 02,2,AfD,13,2,12
Stimmbezirk 02,2,AfD,14,2,13
Stimmbezirk 02,2,AfD,15,2,14
Stimmbezirk 02,2,AfD,16,2,15
Stimmbezirk 02,2,AfD,17,2,16
Stimmbezirk 02,2,AfD,18,2,17
Stimmbezirk 02,2,AfD,19,2,18
Stimmbezirk 02,2,AfD,20,2,19
Stimmbezirk 02,2,AfD,21,2,20
Stimmbezirk 02,2,AfD,22,2,21
Stimmbezirk 02,2,AfD,23,2,22
Stimmbezirk 02,2,SPD,1,70,1
Stimmbezirk 02,2,SPD,2,67,2
Stimmbezirk 02,2,SPD,3,40,5
Stimmbezirk 02,2,SPD,4,27,7
Stimmbezirk 02,2,SPD,5,23,11
Stimmbezirk 02,2,SPD,6,41,4
Stimmbezirk 02,2,SPD,7,60,3
Stimmbezirk 02,2,SPD,8,22,12
Stimmbezirk 02,2,SPD,9,28,6
Stimmbezirk 02,2,SPD,10,25,8
Stimmbezirk 02,2,SPD,11,19,17
Stimmbezirk 02,2,SPD,12,17,19
Stimmbezirk 02,2,SPD,13,20,15
Stimmbezirk 02,2,SPD,14,19,18
Stimmbezirk 02,2,SPD,15,24,9
Stimmbezirk 02,2,SPD,16,21,14
Stimmbezirk 02,2,SPD,17,16,25
Stimmbezirk 02,2,SPD,18,22,13
Stimmbezirk 02,2,SPD,19,17,20
Stimmbezirk 02,2,SPD,20,24,10
Stimmbezirk 02,2,SPD,21,17,21
Stimmbezirk 02,2,SPD,22,17,22
Stimmbezirk 02,2,SPD,23,17,23
Stimmbezirk 02,2,SPD,24,20,16
Stimmbezirk 02,2,SPD,25,17,24
Stimmbezirk 02,2,SPD,26,15,26
Stimmbezirk 02,2,SPD,27,14,27
Stimmbezirk 02,2,SPD,28,13,30
Stimmbezirk 02,2,SPD,29,14,28
Stimmbezirk 02,2,SPD,30,14,29
Stimmbezirk 02,2,FDP,1,26,1
Stimmbezirk 02,2,FDP,2,15,3
Stimmbezirk 02,2,FDP,3,17,2
Stimmbezirk 02,2,FDP,4,12,5
Stimmbezirk 02,2,FDP,5,14,4
Stimmbezirk 02,2,FDP,6,8,14
Stimmbezirk 02,2,FDP,7,9,7
Stimmbezirk 02,2,FDP,8,9,8
Stimmbezirk 02,2,FDP,9,9,9
Stimmbezirk 02,2,FDP,10,9,10
Stimmbezirk 02,2,FDP,11,9,11
Stimmbezirk 02,2,FDP,12,6,17
Stimmbezirk 02,2,FDP,13,9,12
Stimmbezirk 02,2,FDP,14,12,6
Stimmbezirk 02,2,FDP,15,9,13
Stimmbezirk 02,2,FDP,16,8,15
Stimmbezirk 02,2,FDP,17,5,22
Stimmbezirk 02,2,FDP,18,5,23
Stimmbezirk 02,2,FDP,19,4,24
Stimmbezirk 02,2,FDP,20,4,25
Stimmbezirk 02,2,FDP,21,6,18
Stimmbezirk 02,2,FDP,22,3,27
Stimmbezirk 02,2,FDP,23,6,19
Stimmbezirk 02,2,FDP,24,7,16
Stimmbezirk 02,2,FDP,25,4,26
Stimmbezirk 02,2,FDP,26,6,20
Stimmbezirk 02,2,FDP,27,3,28
Stimmbezirk 02,2,FDP,28,6,21
Stimmbezirk 02,2,FDP,29,3,29
Stimmbezirk 02,2,FDP,30,3,30
Stimmbezirk 03,3,CSU,1,323,3
Stimmbezirk 03,3,CSU,2,136,9
Stimmbezirk 03,3,CSU,3,97,18
Stimmbezirk 03,3,CSU,4,126,11
Stimmbezirk 03,3,CSU,5,391,1
Stimmbezirk 03,3,CSU,6,143,7
Stimmbezirk 03,3,CSU,7,125,12
Stimmbezirk 03,3,CSU,8,97,19
Stimmbezirk 03,3,CSU,9,111,14
Stimmbezirk 03,3,CSU,10,298,4
Stimmbezirk 03,3,CSU,11,108,16
Stimmbezirk 03,3,CSU,12,120,13
Stimmbezirk 03,3,CSU,13,193,5
Stimmbezirk 03,3,CSU,14,109,15
Stimmbezirk 03,3,CSU,15,130,10
Stimmbezirk 03,3,CSU,16,83,21
Stimmbezirk 03,3,CSU,17,102,17
Stimmbezirk 03,3,CSU,18,78,23
Stimmbezirk 03,3,CSU,19,82,22
Stimmbezirk 03,3,CSU,20,69,24
Stimmbezirk 03,3,CSU,21,57,29
Stimmbezirk 03,3,CSU,22,62,28
Stimmbezirk 03,3,CSU,23,95,20
Stimmbezirk 03,3,CSU,24,65,27
Stimmbezirk 03,3,CSU,25,68,25
Stimmbezirk 03,3,CSU,26,66,26
Stimmbezirk 03,3,CSU,27,155,6
Stimmbezirk 03,3,CSU,28,370,2
Stimmbezirk 03,3,CSU,29,139,8
Stimmbezirk 03,3,CSU,30,36,30
Stimmbezirk 03,3,Grüne,1,82,3
Stimmbezirk 03,3,Grüne,2,122,1
Stimmbezirk 03,3,Grüne,3,73,6
Stimmbezirk 03,3,Grüne,4,57,10
Stimmbezirk 03,3,Grüne,5,88,2
Stimmbezirk 03,3,Grüne,6,67,7
Stimmbezirk 03,3,Grüne,7,55,11
Stimmbezirk 03,3,Grüne,8,49,16
Stimmbezirk 03,3,Grüne,9,75,4
Stimmbezirk 03,3,Grüne,10,74,5
Stimmbezirk 03,3,Grüne,11,53,13
Stimmbezirk 03,3,Grüne,12,44,19
Stimmbezirk 03,3,Grüne,13,66,9
Stimmbezirk 03,3,Grüne,14,41,23
Stimmbezirk 03,3,Grüne,15,54,12
Stimmbezirk 03,3,Grüne,16,45,17
Stimmbezirk 03,3,Grüne,17,51,15
Stimmbezirk 03,3,Grüne,18,42,22
Stimmbezirk 03,3,Grüne,19,44,20
Stimmbezirk 03,3,Grüne,20,45,18
Stimmbezirk 03,3,Grüne,21,38,29
Stimmbezirk 03,3,Grüne,22,39,27
Stimmbezirk 03,3,Grüne,23,67,8
Stimmbezirk 03,3,Grüne,24,40,24
Stimmbezirk 03,3,Grüne,25,38,30
Stimmbezirk 03,3,Grüne,26,40,25
Stimmbezirk 03,3,Grüne,27,40,26
Stimmbezirk 03,3,Grüne,28,39,28
Stimmbezirk 03,3,Grüne,29,52,14
Stimmbezirk 03,3,Grüne,30,43,21
Stimmbezirk 03,3,FW,1,73,1
Stimmbezirk 03,3,FW,2,36,2
Stimmbezirk 03,3,FW,3,25,6
Stimmbezirk 03,3,FW,4,25,7
Stimmbezirk 03,3,FW,5,21,10
Stimmbezirk 03,3,FW,6,27,5
Stimmbezirk 03,3,FW,7,29,4
Stimmbezirk 03,3,FW,8,17,18
Stimmbezirk 03,3,FW,9,19,11
Stimmbezirk 03,3,FW,10,16,19
Stimmbezirk 03,3,FW,11,18,13
Stimmbezirk 03,3,FW,12,16,20
Stimmbezirk 03,3,FW,13,14,22
Stimmbezirk 03,3,FW,14,18,14
Stimmbezirk 03,3,FW,15,25,8
Stimmbezirk 03,3,FW,16,18,15
Stimmbezirk 03,3,FW,17,15,21
Stimmbezirk 03,3,FW,18,11,26
Stimmbezirk 03,3,FW,19,18,16
Stimmbezirk 03,3,FW,20,19,12
Stimmbezirk 03,3,FW,21,10,29
Stimmbezirk 03,3,FW,22,14,23
Stimmbezirk 03,3,FW,23,10,30
Stimmbezirk 03,3,FW,24,18,17
Stimmbezirk 03,3,FW,25,30,3
Stimmbezirk 03,3,FW,26,11,27
Stimmbezirk 03,3,FW,27,13,24
Stimmbezirk 03,3,FW,28,13,25
Stimmbezirk 03,3,FW,29,11,28
Stimmbezirk 03,3,FW,30,23,9
Stimmbezirk 03,3,AfD,1,23,1
Stimmbezirk 03,3,AfD,2,17,3
Stimmbezirk 03,3,AfD,3,14,4
Stimmbezirk 03,3,AfD,4,0,23
Stimmbezirk 03,3,AfD,5,11,6
Stimmbezirk 03,3,AfD,6,13,5
Stimmbezirk 03,3,AfD,7,19,2
Stimmbezirk 03,3,AfD,8,6,17
Stimmbezirk 03,3,AfD,9,6,18
Stimmbezirk 03,3,AfD,10,6,19
Stimmbezirk 03,3,AfD,11,7,10
Stimmbezirk 03,3,AfD,12,7,11
Stimmbezirk 03,3,AfD,13,7,12
Stimmbezirk 03,3,AfD,14,9,8
Stimmbezirk 03,3,AfD,15,6,20
Stimmbezirk 03,3,AfD,16,6,21
Stimmbezirk 03,3,AfD,17,7,13
Stimmbezirk 03,3,AfD,18,7,14
Stimmbezirk 03,3,AfD,19,7,15
Stimmbezirk 03,3,AfD,20,6,22
Stimmbezirk 03,3,AfD,21,9,9
Stimmbezirk 03,3,AfD,22,7,16
Stimmbezirk 03,3,AfD,23,10,7
