stimmbezirk,stimmbezirkNr,partei,listenNr,stimmen,erreichterPlatz
Stimmbezirk 09,9,AfD,10,7,8
Stimmbezirk 09,9,AfD,11,5,12
Stimmbezirk 09,9,AfD,12,5,13
Stimmbezirk 09,9,AfD,13,5,14
Stimmbezirk 09,9,AfD,14,7,9
Stimmbezirk 09,9,AfD,15,4,17
Stimmbezirk 09,9,AfD,16,4,18
Stimmbezirk 09,9,AfD,17,5,15
Stimmbezirk 09,9,AfD,18,3,19
Stimmbezirk 09,9,AfD,19,3,20
Stimmbezirk 09,9,AfD,20,3,21
Stimmbezirk 09,9,AfD,21,6,11
Stimmbezirk 09,9,AfD,22,3,22
Stimmbezirk 09,9,AfD,23,7,10
Stimmbezirk 09,9,SPD,1,83,1
Stimmbezirk 09,9,SPD,2,30,5
Stimmbezirk 09,9,SPD,3,32,3
Stimmbezirk 09,9,SPD,4,24,7
Stimmbezirk 09,9,SPD,5,18,16
Stimmbezirk 09,9,SPD,6,38,2
Stimmbezirk 09,9,SPD,7,22,9
Stimmbezirk 09,9,SPD,8,14,25
Stimmbezirk 09,9,SPD,9,20,12
Stimmbezirk 09,9,SPD,10,26,6
Stimmbezirk 09,9,SPD,11,14,26
Stimmbezirk 09,9,SPD,12,14,27
Stimmbezirk 09,9,SPD,13,23,8
Stimmbezirk 09,9,SPD,14,17,17
Stimmbezirk 09,9,SPD,15,31,4
Stimmbezirk 09,9,SPD,16,17,18
Stimmbezirk 09,9,SPD,17,15,24
Stimmbezirk 09,9,SPD,18,16,19
Stimmbezirk 09,9,SPD,19,16,20
Stimmbezirk 09,9,SPD,20,21,11
Stimmbezirk 09,9,SPD,21,19,14
Stimmbezirk 09,9,SPD,22,16,21
Stimmbezirk 09,9,SPD,23,16,22
Stimmbezirk 09,9,SPD,24,13,28
Stimmbezirk 09,9,SPD,25,13,29
Stimmbezirk 09,9,SPD,26,19,15
Stimmbezirk 09,9,SPD,27,20,13
Stimmbezirk 09,9,SPD,28,16,23
Stimmbezirk 09,9,SPD,29,12,30
Stimmbezirk 09,9,SPD,30,22,10
Stimmbezirk 09,9,FDP,1,58,1
Stimmbezirk 09,9,FDP,2,11,7
Stimmbezirk 09,9,FDP,3,23,3
Stimmbezirk 09,9,FDP,4,26,2
Stimmbezirk 09,9,FDP,5,8,12
Stimmbezirk 09,9,FDP,6,12,6
Stimmbezirk 09,9,FDP,7,8,13
Stimmbezirk 09,9,FDP,8,20,4
Stimmbezirk 09,9,FDP,9,11,8
Stimmbezirk 09,9,FDP,10,8,14
Stimmbezirk 09,9,FDP,11,8,15
Stimmbezirk 09,9,FDP,12,7,17
Stimmbezirk 09,9,FDP,13,10,9
Stimmbezirk 09,9,FDP,14,7,18
Stimmbezirk 09,9,FDP,15,9,10
Stimmbezirk 09,9,FDP,16,5,20
Stimmbezirk 09,9,FDP,17,5,21
Stimmbezirk 09,9,FDP,18,5,22
Stimmbezirk 09,9,FDP,19,15,5
Stimmbezirk 09,9,FDP,20,8,16
Stimmbezirk 09,9,FDP,21,5,23
Stimmbezirk 09,9,FDP,22,5,24
Stimmbezirk 09,9,FDP,23,5,25
Stimmbezirk 09,9,FDP,24,5,26
Stimmbezirk 09,9,FDP,25,9,11
Stimmbezirk 09,9,FDP,26,5,27
Stimmbezirk 09,9,FDP,27,5,28
Stimmbezirk 09,9,FDP,28,5,29
Stimmbezirk 09,9,FDP,29,5,30
Stimmbezirk 09,9,FDP,30,6,19
Stimmbezirk 10,10,CSU,1,154,1
Stimmbezirk 10,10,CSU,2,113,5
Stimmbezirk 10,10,CSU,3,125,3
Stimmbezirk 10,10,CSU,4,130,2
Stimmbezirk 10,10,CSU,5,93,10
Stimmbezirk 10,10,CSU,6,110,6
Stimmbezirk 10,10,CSU,7,86,12
Stimmbezirk 10,10,CSU,8,108,7
Stimmbezirk 10,10,CSU,9,97,8
Stimmbezirk 10,10,CSU,10,96,9
Stimmbezirk 10,10,CSU,11,114,4
Stimmbezirk 10,10,CSU,12,80,16
Stimmbezirk 10,10,CSU,13,80,17
Stimmbezirk 10,10,CSU,14,84,15
Stimmbezirk 10,10,CSU,15,79,18
Stimmbezirk 10,10,CSU,16,86,13
Stimmbezirk 10,10,CSU,17,71,22
Stimmbezirk 10,10,CSU,18,86,14
Stimmbezirk 10,10,CSU,19,73,20
Stimmbezirk 10,10,CSU,20,88,11
Stimmbezirk 10,10,CSU,21,64,25
Stimmbezirk 10,10,CSU,22,70,23
Stimmbezirk 10,10,CSU,23,59,27
Stimmbezirk 10,10,CSU,24,62,26
Stimmbezirk 10,10,CSU,25,74,19
Stimmbezirk 10,10,CSU,26,73,21
Stimmbezirk 10,10,CSU,27,51,30
Stimmbezirk 10,10,CSU,28,66,24
Stimmbezirk 10,10,CSU,29,53,28
Stimmbezirk 10,10,CSU,30,52,29
Stimmbezirk 10,10,Grüne,1,111,1
Stimmbezirk 10,10,Grüne,2,72,8
Stimmbezirk 10,10,Grüne,3,107,3
Stimmbezirk 10,10,Grüne,4,94,4
Stimmbezirk 10,10,Grüne,5,75,6
Stimmbezirk 10,10,Grüne,6,111,2
Stimmbezirk 10,10,Grüne,7,65,10
Stimmbezirk 10,10,Grüne,8,75,7
Stimmbezirk 10,10,Grüne,9,81,5
Stimmbezirk 10,10,Grüne,10,71,9
Stimmbezirk 10,10,Grüne,11,57,16
Stimmbezirk 10,10,Grüne,12,49,21
Stimmbezirk 10,10,Grüne,13,61,13
Stimmbezirk 10,10,Grüne,14,59,14
Stimmbezirk 10,10,Grüne,15,65,11
Stimmbezirk 10,10,Grüne,16,48,22
Stimmbezirk 10,10,Grüne,17,58,15
Stimmbezirk 10,10,Grüne,18,44,24
Stimmbezirk 10,10,Grüne,19,52,18
Stimmbezirk 10,10,Grüne,20,44,25
Stimmbezirk 10,10,Grüne,21,54,17
Stimmbezirk 10,10,Grüne,22,43,27
Stimmbezirk 10,10,Grüne,23,41,28
Stimmbezirk 10,10,Grüne,24,46,23
Stimmbezirk 10,10,Grüne,25,41,29
Stimmbezirk 10,10,Grüne,26,50,20
Stimmbezirk 10,10,Grüne,27,51,19
Stimmbezirk 10,10,Grüne,28,41,30
Stimmbezirk 10,10,Grüne,29,62,12
Stimmbezirk 10,10,Grüne,30,44,26
Stimmbezirk 10,10,FW,1,69,1
Stimmbezirk 10,10,FW,2,63,2
Stimmbezirk 10,10,FW,3,32,5
Stimmbezirk 10,10,FW,4,22,13
Stimmbezirk 10,10,FW,5,37,3
Stimmbezirk 10,10,FW,6,37,4
Stimmbezirk 10,10,FW,7,27,8
Stimmbezirk 10,10,FW,8,25,9
Stimmbezirk 10,10,FW,9,31,6
Stimmbezirk 10,10,FW,10,23,11
Stimmbezirk 10,10,FW,11,24,10
Stimmbezirk 10,10,FW,12,21,16
Stimmbezirk 10,10,FW,13,18,19
Stimmbezirk 10,10,FW,14,17,24
Stimmbezirk 10,10,FW,15,18,20
Stimmbezirk 10,10,FW,16,18,21
Stimmbezirk 10,10,FW,17,23,12
Stimmbezirk 10,10,FW,18,18,22
Stimmbezirk 10,10,FW,19,21,17
Stimmbezirk 10,10,FW,20,22,14
Stimmbezirk 10,10,FW,21,22,15
Stimmbezirk 10,10,FW,22,18,23
Stimmbezirk 10,10,FW,23,16,25
Stimmbezirk 10,10,FW,24,21,18
Stimmbezirk 10,10,FW,25,29,7
Stimmbezirk 10,10,FW,26,15,26
Stimmbezirk 10,10,FW,27,15,27
Stimmbezirk 10,10,FW,28,13,29
Stimmbezirk 10,10,FW,29,15,28
Stimmbezirk 10,10,FW,30,13,30
Stimmbezirk 10,10,AfD,1,28,1
Stimmbezirk 10,10,AfD,2,23,2
Stimmbezirk 10,10,AfD,3,14,5
Stimmbezirk 10,10,AfD,4,0,23
Stimmbezirk 10,10,AfD,5,19,3
Stimmbezirk 10,10,AfD,6,12,6
Stimmbezirk 10,10,AfD,7,16,4
Stimmbezirk 10,10,AfD,8,6,10
Stimmbezirk 10,10,AfD,9,6,11
Stimmbezirk 10,10,AfD,10,6,12
Stimmbezirk 10,10,AfD,11,6,13
Stimmbezirk 10,10,AfD,12,6,14
Stimmbezirk 10,10,AfD,13,6,15
Stimmbezirk 10,10,AfD,14,6,16
Stimmbezirk 10,10,AfD,15,5,17
Stimmbezirk 10,10,AfD,16,8,7
Stimmbezirk 10,10,AfD,17,5,18
Stimmbezirk 10,10,AfD,18,5,19
Stimmbezirk 10,10,AfD,19,7,8
Stimmbezirk 10,10,AfD,20,4,20
Stimmbezirk 10,10,AfD,21,4,21
Stimmbezirk 10,10,AfD,22,4,22
Stimmbezirk 10,10,AfD,23,7,9
Stimmbezirk 10,10,SPD,1,117,1
Stimmbezirk 10,10,SPD,2,35,6
Stimmbezirk 10,10,SPD,3,65,2
Stimmbezirk 10,10,SPD,4,51,4
Stimmbezirk 10,10,SPD,5,32,7
Stimmbezirk 10,10,SPD,6,61,3
Stimmbezirk 10,10,SPD,7,30,10
Stimmbezirk 10,10,SPD,8,26,15
Stimmbezirk 10,10,SPD,9,32,8
Stimmbezirk 10,10,SPD,10,24,19
Stimmbezirk 10,10,SPD,11,21,23
Stimmbezirk 10,10,SPD,12,26,16
Stimmbezirk 10,10,SPD,13,27,14
Stimmbezirk 10,10,SPD,14,25,18
Stimmbezirk 10,10,SPD,15,26,17
Stimmbezirk 10,10,SPD,16,24,20
Stimmbezirk 10,10,SPD,17,21,24
Stimmbezirk 10,10,SPD,18,29,12
Stimmbezirk 10,10,SPD,19,17,26
Stimmbezirk 10,10,SPD,20,23,21
Stimmbezirk 10,10,SPD,21,30,11
Stimmbezirk 10,10,SPD,22,16,27
Stimmbezirk 10,10,SPD,23,16,28
Stimmbezirk 10,10,SPD,24,19,25
Stimmbezirk 10,10,SPD,25,16,29
Stimmbezirk 10,10,SPD,26,28,13
Stimmbezirk 10,10,SPD,27,42,5
Stimmbezirk 10,10,SPD,28,23,22
Stimmbezirk 10,10,SPD,29,14,30
Stimmbezirk 10,10,SPD,30,32,9
Stimmbezirk 10,10,FDP,1,50,1
Stimmbezirk 10,10,FDP,2,25,3
Stimmbezirk 10,10,FDP,3,19,5
Stimmbezirk 10,10,FDP,4,19,6
Stimmbezirk 10,10,FDP,5,21,4
Stimmbezirk 10,10,FDP,6,17,7
Stimmbezirk 10,10,FDP,7,14,9
Stimmbezirk 10,10,FDP,8,26,2
Stimmbezirk 10,10,FDP,9,16,8
Stimmbezirk 10,10,FDP,10,11,14
Stimmbezirk 10,10,FDP,11,8,21
Stimmbezirk 10,10,FDP,12,11,15
Stimmbezirk 10,10,FDP,13,8,22
Stimmbezirk 10,10,FDP,14,11,16
Stimmbezirk 10,10,FDP,15,8,23
Stimmbezirk 10,10,FDP,16,14,10
Stimmbezirk 10,10,FDP,17,8,24
Stimmbezirk 10,10,FDP,18,11,17
Stimmbezirk 10,10,FDP,19,12,13
Stimmbezirk 10,10,FDP,20,8,25
Stimmbezirk 10,10,FDP,21,8,26
Stimmbezirk 10,10,FDP,22,14,11
Stimmbezirk 10,10,FDP,23,9,19
Stimmbezirk 10,10,FDP,24,11,18
Stimmbezirk 10,10,FDP,25,13,12
Stimmbezirk 10,10,FDP,26,7,28
Stimmbezirk 10,10,FDP,27,6,30
Stimmbezirk 10,10,FDP,28,7,29
Stimmbezirk 10,10,FDP,29,9,20
Stimmbezirk 10,10,FDP,30,8,27
Stimmbezirk 11,11,CSU,1,124,1
Stimmbezirk 11,11,CSU,2,63,9
Stimmbezirk 11,11,CSU,3,61,10
Stimmbezirk 11,11,CSU,4,65,8
Stimmbezirk 11,11,CSU,5,52,17
Stimmbezirk 11,11,CSU,6,82,2
Stimmbezirk 11,11,CSU,7,53,15
Stimmbezirk 11,11,CSU,8,77,4
Stimmbezirk 11,11,CSU,9,52,18
Stimmbezirk 11,11,CSU,10,82,3
Stimmbezirk 11,11,CSU,11,42,23
Stimmbezirk 11,11,CSU,12,55,14
Stimmbezirk 11,11,CSU,13,67,5
Stimmbezirk 11,11,CSU,14,59,12
Stimmbezirk 11,11,CSU,15,53,16
Stimmbezirk 11,11,CSU,16,46,20
Stimmbezirk 11,11,CSU,17,56,13
Stimmbezirk 11,11,CSU,18,66,7
Stimmbezirk 11,11,CSU,19,67,6
Stimmbezirk 11,11,CSU,20,43,22
Stimmbezirk 11,11,CSU,21,38,24
Stimmbezirk 11,11,CSU,22,37,25
Stimmbezirk 11,11,CSU,23,33,28
Stimmbezirk 11,11,CSU,24,47,19
Stimmbezirk 11,11,CSU,25,35,27
Stimmbezirk 11,11,CSU,26,46,21
Stimmbezirk 11,11,CSU,27,36,26
Stimmbezirk 11,11,CSU,28,61,11
Stimmbezirk 11,11,CSU,29,31,29
Stimmbezirk 11,11,CSU,30,28,30
Stimmbezirk 11,11,Grüne,1,86,1
Stimmbezirk 11,11,Grüne,2,53,6
Stimmbezirk 11,11,Grüne,3,65,3
Stimmbezirk 11,11,Grüne,4,58,4
Stimmbezirk 11,11,Grüne,5,40,10
Stimmbezirk 11,11,Grüne,6,70,2
Stimmbezirk 11,11,Grüne,7,35,17
Stimmbezirk 11,11,Grüne,8,36,15
Stimmbezirk 11,11,Grüne,9,44,8
Stimmbezirk 11,11,Grüne,10,58,5
Stimmbezirk 11,11,Grüne,11,37,12
Stimmbezirk 11,11,Grüne,12,37,13
Stimmbezirk 11,11,Grüne,13,37,14
Stimmbezirk 11,11,Grüne,14,33,20
Stimmbezirk 11,11,Grüne,15,43,9
Stimmbezirk 11,11,Grüne,16,22,30
Stimmbezirk 11,11,Grüne,17,29,23
Stimmbezirk 11,11,Grüne,18,28,24
Stimmbezirk 11,11,Grüne,19,27,27
Stimmbezirk 11,11,Grüne,20,35,18
Stimmbezirk 11,11,Grüne,21,24,29
Stimmbezirk 11,11,Grüne,22,30,22
Stimmbezirk 11,11,Grüne,23,26,28
Stimmbezirk 11,11,Grüne,24,35,19
Stimmbezirk 11,11,Grüne,25,28,25
Stimmbezirk 11,11,Grüne,26,33,21
Stimmbezirk 11,11,Grüne,27,36,16
Stimmbezirk 11,11,Grüne,28,28,26
Stimmbezirk 11,11,Grüne,29,45,7
Stimmbezirk 11,11,Grüne,30,40,11
Stimmbezirk 11,11,FW,1,63,2
Stimmbezirk 11,11,FW,2,77,1
Stimmbezirk 11,11,FW,3,24,8
Stimmbezirk 11,11,FW,4,21,11
Stimmbezirk 11,11,FW,5,19,13
Stimmbezirk 11,11,FW,6,52,3
Stimmbezirk 11,11,FW,7,48,4
Stimmbezirk 11,11,FW,8,13,18
Stimmbezirk 11,11,FW,9,25,7
Stimmbezirk 11,11,FW,10,16,16
Stimmbezirk 11,11,FW,11,12,20
Stimmbezirk 11,11,FW,12,21,12
Stimmbezirk 11,11,FW,13,13,19
Stimmbezirk 11,11,FW,14,12,21
Stimmbezirk 11,11,FW,15,12,22
Stimmbezirk 11,11,FW,16,15,17
Stimmbezirk 11,11,FW,17,12,23
Stimmbezirk 11,11,FW,18,12,24
Stimmbezirk 11,11,FW,19,22,9
Stimmbezirk 11,11,FW,20,17,14
Stimmbezirk 11,11,FW,21,11,25
Stimmbezirk 11,11,FW,22,32,5
Stimmbezirk 11,11,FW,23,10,26
Stimmbezirk 11,11,FW,24,22,10
Stimmbezirk 11,11,FW,25,17,15
Stimmbezirk 11,11,FW,26,10,27
Stimmbezirk 11,11,FW,27,10,28
Stimmbezirk 11,11,FW,28,10,29
Stimmbezirk 11,11,FW,29,10,30
Stimmbezirk 11,11,FW,30,29,6
Stimmbezirk 11,11,AfD,1,13,1
Stimmbezirk 11,11,AfD,2,10,3
Stimmbezirk 11,11,AfD,3,11,2
Stimmbezirk 11,11,AfD,4,0,23
Stimmbezirk 11,11,AfD,5,8,5
Stimmbezirk 11,11,AfD,6,10,4
Stimmbezirk 11,11,AfD,7,8,6
Stimmbezirk 11,11,AfD,8,5,7
Stimmbezirk 11,11,AfD,9,5,8
Stimmbezirk 11,11,AfD,10,5,9
Stimmbezirk 11,11,AfD,11,5,10
Stimmbezirk 11,11,AfD,12,5,11
Stimmbezirk 11,11,AfD,13,5,12
Stimmbezirk 11,11,AfD,14,5,13
Stimmbezirk 11,11,AfD,15,5,14
Stimmbezirk 11,11,AfD,16,5,15
Stimmbezirk 11,11,AfD,17,5,16
Stimmbezirk 11,11,AfD,18,5,17
Stimmbezirk 11,11,AfD,19,5,18
Stimmbezirk 11,11,AfD,20,5,19
Stimmbezirk 11,11,AfD,21,5,20
Stimmbezirk 11,11,AfD,22,5,21
Stimmbezirk 11,11,AfD,23,4,22
Stimmbezirk 11,11,SPD,1,92,1
Stimmbezirk 11,11,SPD,2,33,4
Stimmbezirk 11,11,SPD,3,54,2
Stimmbezirk 11,11,SPD,4,33,5
Stimmbezirk 11,11,SPD,5,18,14
Stimmbezirk 11,11,SPD,6,50,3
Stimmbezirk 11,11,SPD,7,18,15
Stimmbezirk 11,11,SPD,8,27,6
Stimmbezirk 11,11,SPD,9,21,9
Stimmbezirk 11,11,SPD,10,21,10
Stimmbezirk 11,11,SPD,11,19,13
Stimmbezirk 11,11,SPD,12,12,28
Stimmbezirk 11,11,SPD,13,20,12
Stimmbezirk 11,11,SPD,14,21,11
Stimmbezirk 11,11,SPD,15,15,21
Stimmbezirk 11,11,SPD,16,16,18
Stimmbezirk 11,11,SPD,17,15,22
Stimmbezirk 11,11,SPD,18,24,8
Stimmbezirk 11,11,SPD,19,15,23
Stimmbezirk 11,11,SPD,20,15,24
Stimmbezirk 11,11,SPD,21,17,17
Stimmbezirk 11,11,SPD,22,14,26
Stimmbezirk 11,11,SPD,23,10,29
Stimmbezirk 11,11,SPD,24,13,27
Stimmbezirk 11,11,SPD,25,16,19
Stimmbezirk 11,11,SPD,26,16,20
Stimmbezirk 11,11,SPD,27,26,7
Stimmbezirk 11,11,SPD,28,18,16
Stimmbezirk 11,11,SPD,29,9,30
Stimmbezirk 11,11,SPD,30,15,25
Stimmbezirk 11,11,FDP,1,32,1
Stimmbezirk 11,11,FDP,2,13,3
Stimmbezirk 11,11,FDP,3,11,8
Stimmbezirk 11,11,FDP,4,20,2
Stimmbezirk 11,11,FDP,5,12,7
Stimmbezirk 11,11,FDP,6,10,11
Stimmbezirk 11,11,FDP,7,8,17
Stimmbezirk 11,11,FDP,8,10,12
Stimmbezirk 11,11,FDP,9,9,16
Stimmbezirk 11,11,FDP,10,13,4
Stimmbezirk 11,11,FDP,11,11,9
Stimmbezirk 11,11,FDP,12,7,22
Stimmbezirk 11,11,FDP,13,13,5
Stimmbezirk 11,11,FDP,14,11,10
Stimmbezirk 11,11,FDP,15,7,23
Stimmbezirk 11,11,FDP,16,8,18
Stimmbezirk 11,11,FDP,17,10,13
Stimmbezirk 11,11,FDP,18,8,19
Stimmbezirk 11,11,FDP,19,8,20
Stimmbezirk 11,11,FDP,20,8,21
Stimmbezirk 11,11,FDP,21,7,24
Stimmbezirk 11,11,FDP,22,13,6
Stimmbezirk 11,11,FDP,23,10,14
Stimmbezirk 11,11,FDP,24,10,15
Stimmbezirk 11,11,FDP,25,7,25
Stimmbezirk 11,11,FDP,26,7,26
Stimmbezirk 11,11,FDP,27,7,27
Stimmbezirk 11,11,FDP,28,6,28
Stimmbezirk 11,11,FDP,29,6,29
Stimmbezirk 11,11,FDP,30,6,30
Stimmbezirk 12,12,CSU,1,113,1
Stimmbezirk 12,12,CSU,2,79,5
Stimmbezirk 12,12,CSU,3,95,3
Stimmbezirk 12,12,CSU,4,107,2
Stimmbezirk 12,12,CSU,5,72,7
Stimmbezirk 12,12,CSU,6,70,8
Stimmbezirk 12,12,CSU,7,84,4
Stimmbezirk 12,12,CSU,8,56,17
Stimmbezirk 12,12,CSU,9,65,10
Stimmbezirk 12,12,CSU,10,74,6
Stimmbezirk 12,12,CSU,11,50,21
Stimmbezirk 12,12,CSU,12,67,9
Stimmbezirk 12,12,CSU,13,60,14
Stimmbezirk 12,12,CSU,14,65,11
Stimmbezirk 12,12,CSU,15,58,15
Stimmbezirk 12,12,CSU,16,58,16
Stimmbezirk 12,12,CSU,17,52,18
Stimmbezirk 12,12,CSU,18,63,12
Stimmbezirk 12,12,CSU,19,51,20
Stimmbezirk 12,12,CSU,20,52,19
Stimmbezirk 12,12,CSU,21,43,26
Stimmbezirk 12,12,CSU,22,44,24
Stimmbezirk 12,12,CSU,23,39,28
Stimmbezirk 12,12,CSU,24,45,23
Stimmbezirk 12,12,CSU,25,49,22
Stimmbezirk 12,12,CSU,26,44,25
Stimmbezirk 12,12,CSU,27,39,29
Stimmbezirk 12,12,CSU,28,61,13
Stimmbezirk 12,12,CSU,29,37,30
Stimmbezirk 12,12,CSU,30,43,27
Stimmbezirk 12,12,Grüne,1,112,1
Stimmbezirk 12,12,Grüne,2,83,2
Stimmbezirk 12,12,Grüne,3,83,3
Stimmbezirk 12,12,Grüne,4,66,5
Stimmbezirk 12,12,Grüne,5,64,6
Stimmbezirk 12,12,Grüne,6,81,4
Stimmbezirk 12,12,Grüne,7,51,14
Stimmbezirk 12,12,Grüne,8,48,15
Stimmbezirk 12,12,Grüne,9,57,9
Stimmbezirk 12,12,Grüne,10,54,12
Stimmbezirk 12,12,Grüne,11,58,7
Stimmbezirk 12,12,Grüne,12,52,13
Stimmbezirk 12,12,Grüne,13,57,10
Stimmbezirk 12,12,Grüne,14,40,19
Stimmbezirk 12,12,Grüne,15,57,11
Stimmbezirk 12,12,Grüne,16,44,18
Stimmbezirk 12,12,Grüne,17,58,8
Stimmbezirk 12,12,Grüne,18,37,24
Stimmbezirk 12,12,Grüne,19,37,25
Stimmbezirk 12,12,Grüne,20,45,17
Stimmbezirk 12,12,Grüne,21,46,16
Stimmbezirk 12,12,Grüne,22,39,21
Stimmbezirk 12,12,Grüne,23,33,26
Stimmbezirk 12,12,Grüne,24,31,28
Stimmbezirk 12,12,Grüne,25,39,22
Stimmbezirk 12,12,Grüne,26,32,27
Stimmbezirk 12,12,Grüne,27,38,23
Stimmbezirk 12,12,Grüne,28,28,29
Stimmbezirk 12,12,Grüne,29,40,20
Stimmbezirk 12,12,Grüne,30,28,30
Stimmbezirk 12,12,FW,1,51,2
Stimmbezirk 12,12,FW,2,62,1
Stimmbezirk 12,12,FW,3,37,3
Stimmbezirk 12,12,FW,4,14,23
Stimmbezirk 12,12,FW,5,26,6
Stimmbezirk 12,12,FW,6,34,4
Stimmbezirk 12,12,FW,7,30,5
Stimmbezirk 12,12,FW,8,18,15
Stimmbezirk 12,12,FW,9,21,10
Stimmbezirk 12,12,FW,10,18,16
Stimmbezirk 12,12,FW,11,23,8
Stimmbezirk 12,12,FW,12,17,17
Stimmbezirk 12,12,FW,13,19,12
Stimmbezirk 12,12,FW,14,12,27
Stimmbezirk 12,12,FW,15,19,13
Stimmbezirk 12,12,FW,16,17,18
Stimmbezirk 12,12,FW,17,16,19
Stimmbezirk 12,12,FW,18,12,28
Stimmbezirk 12,12,FW,19,25,7
Stimmbezirk 12,12,FW,20,14,24
Stimmbezirk 12,12,FW,21,13,25
Stimmbezirk 12,12,FW,22,22,9
Stimmbezirk 12,12,FW,23,12,29
Stimmbezirk 12,12,FW,24,16,20
Stimmbezirk 12,12,FW,25,20,11
Stimmbezirk 12,12,FW,26,16,21
Stimmbezirk 12,12,FW,27,19,14
Stimmbezirk 12,12,FW,28,13,26
Stimmbezirk 12,12,FW,29,11,30
Stimmbezirk 12,12,FW,30,16,22
Stimmbezirk 12,12,AfD,1,8,3
Stimmbezirk 12,12,AfD,2,13,1
Stimmbezirk 12,12,AfD,3,10,2
Stimmbezirk 12,12,AfD,4,0,23
Stimmbezirk 12,12,AfD,5,8,4
Stimmbezirk 12,12,AfD,6,8,5
Stimmbezirk 12,12,AfD,7,8,6
Stimmbezirk 12,12,AfD,8,4,7
Stimmbezirk 12,12,AfD,9,4,8
Stimmbezirk 12,12,AfD,10,4,9
Stimmbezirk 12,12,AfD,11,4,10
Stimmbezirk 12,12,AfD,12,4,11
Stimmbezirk 12,12,AfD,13,4,12
Stimmbezirk 12,12,AfD,14,4,13
Stimmbezirk 12,12,AfD,15,4,14
Stimmbezirk 12,12,AfD,16,4,15
Stimmbezirk 12,12,AfD,17,4,16
Stimmbezirk 12,12,AfD,18,4,17
Stimmbezirk 12,12,AfD,19,4,18
Stimmbezirk 12,12,AfD,20,4,19
Stimmbezirk 12,12,AfD,21,4,20
Stimmbezirk 12,12,AfD,22,4,21
Stimmbezirk 12,12,AfD,23,4,22
Stimmbezirk 12,12,SPD,1,107,1
Stimmbezirk 12,12,SPD,2,55,4
Stimmbezirk 12,12,SPD,3,89,2
Stimmbezirk 12,12,SPD,4,38,5
Stimmbezirk 12,12,SPD,5,36,6
Stimmbezirk 12,12,SPD,6,67,3
Stimmbezirk 12,12,SPD,7,26,15
Stimmbezirk 12,12,SPD,8,29,10
Stimmbezirk 12,12,SPD,9,32,8
Stimmbezirk 12,12,SPD,10,32,9
Stimmbezirk 12,12,SPD,11,24,16
Stimmbezirk 12,12,SPD,12,18,23
Stimmbezirk 12,12,SPD,13,23,18
Stimmbezirk 12,12,SPD,14,21,20
Stimmbezirk 12,12,SPD,15,29,11
Stimmbezirk 12,12,SPD,16,24,17
Stimmbezirk 12,12,SPD,17,17,25
Stimmbezirk 12,12,SPD,18,35,7
Stimmbezirk 12,12,SPD,19,16,27
Stimmbezirk 12,12,SPD,20,27,14
Stimmbezirk 12,12,SPD,21,22,19
Stimmbezirk 12,12,SPD,22,17,26
Stimmbezirk 12,12,SPD,23,15,29
Stimmbezirk 12,12,SPD,24,28,13
Stimmbezirk 12,12,SPD,25,21,21
Stimmbezirk 12,12,SPD,26,16,28
Stimmbezirk 12,12,SPD,27,29,12
Stimmbezirk 12,12,SPD,28,18,24
Stimmbezirk 12,12,SPD,29,14,30
Stimmbezirk 12,12,SPD,30,19,22
Stimmbezirk 12,12,FDP,1,64,1
Stimmbezirk 12,12,FDP,2,17,4
Stimmbezirk 12,12,FDP,3,14,5
Stimmbezirk 12,12,FDP,4,40,2
Stimmbezirk 12,12,FDP,5,22,3
Stimmbezirk 12,12,FDP,6,14,6
Stimmbezirk 12,12,FDP,7,10,11
Stimmbezirk 12,12,FDP,8,11,10
Stimmbezirk 12,12,FDP,9,9,14
Stimmbezirk 12,12,FDP,10,10,12
Stimmbezirk 12,12,FDP,11,6,22
Stimmbezirk 12,12,FDP,12,9,15
Stimmbezirk 12,12,FDP,13,12,8
Stimmbezirk 12,12,FDP,14,13,7
Stimmbezirk 12,12,FDP,15,6,23
Stimmbezirk 12,12,FDP,16,12,9
Stimmbezirk 12,12,FDP,17,7,19
Stimmbezirk 12,12,FDP,18,6,24
Stimmbezirk 12,12,FDP,19,9,16
Stimmbezirk 12,12,FDP,20,6,25
Stimmbezirk 12,12,FDP,21,7,20
Stimmbezirk 12,12,FDP,22,9,17
Stimmbezirk 12,12,FDP,23,6,26
Stimmbezirk 12,12,FDP,24,6,27
Stimmbezirk 12,12,FDP,25,7,21
Stimmbezirk 12,12,FDP,26,6,28
Stimmbezirk 12,12,FDP,27,9,18
Stimmbezirk 12,12,FDP,28,10,13
Stimmbezirk 12,12,FDP,29,5,29
Stimmbezirk 12,12,FDP,30,5,30
Stimmbezirk 13,13,CSU,1,90,1
Stimmbezirk 13,13,CSU,2,50,15
Stimmbezirk 13,13,CSU,3,70,3
Stimmbezirk 13,13,CSU,4,72,2
Stimmbezirk 13,13,CSU,5,39,28
Stimmbezirk 13,13,CSU,6,52,12
Stimmbezirk 13,13,CSU,7,65,4
Stimmbezirk 13,13,CSU,8,51,14
Stimmbezirk 13,13,CSU,9,50,16
Stimmbezirk 13,13,CSU,10,57,6
Stimmbezirk 13,13,CSU,11,43,20
Stimmbezirk 13,13,CSU,12,55,8
Stimmbezirk 13,13,CSU,13,45,17
