stimmbezirk,stimmbezirkNr,partei,listenNr,stimmen,erreichterPlatz
Stimmbezirk 01,1,FW,9,38,7
Stimmbezirk 01,1,FW,10,27,16
Stimmbezirk 01,1,FW,11,29,13
Stimmbezirk 01,1,FW,12,27,17
Stimmbezirk 01,1,FW,13,23,24
Stimmbezirk 01,1,FW,14,24,21
Stimmbezirk 01,1,FW,15,34,8
Stimmbezirk 01,1,FW,16,30,11
Stimmbezirk 01,1,FW,17,23,25
Stimmbezirk 01,1,FW,18,30,12
Stimmbezirk 01,1,FW,19,26,19
Stimmbezirk 01,1,FW,20,34,9
Stimmbezirk 01,1,FW,21,23,26
Stimmbezirk 01,1,FW,22,23,27
Stimmbezirk 01,1,FW,23,23,28
Stimmbezirk 01,1,FW,24,27,18
Stimmbezirk 01,1,FW,25,22,29
Stimmbezirk 01,1,FW,26,21,30
Stimmbezirk 01,1,FW,27,24,22
Stimmbezirk 01,1,FW,28,33,10
Stimmbezirk 01,1,FW,29,25,20
Stimmbezirk 01,1,FW,30,44,4
Stimmbezirk 01,1,Grüne,1,44,4
Stimmbezirk 01,1,Grüne,2,93,1
Stimmbezirk 01,1,Grüne,3,43,5
Stimmbezirk 01,1,Grüne,4,33,11
Stimmbezirk 01,1,Grüne,5,31,13
Stimmbezirk 01,1,Grüne,6,37,8
Stimmbezirk 01,1,Grüne,7,39,6
Stimmbezirk 01,1,Grüne,8,39,7
Stimmbezirk 01,1,Grüne,9,36,9
Stimmbezirk 01,1,Grüne,10,30,14
Stimmbezirk 01,1,Grüne,11,52,2
Stimmbezirk 01,1,Grüne,12,30,15
Stimmbezirk 01,1,Grüne,13,29,18
Stimmbezirk 01,1,Grüne,14,25,23
Stimmbezirk 01,1,Grüne,15,47,3
Stimmbezirk 01,1,Grüne,16,25,24
Stimmbezirk 01,1,Grüne,17,29,19
Stimmbezirk 01,1,Grüne,18,25,25
Stimmbezirk 01,1,Grüne,19,32,12
Stimmbezirk 01,1,Grüne,20,25,26
Stimmbezirk 01,1,Grüne,21,25,27
Stimmbezirk 01,1,Grüne,22,34,10
Stimmbezirk 01,1,Grüne,23,26,21
Stimmbezirk 01,1,Grüne,24,25,28
Stimmbezirk 01,1,Grüne,25,28,20
Stimmbezirk 01,1,Grüne,26,24,29
Stimmbezirk 01,1,Grüne,27,30,16
Stimmbezirk 01,1,Grüne,28,26,22
Stimmbezirk 01,1,Grüne,29,30,17
Stimmbezirk 01,1,Grüne,30,24,30
Stimmbezirk 01,1,SPD,1,95,1
Stimmbezirk 01,1,SPD,2,60,3
Stimmbezirk 01,1,SPD,3,30,8
Stimmbezirk 01,1,SPD,4,25,14
Stimmbezirk 01,1,SPD,5,40,5
Stimmbezirk 01,1,SPD,6,32,6
Stimmbezirk 01,1,SPD,7,31,7
Stimmbezirk 01,1,SPD,8,27,10
Stimmbezirk 01,1,SPD,9,27,11
Stimmbezirk 01,1,SPD,10,21,22
Stimmbezirk 01,1,SPD,11,29,9
Stimmbezirk 01,1,SPD,12,90,2
Stimmbezirk 01,1,SPD,13,25,15
Stimmbezirk 01,1,SPD,14,24,16
Stimmbezirk 01,1,SPD,15,27,12
Stimmbezirk 01,1,SPD,16,22,19
Stimmbezirk 01,1,SPD,17,27,13
Stimmbezirk 01,1,SPD,18,22,20
Stimmbezirk 01,1,SPD,19,24,17
Stimmbezirk 01,1,SPD,20,47,4
Stimmbezirk 01,1,SPD,21,22,21
Stimmbezirk 01,1,SPD,22,23,18
Stimmbezirk 01,1,SPD,23,20,23
Stimmbezirk 01,1,SPD,24,18,26
Stimmbezirk 01,1,SPD,25,18,27
Stimmbezirk 01,1,SPD,26,19,25
Stimmbezirk 01,1,SPD,27,16,29
Stimmbezirk 01,1,SPD,28,20,24
Stimmbezirk 01,1,SPD,29,18,28
Stimmbezirk 01,1,SPD,30,15,30
Stimmbezirk 01,1,FDP,1,31,2
Stimmbezirk 01,1,FDP,2,29,3
Stimmbezirk 01,1,FDP,3,29,4
Stimmbezirk 01,1,FDP,4,38,1
Stimmbezirk 01,1,FDP,5,20,7
Stimmbezirk 01,1,FDP,6,19,9
Stimmbezirk 01,1,FDP,7,17,10
Stimmbezirk 01,1,FDP,8,16,11
Stimmbezirk 01,1,FDP,9,24,5
Stimmbezirk 01,1,FDP,10,8,16
Stimmbezirk 01,1,FDP,11,7,19
Stimmbezirk 01,1,FDP,12,7,20
Stimmbezirk 01,1,FDP,13,20,8
Stimmbezirk 01,1,FDP,14,8,17
Stimmbezirk 01,1,FDP,15,8,18
Stimmbezirk 01,1,FDP,16,10,13
Stimmbezirk 01,1,FDP,17,6,21
Stimmbezirk 01,1,FDP,18,11,12
Stimmbezirk 01,1,FDP,19,10,14
Stimmbezirk 01,1,FDP,20,23,6
Stimmbezirk 01,1,FDP,21,10,15
Stimmbezirk 02,2,CSU,1,195,1
Stimmbezirk 02,2,CSU,2,114,8
Stimmbezirk 02,2,CSU,3,96,11
Stimmbezirk 02,2,CSU,4,81,14
Stimmbezirk 02,2,CSU,5,119,7
Stimmbezirk 02,2,CSU,6,72,15
Stimmbezirk 02,2,CSU,7,138,4
Stimmbezirk 02,2,CSU,8,89,13
Stimmbezirk 02,2,CSU,9,108,9
Stimmbezirk 02,2,CSU,10,59,22
Stimmbezirk 02,2,CSU,11,64,18
Stimmbezirk 02,2,CSU,12,176,3
Stimmbezirk 02,2,CSU,13,61,21
Stimmbezirk 02,2,CSU,14,62,19
Stimmbezirk 02,2,CSU,15,103,10
Stimmbezirk 02,2,CSU,16,66,16
Stimmbezirk 02,2,CSU,17,62,20
Stimmbezirk 02,2,CSU,18,190,2
Stimmbezirk 02,2,CSU,19,57,23
Stimmbezirk 02,2,CSU,20,130,5
Stimmbezirk 02,2,CSU,21,45,29
Stimmbezirk 02,2,CSU,22,48,25
Stimmbezirk 02,2,CSU,23,47,27
Stimmbezirk 02,2,CSU,24,94,12
Stimmbezirk 02,2,CSU,25,65,17
Stimmbezirk 02,2,CSU,26,48,26
Stimmbezirk 02,2,CSU,27,45,30
Stimmbezirk 02,2,CSU,28,54,24
Stimmbezirk 02,2,CSU,29,47,28
Stimmbezirk 02,2,CSU,30,123,6
Stimmbezirk 02,2,FW,1,22,3
Stimmbezirk 02,2,FW,2,22,4
Stimmbezirk 02,2,FW,3,21,5
Stimmbezirk 02,2,FW,4,12,11
Stimmbezirk 02,2,FW,5,31,1
Stimmbezirk 02,2,FW,6,8,22
Stimmbezirk 02,2,FW,7,8,23
Stimmbezirk 02,2,FW,8,8,24
Stimmbezirk 02,2,FW,9,15,9
Stimmbezirk 02,2,FW,10,18,6
Stimmbezirk 02,2,FW,11,9,17
Stimmbezirk 02,2,FW,12,11,13
Stimmbezirk 02,2,FW,13,8,25
Stimmbezirk 02,2,FW,14,8,26
Stimmbezirk 02,2,FW,15,18,7
Stimmbezirk 02,2,FW,16,8,27
Stimmbezirk 02,2,FW,17,12,12
Stimmbezirk 02,2,FW,18,17,8
Stimmbezirk 02,2,FW,19,9,18
Stimmbezirk 02,2,FW,20,8,28
Stimmbezirk 02,2,FW,21,8,29
Stimmbezirk 02,2,FW,22,11,14
Stimmbezirk 02,2,FW,23,8,30
Stimmbezirk 02,2,FW,24,9,19
Stimmbezirk 02,2,FW,25,11,15
Stimmbezirk 02,2,FW,26,9,20
Stimmbezirk 02,2,FW,27,9,21
Stimmbezirk 02,2,FW,28,14,10
Stimmbezirk 02,2,FW,29,11,16
Stimmbezirk 02,2,FW,30,24,2
Stimmbezirk 02,2,Grüne,1,20,9
Stimmbezirk 02,2,Grüne,2,36,1
Stimmbezirk 02,2,Grüne,3,24,4
Stimmbezirk 02,2,Grüne,4,17,17
Stimmbezirk 02,2,Grüne,5,22,6
Stimmbezirk 02,2,Grüne,6,22,7
Stimmbezirk 02,2,Grüne,7,23,5
Stimmbezirk 02,2,Grüne,8,18,15
Stimmbezirk 02,2,Grüne,9,19,11
Stimmbezirk 02,2,Grüne,10,16,19
Stimmbezirk 02,2,Grüne,11,22,8
Stimmbezirk 02,2,Grüne,12,16,20
Stimmbezirk 02,2,Grüne,13,16,21
Stimmbezirk 02,2,Grüne,14,17,18
Stimmbezirk 02,2,Grüne,15,25,3
Stimmbezirk 02,2,Grüne,16,19,12
Stimmbezirk 02,2,Grüne,17,16,22
Stimmbezirk 02,2,Grüne,18,16,23
Stimmbezirk 02,2,Grüne,19,27,2
Stimmbezirk 02,2,Grüne,20,16,24
Stimmbezirk 02,2,Grüne,21,16,25
Stimmbezirk 02,2,Grüne,22,19,13
Stimmbezirk 02,2,Grüne,23,18,16
Stimmbezirk 02,2,Grüne,24,16,26
Stimmbezirk 02,2,Grüne,25,16,27
Stimmbezirk 02,2,Grüne,26,20,10
Stimmbezirk 02,2,Grüne,27,19,14
Stimmbezirk 02,2,Grüne,28,14,28
Stimmbezirk 02,2,Grüne,29,14,29
Stimmbezirk 02,2,Grüne,30,14,30
Stimmbezirk 02,2,SPD,1,50,1
Stimmbezirk 02,2,SPD,2,27,2
Stimmbezirk 02,2,SPD,3,19,11
Stimmbezirk 02,2,SPD,4,12,24
Stimmbezirk 02,2,SPD,5,23,6
Stimmbezirk 02,2,SPD,6,13,18
Stimmbezirk 02,2,SPD,7,12,25
Stimmbezirk 02,2,SPD,8,12,26
Stimmbezirk 02,2,SPD,9,13,19
Stimmbezirk 02,2,SPD,10,25,3
Stimmbezirk 02,2,SPD,11,24,4
Stimmbezirk 02,2,SPD,12,21,8
Stimmbezirk 02,2,SPD,13,13,20
Stimmbezirk 02,2,SPD,14,13,21
Stimmbezirk 02,2,SPD,15,24,5
Stimmbezirk 02,2,SPD,16,13,22
Stimmbezirk 02,2,SPD,17,21,9
Stimmbezirk 02,2,SPD,18,16,15
Stimmbezirk 02,2,SPD,19,13,23
Stimmbezirk 02,2,SPD,20,21,10
Stimmbezirk 02,2,SPD,21,12,27
Stimmbezirk 02,2,SPD,22,23,7
Stimmbezirk 02,2,SPD,23,18,13
Stimmbezirk 02,2,SPD,24,12,28
Stimmbezirk 02,2,SPD,25,12,29
Stimmbezirk 02,2,SPD,26,16,16
Stimmbezirk 02,2,SPD,27,18,14
Stimmbezirk 02,2,SPD,28,12,30
Stimmbezirk 02,2,SPD,29,14,17
Stimmbezirk 02,2,SPD,30,19,12
Stimmbezirk 02,2,FDP,1,7,2
Stimmbezirk 02,2,FDP,2,7,3
Stimmbezirk 02,2,FDP,3,6,4
Stimmbezirk 02,2,FDP,4,6,5
Stimmbezirk 02,2,FDP,5,2,11
Stimmbezirk 02,2,FDP,6,14,1
Stimmbezirk 02,2,FDP,7,6,6
Stimmbezirk 02,2,FDP,8,5,8
Stimmbezirk 02,2,FDP,9,6,7
Stimmbezirk 02,2,FDP,10,1,12
Stimmbezirk 02,2,FDP,11,1,13
Stimmbezirk 02,2,FDP,12,1,14
Stimmbezirk 02,2,FDP,13,4,9
Stimmbezirk 02,2,FDP,14,4,10
Stimmbezirk 02,2,FDP,15,1,15
Stimmbezirk 02,2,FDP,16,1,16
Stimmbezirk 02,2,FDP,17,1,17
Stimmbezirk 02,2,FDP,18,1,18
Stimmbezirk 02,2,FDP,19,0,19
Stimmbezirk 02,2,FDP,20,0,20
Stimmbezirk 02,2,FDP,21,0,21
Stimmbezirk 03,3,CSU,1,371,3
Stimmbezirk 03,3,CSU,2,183,7
Stimmbezirk 03,3,CSU,3,178,8
Stimmbezirk 03,3,CSU,4,207,5
Stimmbezirk 03,3,CSU,5,194,6
Stimmbezirk 03,3,CSU,6,119,18
Stimmbezirk 03,3,CSU,7,418,1
Stimmbezirk 03,3,CSU,8,160,11
Stimmbezirk 03,3,CSU,9,150,14
Stimmbezirk 03,3,CSU,10,122,17
Stimmbezirk 03,3,CSU,11,102,22
Stimmbezirk 03,3,CSU,12,292,4
Stimmbezirk 03,3,CSU,13,178,9
Stimmbezirk 03,3,CSU,14,113,19
Stimmbezirk 03,3,CSU,15,151,13
Stimmbezirk 03,3,CSU,16,154,12
Stimmbezirk 03,3,CSU,17,109,21
Stimmbezirk 03,3,CSU,18,395,2
Stimmbezirk 03,3,CSU,19,123,16
Stimmbezirk 03,3,CSU,20,150,15
Stimmbezirk 03,3,CSU,21,78,26
Stimmbezirk 03,3,CSU,22,80,25
Stimmbezirk 03,3,CSU,23,73,28
Stimmbezirk 03,3,CSU,24,86,24
Stimmbezirk 03,3,CSU,25,111,20
Stimmbezirk 03,3,CSU,26,98,23
Stimmbezirk 03,3,CSU,27,74,27
Stimmbezirk 03,3,CSU,28,73,29
Stimmbezirk 03,3,CSU,29,68,30
Stimmbezirk 03,3,CSU,30,166,10
Stimmbezirk 03,3,FW,1,84,1
Stimmbezirk 03,3,FW,2,72,3
Stimmbezirk 03,3,FW,3,46,5
Stimmbezirk 03,3,FW,4,34,17
Stimmbezirk 03,3,FW,5,69,4
Stimmbezirk 03,3,FW,6,36,15
Stimmbezirk 03,3,FW,7,30,25
Stimmbezirk 03,3,FW,8,31,21
Stimmbezirk 03,3,FW,9,38,10
Stimmbezirk 03,3,FW,10,37,13
Stimmbezirk 03,3,FW,11,37,14
Stimmbezirk 03,3,FW,12,30,26
Stimmbezirk 03,3,FW,13,31,22
Stimmbezirk 03,3,FW,14,34,18
Stimmbezirk 03,3,FW,15,38,11
Stimmbezirk 03,3,FW,16,38,12
Stimmbezirk 03,3,FW,17,33,20
Stimmbezirk 03,3,FW,18,42,6
Stimmbezirk 03,3,FW,19,39,9
Stimmbezirk 03,3,FW,20,35,16
Stimmbezirk 03,3,FW,21,29,27
Stimmbezirk 03,3,FW,22,29,28
Stimmbezirk 03,3,FW,23,34,19
Stimmbezirk 03,3,FW,24,40,8
Stimmbezirk 03,3,FW,25,31,23
Stimmbezirk 03,3,FW,26,28,29
Stimmbezirk 03,3,FW,27,27,30
Stimmbezirk 03,3,FW,28,31,24
Stimmbezirk 03,3,FW,29,41,7
Stimmbezirk 03,3,FW,30,77,2
Stimmbezirk 03,3,Grüne,1,59,3
Stimmbezirk 03,3,Grüne,2,82,1
Stimmbezirk 03,3,Grüne,3,65,2
Stimmbezirk 03,3,Grüne,4,51,7
Stimmbezirk 03,3,Grüne,5,52,5
Stimmbezirk 03,3,Grüne,6,48,8
Stimmbezirk 03,3,Grüne,7,57,4
Stimmbezirk 03,3,Grüne,8,45,11
Stimmbezirk 03,3,Grüne,9,47,9
Stimmbezirk 03,3,Grüne,10,36,17
Stimmbezirk 03,3,Grüne,11,52,6
Stimmbezirk 03,3,Grüne,12,36,18
Stimmbezirk 03,3,Grüne,13,37,15
Stimmbezirk 03,3,Grüne,14,36,19
Stimmbezirk 03,3,Grüne,15,46,10
Stimmbezirk 03,3,Grüne,16,37,16
Stimmbezirk 03,3,Grüne,17,36,20
Stimmbezirk 03,3,Grüne,18,33,25
Stimmbezirk 03,3,Grüne,19,41,13
Stimmbezirk 03,3,Grüne,20,35,22
Stimmbezirk 03,3,Grüne,21,32,27
Stimmbezirk 03,3,Grüne,22,34,24
Stimmbezirk 03,3,Grüne,23,33,26
Stimmbezirk 03,3,Grüne,24,28,29
Stimmbezirk 03,3,Grüne,25,36,21
Stimmbezirk 03,3,Grüne,26,39,14
Stimmbezirk 03,3,Grüne,27,35,23
Stimmbezirk 03,3,Grüne,28,28,30
Stimmbezirk 03,3,Grüne,29,44,12
Stimmbezirk 03,3,Grüne,30,30,28
Stimmbezirk 03,3,SPD,1,171,1
Stimmbezirk 03,3,SPD,2,139,2
Stimmbezirk 03,3,SPD,3,62,3
Stimmbezirk 03,3,SPD,4,41,8
Stimmbezirk 03,3,SPD,5,59,4
Stimmbezirk 03,3,SPD,6,38,10
Stimmbezirk 03,3,SPD,7,45,7
Stimmbezirk 03,3,SPD,8,37,13
Stimmbezirk 03,3,SPD,9,51,5
Stimmbezirk 03,3,SPD,10,39,9
Stimmbezirk 03,3,SPD,11,33,15
Stimmbezirk 03,3,SPD,12,46,6
Stimmbezirk 03,3,SPD,13,30,16
Stimmbezirk 03,3,SPD,14,25,25
Stimmbezirk 03,3,SPD,15,38,11
Stimmbezirk 03,3,SPD,16,27,20
Stimmbezirk 03,3,SPD,17,38,12
Stimmbezirk 03,3,SPD,18,24,27
Stimmbezirk 03,3,SPD,19,26,21
Stimmbezirk 03,3,SPD,20,34,14
Stimmbezirk 03,3,SPD,21,30,17
Stimmbezirk 03,3,SPD,22,23,29
Stimmbezirk 03,3,SPD,23,29,18
Stimmbezirk 03,3,SPD,24,24,28
Stimmbezirk 03,3,SPD,25,26,22
Stimmbezirk 03,3,SPD,26,26,23
Stimmbezirk 03,3,SPD,27,28,19
Stimmbezirk 03,3,SPD,28,20,30
Stimmbezirk 03,3,SPD,29,26,24
Stimmbezirk 03,3,SPD,30,25,26
Stimmbezirk 03,3,FDP,1,31,3
Stimmbezirk 03,3,FDP,2,29,6
Stimmbezirk 03,3,FDP,3,30,5
Stimmbezirk 03,3,FDP,4,24,9
Stimmbezirk 03,3,FDP,5,29,7
Stimmbezirk 03,3,FDP,6,38,2
Stimmbezirk 03,3,FDP,7,27,8
Stimmbezirk 03,3,FDP,8,69,1
Stimmbezirk 03,3,FDP,9,31,4
Stimmbezirk 03,3,FDP,10,7,15
Stimmbezirk 03,3,FDP,11,14,10
Stimmbezirk 03,3,FDP,12,7,16
Stimmbezirk 03,3,FDP,13,10,11
Stimmbezirk 03,3,FDP,14,7,17
Stimmbezirk 03,3,FDP,15,6,18
Stimmbezirk 03,3,FDP,16,8,13
Stimmbezirk 03,3,FDP,17,8,14
Stimmbezirk 03,3,FDP,18,5,20
Stimmbezirk 03,3,FDP,19,5,21
Stimmbezirk 03,3,FDP,20,9,12
Stimmbezirk 03,3,FDP,21,6,19
Stimmbezirk 04,4,CSU,1,120,1
Stimmbezirk 04,4,CSU,2,82,7
Stimmbezirk 04,4,CSU,3,89,3
Stimmbezirk 04,4,CSU,4,86,5
Stimmbezirk 04,4,CSU,5,82,8
Stimmbezirk 04,4,CSU,6,59,22
Stimmbezirk 04,4,CSU,7,75,12
Stimmbezirk 04,4,CSU,8,80,10
Stimmbezirk 04,4,CSU,9,97,2
Stimmbezirk 04,4,CSU,10,69,17
Stimmbezirk 04,4,CSU,11,64,19
Stimmbezirk 04,4,CSU,12,71,15
Stimmbezirk 04,4,CSU,13,62,20
Stimmbezirk 04,4,CSU,14,89,4
Stimmbezirk 04,4,CSU,15,81,9
Stimmbezirk 04,4,CSU,16,71,16
Stimmbezirk 04,4,CSU,17,55,23
Stimmbezirk 04,4,CSU,18,72,14
Stimmbezirk 04,4,CSU,19,75,13
Stimmbezirk 04,4,CSU,20,65,18
Stimmbezirk 04,4,CSU,21,45,30
Stimmbezirk 04,4,CSU,22,46,29
Stimmbezirk 04,4,CSU,23,50,27
Stimmbezirk 04,4,CSU,24,50,28
Stimmbezirk 04,4,CSU,25,83,6
Stimmbezirk 04,4,CSU,26,80,11
Stimmbezirk 04,4,CSU,27,55,24
Stimmbezirk 04,4,CSU,28,60,21
Stimmbezirk 04,4,CSU,29,55,25
Stimmbezirk 04,4,CSU,30,53,26
Stimmbezirk 04,4,FW,1,66,2
Stimmbezirk 04,4,FW,2,41,5
Stimmbezirk 04,4,FW,3,54,3
Stimmbezirk 04,4,FW,4,33,9
Stimmbezirk 04,4,FW,5,76,1
Stimmbezirk 04,4,FW,6,29,11
Stimmbezirk 04,4,FW,7,24,23
Stimmbezirk 04,4,FW,8,26,18
Stimmbezirk 04,4,FW,9,28,13
Stimmbezirk 04,4,FW,10,27,16
Stimmbezirk 04,4,FW,11,29,12
Stimmbezirk 04,4,FW,12,40,6
Stimmbezirk 04,4,FW,13,24,24
Stimmbezirk 04,4,FW,14,34,8
Stimmbezirk 04,4,FW,15,30,10
Stimmbezirk 04,4,FW,16,28,14
Stimmbezirk 04,4,FW,17,25,21
Stimmbezirk 04,4,FW,18,36,7
Stimmbezirk 04,4,FW,19,27,17
Stimmbezirk 04,4,FW,20,26,19
Stimmbezirk 04,4,FW,21,24,25
Stimmbezirk 04,4,FW,22,26,20
Stimmbezirk 04,4,FW,23,23,26
Stimmbezirk 04,4,FW,24,22,27
Stimmbezirk 04,4,FW,25,25,22
Stimmbezirk 04,4,FW,26,28,15
Stimmbezirk 04,4,FW,27,21,28
Stimmbezirk 04,4,FW,28,21,29
Stimmbezirk 04,4,FW,29,21,30
Stimmbezirk 04,4,FW,30,44,4
Stimmbezirk 04,4,Grüne,1,95,1
