stimmbezirk,stimmbezirkNr,partei,listenNr,stimmen,erreichterPlatz
Stimmbezirk 11,11,Grüne,14,30,20
Stimmbezirk 11,11,Grüne,15,36,16
Stimmbezirk 11,11,Grüne,16,28,23
Stimmbezirk 11,11,Grüne,17,29,21
Stimmbezirk 11,11,Grüne,18,43,10
Stimmbezirk 11,11,Grüne,19,45,8
Stimmbezirk 11,11,Grüne,20,42,11
Stimmbezirk 11,11,Grüne,21,23,28
Stimmbezirk 11,11,Grüne,22,35,17
Stimmbezirk 11,11,Grüne,23,22,29
Stimmbezirk 11,11,Grüne,24,31,19
Stimmbezirk 11,11,Grüne,25,24,27
Stimmbezirk 11,11,Grüne,26,42,12
Stimmbezirk 11,11,Grüne,27,29,22
Stimmbezirk 11,11,Grüne,28,22,30
Stimmbezirk 11,11,Grüne,29,34,18
Stimmbezirk 11,11,Grüne,30,25,26
Stimmbezirk 11,11,SPD,1,115,1
Stimmbezirk 11,11,SPD,2,45,5
Stimmbezirk 11,11,SPD,3,82,2
Stimmbezirk 11,11,SPD,4,55,3
Stimmbezirk 11,11,SPD,5,44,6
Stimmbezirk 11,11,SPD,6,52,4
Stimmbezirk 11,11,SPD,7,43,7
Stimmbezirk 11,11,SPD,8,31,11
Stimmbezirk 11,11,SPD,9,34,10
Stimmbezirk 11,11,SPD,10,24,14
Stimmbezirk 11,11,SPD,11,24,15
Stimmbezirk 11,11,SPD,12,21,19
Stimmbezirk 11,11,SPD,13,19,22
Stimmbezirk 11,11,SPD,14,25,13
Stimmbezirk 11,11,SPD,15,37,9
Stimmbezirk 11,11,SPD,16,43,8
Stimmbezirk 11,11,SPD,17,24,16
Stimmbezirk 11,11,SPD,18,14,25
Stimmbezirk 11,11,SPD,19,21,20
Stimmbezirk 11,11,SPD,20,20,21
Stimmbezirk 11,11,SPD,21,13,29
Stimmbezirk 11,11,SPD,22,30,12
Stimmbezirk 11,11,SPD,23,12,30
Stimmbezirk 11,11,SPD,24,18,24
Stimmbezirk 11,11,SPD,25,24,17
Stimmbezirk 11,11,SPD,26,14,26
Stimmbezirk 11,11,SPD,27,14,27
Stimmbezirk 11,11,SPD,28,14,28
Stimmbezirk 11,11,SPD,29,22,18
Stimmbezirk 11,11,SPD,30,19,23
Stimmbezirk 11,11,FDP,1,33,1
Stimmbezirk 11,11,FDP,2,22,4
Stimmbezirk 11,11,FDP,3,18,6
Stimmbezirk 11,11,FDP,4,19,5
Stimmbezirk 11,11,FDP,5,12,8
Stimmbezirk 11,11,FDP,6,29,2
Stimmbezirk 11,11,FDP,7,12,9
Stimmbezirk 11,11,FDP,8,14,7
Stimmbezirk 11,11,FDP,9,28,3
Stimmbezirk 11,11,FDP,10,7,13
Stimmbezirk 11,11,FDP,11,9,11
Stimmbezirk 11,11,FDP,12,7,14
Stimmbezirk 11,11,FDP,13,7,15
Stimmbezirk 11,11,FDP,14,10,10
Stimmbezirk 11,11,FDP,15,7,16
Stimmbezirk 11,11,FDP,16,5,20
Stimmbezirk 11,11,FDP,17,6,18
Stimmbezirk 11,11,FDP,18,7,17
Stimmbezirk 11,11,FDP,19,6,19
Stimmbezirk 11,11,FDP,20,4,21
Stimmbezirk 11,11,FDP,21,9,12
Stimmbezirk 12,12,CSU,1,114,1
Stimmbezirk 12,12,CSU,2,73,7
Stimmbezirk 12,12,CSU,3,83,3
Stimmbezirk 12,12,CSU,4,88,2
Stimmbezirk 12,12,CSU,5,75,6
Stimmbezirk 12,12,CSU,6,51,14
Stimmbezirk 12,12,CSU,7,59,9
Stimmbezirk 12,12,CSU,8,58,10
Stimmbezirk 12,12,CSU,9,54,11
Stimmbezirk 12,12,CSU,10,46,18
Stimmbezirk 12,12,CSU,11,54,12
Stimmbezirk 12,12,CSU,12,54,13
Stimmbezirk 12,12,CSU,13,46,19
Stimmbezirk 12,12,CSU,14,76,5
Stimmbezirk 12,12,CSU,15,47,16
Stimmbezirk 12,12,CSU,16,43,23
Stimmbezirk 12,12,CSU,17,46,20
Stimmbezirk 12,12,CSU,18,69,8
Stimmbezirk 12,12,CSU,19,82,4
Stimmbezirk 12,12,CSU,20,43,24
Stimmbezirk 12,12,CSU,21,44,22
Stimmbezirk 12,12,CSU,22,40,26
Stimmbezirk 12,12,CSU,23,45,21
Stimmbezirk 12,12,CSU,24,37,28
Stimmbezirk 12,12,CSU,25,50,15
Stimmbezirk 12,12,CSU,26,33,30
Stimmbezirk 12,12,CSU,27,41,25
Stimmbezirk 12,12,CSU,28,39,27
Stimmbezirk 12,12,CSU,29,47,17
Stimmbezirk 12,12,CSU,30,36,29
Stimmbezirk 12,12,FW,1,55,1
Stimmbezirk 12,12,FW,2,31,5
Stimmbezirk 12,12,FW,3,33,3
Stimmbezirk 12,12,FW,4,18,12
Stimmbezirk 12,12,FW,5,44,2
Stimmbezirk 12,12,FW,6,15,22
Stimmbezirk 12,12,FW,7,14,23
Stimmbezirk 12,12,FW,8,17,16
Stimmbezirk 12,12,FW,9,18,13
Stimmbezirk 12,12,FW,10,20,9
Stimmbezirk 12,12,FW,11,19,11
Stimmbezirk 12,12,FW,12,20,10
Stimmbezirk 12,12,FW,13,14,24
Stimmbezirk 12,12,FW,14,14,25
Stimmbezirk 12,12,FW,15,14,26
Stimmbezirk 12,12,FW,16,17,17
Stimmbezirk 12,12,FW,17,14,27
Stimmbezirk 12,12,FW,18,14,28
Stimmbezirk 12,12,FW,19,21,7
Stimmbezirk 12,12,FW,20,24,6
Stimmbezirk 12,12,FW,21,18,14
Stimmbezirk 12,12,FW,22,21,8
Stimmbezirk 12,12,FW,23,18,15
Stimmbezirk 12,12,FW,24,14,29
Stimmbezirk 12,12,FW,25,16,18
Stimmbezirk 12,12,FW,26,16,19
Stimmbezirk 12,12,FW,27,13,30
Stimmbezirk 12,12,FW,28,16,20
Stimmbezirk 12,12,FW,29,16,21
Stimmbezirk 12,12,FW,30,33,4
Stimmbezirk 12,12,Grüne,1,37,2
Stimmbezirk 12,12,Grüne,2,33,4
Stimmbezirk 12,12,Grüne,3,29,6
Stimmbezirk 12,12,Grüne,4,24,12
Stimmbezirk 12,12,Grüne,5,27,8
Stimmbezirk 12,12,Grüne,6,32,5
Stimmbezirk 12,12,Grüne,7,29,7
Stimmbezirk 12,12,Grüne,8,43,1
Stimmbezirk 12,12,Grüne,9,36,3
Stimmbezirk 12,12,Grüne,10,21,17
Stimmbezirk 12,12,Grüne,11,25,10
Stimmbezirk 12,12,Grüne,12,24,13
Stimmbezirk 12,12,Grüne,13,27,9
Stimmbezirk 12,12,Grüne,14,25,11
Stimmbezirk 12,12,Grüne,15,19,21
Stimmbezirk 12,12,Grüne,16,22,15
Stimmbezirk 12,12,Grüne,17,20,19
Stimmbezirk 12,12,Grüne,18,20,20
Stimmbezirk 12,12,Grüne,19,18,23
Stimmbezirk 12,12,Grüne,20,23,14
Stimmbezirk 12,12,Grüne,21,16,27
Stimmbezirk 12,12,Grüne,22,19,22
Stimmbezirk 12,12,Grüne,23,22,16
Stimmbezirk 12,12,Grüne,24,18,24
Stimmbezirk 12,12,Grüne,25,17,25
Stimmbezirk 12,12,Grüne,26,17,26
Stimmbezirk 12,12,Grüne,27,14,29
Stimmbezirk 12,12,Grüne,28,13,30
Stimmbezirk 12,12,Grüne,29,16,28
Stimmbezirk 12,12,Grüne,30,21,18
Stimmbezirk 12,12,SPD,1,91,1
Stimmbezirk 12,12,SPD,2,49,2
Stimmbezirk 12,12,SPD,3,42,4
Stimmbezirk 12,12,SPD,4,36,6
Stimmbezirk 12,12,SPD,5,44,3
Stimmbezirk 12,12,SPD,6,39,5
Stimmbezirk 12,12,SPD,7,32,9
Stimmbezirk 12,12,SPD,8,34,8
Stimmbezirk 12,12,SPD,9,35,7
Stimmbezirk 12,12,SPD,10,29,11
Stimmbezirk 12,12,SPD,11,28,13
Stimmbezirk 12,12,SPD,12,31,10
Stimmbezirk 12,12,SPD,13,27,16
Stimmbezirk 12,12,SPD,14,29,12
Stimmbezirk 12,12,SPD,15,28,14
Stimmbezirk 12,12,SPD,16,28,15
Stimmbezirk 12,12,SPD,17,24,21
Stimmbezirk 12,12,SPD,18,26,17
Stimmbezirk 12,12,SPD,19,24,22
Stimmbezirk 12,12,SPD,20,23,23
Stimmbezirk 12,12,SPD,21,23,24
Stimmbezirk 12,12,SPD,22,25,18
Stimmbezirk 12,12,SPD,23,22,26
Stimmbezirk 12,12,SPD,24,22,27
Stimmbezirk 12,12,SPD,25,22,28
Stimmbezirk 12,12,SPD,26,25,19
Stimmbezirk 12,12,SPD,27,23,25
Stimmbezirk 12,12,SPD,28,25,20
Stimmbezirk 12,12,SPD,29,22,29
Stimmbezirk 12,12,SPD,30,22,30
Stimmbezirk 12,12,FDP,1,12,4
Stimmbezirk 12,12,FDP,2,22,2
Stimmbezirk 12,12,FDP,3,7,6
Stimmbezirk 12,12,FDP,4,16,3
Stimmbezirk 12,12,FDP,5,6,7
Stimmbezirk 12,12,FDP,6,32,1
Stimmbezirk 12,12,FDP,7,5,9
Stimmbezirk 12,12,FDP,8,6,8
Stimmbezirk 12,12,FDP,9,8,5
Stimmbezirk 12,12,FDP,10,2,11
Stimmbezirk 12,12,FDP,11,2,12
Stimmbezirk 12,12,FDP,12,2,13
Stimmbezirk 12,12,FDP,13,2,14
Stimmbezirk 12,12,FDP,14,5,10
Stimmbezirk 12,12,FDP,15,2,15
Stimmbezirk 12,12,FDP,16,2,16
Stimmbezirk 12,12,FDP,17,2,17
Stimmbezirk 12,12,FDP,18,2,18
Stimmbezirk 12,12,FDP,19,2,19
Stimmbezirk 12,12,FDP,20,2,20
Stimmbezirk 12,12,FDP,21,2,21
Stimmbezirk 13,13,CSU,1,110,1
Stimmbezirk 13,13,CSU,2,95,5
Stimmbezirk 13,13,CSU,3,94,6
Stimmbezirk 13,13,CSU,4,91,7
Stimmbezirk 13,13,CSU,5,86,8
Stimmbezirk 13,13,CSU,6,75,12
Stimmbezirk 13,13,CSU,7,81,10
Stimmbezirk 13,13,CSU,8,85,9
Stimmbezirk 13,13,CSU,9,97,4
Stimmbezirk 13,13,CSU,10,67,17
Stimmbezirk 13,13,CSU,11,64,20
Stimmbezirk 13,13,CSU,12,70,15
Stimmbezirk 13,13,CSU,13,71,14
Stimmbezirk 13,13,CSU,14,65,18
Stimmbezirk 13,13,CSU,15,106,2
Stimmbezirk 13,13,CSU,16,79,11
Stimmbezirk 13,13,CSU,17,72,13
Stimmbezirk 13,13,CSU,18,99,3
Stimmbezirk 13,13,CSU,19,65,19
Stimmbezirk 13,13,CSU,20,70,16
Stimmbezirk 13,13,CSU,21,54,24
Stimmbezirk 13,13,CSU,22,51,28
Stimmbezirk 13,13,CSU,23,46,30
Stimmbezirk 13,13,CSU,24,52,26
Stimmbezirk 13,13,CSU,25,55,23
Stimmbezirk 13,13,CSU,26,54,25
Stimmbezirk 13,13,CSU,27,51,29
Stimmbezirk 13,13,CSU,28,57,21
Stimmbezirk 13,13,CSU,29,52,27
Stimmbezirk 13,13,CSU,30,56,22
Stimmbezirk 13,13,FW,1,63,1
Stimmbezirk 13,13,FW,2,21,6
Stimmbezirk 13,13,FW,3,34,3
Stimmbezirk 13,13,FW,4,18,9
Stimmbezirk 13,13,FW,5,54,2
Stimmbezirk 13,13,FW,6,18,10
Stimmbezirk 13,13,FW,7,16,14
Stimmbezirk 13,13,FW,8,17,13
Stimmbezirk 13,13,FW,9,12,23
Stimmbezirk 13,13,FW,10,18,11
Stimmbezirk 13,13,FW,11,15,18
Stimmbezirk 13,13,FW,12,15,19
Stimmbezirk 13,13,FW,13,11,29
Stimmbezirk 13,13,FW,14,18,12
Stimmbezirk 13,13,FW,15,12,24
Stimmbezirk 13,13,FW,16,11,30
Stimmbezirk 13,13,FW,17,12,25
Stimmbezirk 13,13,FW,18,14,21
Stimmbezirk 13,13,FW,19,16,15
Stimmbezirk 13,13,FW,20,16,16
Stimmbezirk 13,13,FW,21,12,26
Stimmbezirk 13,13,FW,22,12,27
Stimmbezirk 13,13,FW,23,19,7
Stimmbezirk 13,13,FW,24,16,17
Stimmbezirk 13,13,FW,25,13,22
Stimmbezirk 13,13,FW,26,15,20
Stimmbezirk 13,13,FW,27,12,28
Stimmbezirk 13,13,FW,28,19,8
Stimmbezirk 13,13,FW,29,23,5
Stimmbezirk 13,13,FW,30,31,4
Stimmbezirk 13,13,Grüne,1,65,2
Stimmbezirk 13,13,Grüne,2,52,8
Stimmbezirk 13,13,Grüne,3,77,1
Stimmbezirk 13,13,Grüne,4,59,5
Stimmbezirk 13,13,Grüne,5,48,11
Stimmbezirk 13,13,Grüne,6,58,7
Stimmbezirk 13,13,Grüne,7,59,6
Stimmbezirk 13,13,Grüne,8,64,3
Stimmbezirk 13,13,Grüne,9,49,10
Stimmbezirk 13,13,Grüne,10,46,12
Stimmbezirk 13,13,Grüne,11,38,16
Stimmbezirk 13,13,Grüne,12,33,22
Stimmbezirk 13,13,Grüne,13,39,15
Stimmbezirk 13,13,Grüne,14,31,24
Stimmbezirk 13,13,Grüne,15,38,17
Stimmbezirk 13,13,Grüne,16,35,19
Stimmbezirk 13,13,Grüne,17,41,14
Stimmbezirk 13,13,Grüne,18,60,4
Stimmbezirk 13,13,Grüne,19,50,9
Stimmbezirk 13,13,Grüne,20,45,13
Stimmbezirk 13,13,Grüne,21,30,25
Stimmbezirk 13,13,Grüne,22,37,18
Stimmbezirk 13,13,Grüne,23,30,26
Stimmbezirk 13,13,Grüne,24,30,27
Stimmbezirk 13,13,Grüne,25,29,29
Stimmbezirk 13,13,Grüne,26,35,20
Stimmbezirk 13,13,Grüne,27,30,28
Stimmbezirk 13,13,Grüne,28,35,21
Stimmbezirk 13,13,Grüne,29,33,23
Stimmbezirk 13,13,Grüne,30,28,30
Stimmbezirk 13,13,SPD,1,141,1
Stimmbezirk 13,13,SPD,2,69,3
Stimmbezirk 13,13,SPD,3,91,2
Stimmbezirk 13,13,SPD,4,56,6
Stimmbezirk 13,13,SPD,5,57,5
Stimmbezirk 13,13,SPD,6,50,7
Stimmbezirk 13,13,SPD,7,62,4
Stimmbezirk 13,13,SPD,8,45,9
Stimmbezirk 13,13,SPD,9,50,8
Stimmbezirk 13,13,SPD,10,41,10
Stimmbezirk 13,13,SPD,11,33,18
Stimmbezirk 13,13,SPD,12,34,16
Stimmbezirk 13,13,SPD,13,39,12
Stimmbezirk 13,13,SPD,14,32,19
Stimmbezirk 13,13,SPD,15,35,14
Stimmbezirk 13,13,SPD,16,35,15
Stimmbezirk 13,13,SPD,17,34,17
Stimmbezirk 13,13,SPD,18,28,25
Stimmbezirk 13,13,SPD,19,29,22
Stimmbezirk 13,13,SPD,20,26,28
Stimmbezirk 13,13,SPD,21,24,30
Stimmbezirk 13,13,SPD,22,40,11
Stimmbezirk 13,13,SPD,23,30,21
Stimmbezirk 13,13,SPD,24,31,20
Stimmbezirk 13,13,SPD,25,28,26
Stimmbezirk 13,13,SPD,26,25,29
Stimmbezirk 13,13,SPD,27,29,23
Stimmbezirk 13,13,SPD,28,27,27
Stimmbezirk 13,13,SPD,29,37,13
Stimmbezirk 13,13,SPD,30,29,24
Stimmbezirk 13,13,FDP,1,41,2
Stimmbezirk 13,13,FDP,2,21,6
Stimmbezirk 13,13,FDP,3,35,3
Stimmbezirk 13,13,FDP,4,25,4
Stimmbezirk 13,13,FDP,5,21,7
Stimmbezirk 13,13,FDP,6,52,1
Stimmbezirk 13,13,FDP,7,17,8
Stimmbezirk 13,13,FDP,8,16,9
Stimmbezirk 13,13,FDP,9,22,5
Stimmbezirk 13,13,FDP,10,9,14
Stimmbezirk 13,13,FDP,11,12,10
Stimmbezirk 13,13,FDP,12,9,15
Stimmbezirk 13,13,FDP,13,8,17
Stimmbezirk 13,13,FDP,14,10,12
Stimmbezirk 13,13,FDP,15,8,18
Stimmbezirk 13,13,FDP,16,8,19
Stimmbezirk 13,13,FDP,17,8,20
Stimmbezirk 13,13,FDP,18,11,11
Stimmbezirk 13,13,FDP,19,7,21
Stimmbezirk 13,13,FDP,20,10,13
Stimmbezirk 13,13,FDP,21,9,16
Stimmbezirk 14,14,CSU,1,98,3
Stimmbezirk 14,14,CSU,2,81,10
Stimmbezirk 14,14,CSU,3,87,6
Stimmbezirk 14,14,CSU,4,112,1
Stimmbezirk 14,14,CSU,5,82,9
Stimmbezirk 14,14,CSU,6,75,16
Stimmbezirk 14,14,CSU,7,88,5
Stimmbezirk 14,14,CSU,8,100,2
Stimmbezirk 14,14,CSU,9,91,4
Stimmbezirk 14,14,CSU,10,67,23
Stimmbezirk 14,14,CSU,11,75,17
Stimmbezirk 14,14,CSU,12,79,11
Stimmbezirk 14,14,CSU,13,74,18
Stimmbezirk 14,14,CSU,14,73,19
Stimmbezirk 14,14,CSU,15,87,7
Stimmbezirk 14,14,CSU,16,79,12
Stimmbezirk 14,14,CSU,17,69,20
Stimmbezirk 14,14,CSU,18,87,8
Stimmbezirk 14,14,CSU,19,77,15
Stimmbezirk 14,14,CSU,20,65,25
Stimmbezirk 14,14,CSU,21,68,21
Stimmbezirk 14,14,CSU,22,67,24
Stimmbezirk 14,14,CSU,23,52,30
Stimmbezirk 14,14,CSU,24,53,29
Stimmbezirk 14,14,CSU,25,78,14
Stimmbezirk 14,14,CSU,26,68,22
Stimmbezirk 14,14,CSU,27,55,27
Stimmbezirk 14,14,CSU,28,54,28
Stimmbezirk 14,14,CSU,29,79,13
Stimmbezirk 14,14,CSU,30,60,26
Stimmbezirk 14,14,FW,1,79,1
Stimmbezirk 14,14,FW,2,24,12
Stimmbezirk 14,14,FW,3,53,3
Stimmbezirk 14,14,FW,4,25,11
Stimmbezirk 14,14,FW,5,69,2
Stimmbezirk 14,14,FW,6,33,5
Stimmbezirk 14,14,FW,7,31,7
Stimmbezirk 14,14,FW,8,19,17
Stimmbezirk 14,14,FW,9,32,6
Stimmbezirk 14,14,FW,10,19,18
Stimmbezirk 14,14,FW,11,22,13
Stimmbezirk 14,14,FW,12,20,15
Stimmbezirk 14,14,FW,13,18,20
Stimmbezirk 14,14,FW,14,17,22
Stimmbezirk 14,14,FW,15,26,8
Stimmbezirk 14,14,FW,16,17,23
Stimmbezirk 14,14,FW,17,16,24
Stimmbezirk 14,14,FW,18,20,16
Stimmbezirk 14,14,FW,19,26,9
Stimmbezirk 14,14,FW,20,21,14
Stimmbezirk 14,14,FW,21,16,25
Stimmbezirk 14,14,FW,22,14,27
Stimmbezirk 14,14,FW,23,19,19
Stimmbezirk 14,14,FW,24,16,26
Stimmbezirk 14,14,FW,25,13,29
Stimmbezirk 14,14,FW,26,14,28
Stimmbezirk 14,14,FW,27,13,30
Stimmbezirk 14,14,FW,28,18,21
Stimmbezirk 14,14,FW,29,26,10
Stimmbezirk 14,14,FW,30,44,4
Stimmbezirk 14,14,Grüne,1,90,1
Stimmbezirk 14,14,Grüne,2,62,5
Stimmbezirk 14,14,Grüne,3,81,2
Stimmbezirk 14,14,Grüne,4,65,4
Stimmbezirk 14,14,Grüne,5,47,11
Stimmbezirk 14,14,Grüne,6,61,6
Stimmbezirk 14,14,Grüne,7,75,3
Stimmbezirk 14,14,Grüne,8,60,7
Stimmbezirk 14,14,Grüne,9,48,10
Stimmbezirk 14,14,Grüne,10,32,22
Stimmbezirk 14,14,Grüne,11,49,9
Stimmbezirk 14,14,Grüne,12,29,28
Stimmbezirk 14,14,Grüne,13,31,24
Stimmbezirk 14,14,Grüne,14,32,23
Stimmbezirk 14,14,Grüne,15,35,17
Stimmbezirk 14,14,Grüne,16,29,29
Stimmbezirk 14,14,Grüne,17,34,19
Stimmbezirk 14,14,Grüne,18,53,8
Stimmbezirk 14,14,Grüne,19,45,12
Stimmbezirk 14,14,Grüne,20,41,15
Stimmbezirk 14,14,Grüne,21,30,27
Stimmbezirk 14,14,Grüne,22,35,18
Stimmbezirk 14,14,Grüne,23,45,13
Stimmbezirk 14,14,Grüne,24,42,14
Stimmbezirk 14,14,Grüne,25,26,30
Stimmbezirk 14,14,Grüne,26,33,20
Stimmbezirk 14,14,Grüne,27,31,25
Stimmbezirk 14,14,Grüne,28,31,26
Stimmbezirk 14,14,Grüne,29,40,16
Stimmbezirk 14,14,Grüne,30,33,21
Stimmbezirk 14,14,SPD,1,151,1
Stimmbezirk 14,14,SPD,2,76,3
Stimmbezirk 14,14,SPD,3,84,2
Stimmbezirk 14,14,SPD,4,64,6
Stimmbezirk 14,14,SPD,5,69,5
Stimmbezirk 14,14,SPD,6,71,4
Stimmbezirk 14,14,SPD,7,54,9
Stimmbezirk 14,14,SPD,8,44,14
Stimmbezirk 14,14,SPD,9,58,7
Stimmbezirk 14,14,SPD,10,56,8
Stimmbezirk 14,14,SPD,11,45,13
Stimmbezirk 14,14,SPD,12,40,17
Stimmbezirk 14,14,SPD,13,40,18
Stimmbezirk 14,14,SPD,14,42,15
Stimmbezirk 14,14,SPD,15,49,11
Stimmbezirk 14,14,SPD,16,38,21
Stimmbezirk 14,14,SPD,17,51,10
Stimmbezirk 14,14,SPD,18,36,22
Stimmbezirk 14,14,SPD,19,41,16
Stimmbezirk 14,14,SPD,20,46,12
Stimmbezirk 14,14,SPD,21,36,23
Stimmbezirk 14,14,SPD,22,34,25
Stimmbezirk 14,14,SPD,23,32,27
Stimmbezirk 14,14,SPD,24,36,24
Stimmbezirk 14,14,SPD,25,30,28
Stimmbezirk 14,14,SPD,26,34,26
Stimmbezirk 14,14,SPD,27,30,29
Stimmbezirk 14,14,SPD,28,29,30
Stimmbezirk 14,14,SPD,29,40,19
Stimmbezirk 14,14,SPD,30,40,20
Stimmbezirk 14,14,FDP,1,33,2
Stimmbezirk 14,14,FDP,2,22,4
Stimmbezirk 14,14,FDP,3,26,3
Stimmbezirk 14,14,FDP,4,15,9
Stimmbezirk 14,14,FDP,5,18,7
Stimmbezirk 14,14,FDP,6,41,1
Stimmbezirk 14,14,FDP,7,19,6
Stimmbezirk 14,14,FDP,8,20,5
Stimmbezirk 14,14,FDP,9,17,8
Stimmbezirk 14,14,FDP,10,7,16
Stimmbezirk 14,14,FDP,11,7,17
Stimmbezirk 14,14,FDP,12,7,18
Stimmbezirk 14,14,FDP,13,7,19
Stimmbezirk 14,14,FDP,14,12,11
Stimmbezirk 14,14,FDP,15,8,15
Stimmbezirk 14,14,FDP,16,10,13
Stimmbezirk 14,14,FDP,17,9,14
Stimmbezirk 14,14,FDP,18,7,20
Stimmbezirk 14,14,FDP,19,6,21
Stimmbezirk 14,14,FDP,20,15,10
Stimmbezirk 14,14,FDP,21,11,12
Stimmbezirk 15,15,CSU,1,93,1
Stimmbezirk 15,15,CSU,2,75,2
Stimmbezirk 15,15,CSU,3,65,6
Stimmbezirk 15,15,CSU,4,70,5
Stimmbezirk 15,15,CSU,5,62,8
Stimmbezirk 15,15,CSU,6,63,7
Stimmbezirk 15,15,CSU,7,60,10
Stimmbezirk 15,15,CSU,8,54,15
Stimmbezirk 15,15,CSU,9,72,4
Stimmbezirk 15,15,CSU,10,61,9
Stimmbezirk 15,15,CSU,11,48,20
Stimmbezirk 15,15,CSU,12,48,21
Stimmbezirk 15,15,CSU,13,52,18
Stimmbezirk 15,15,CSU,14,46,24
Stimmbezirk 15,15,CSU,15,75,3
Stimmbezirk 15,15,CSU,16,57,13
Stimmbezirk 15,15,CSU,17,60,11
Stimmbezirk 15,15,CSU,18,58,12
Stimmbezirk 15,15,CSU,19,54,16
Stimmbezirk 15,15,CSU,20,46,25
Stimmbezirk 15,15,CSU,21,47,23
Stimmbezirk 15,15,CSU,22,41,30
Stimmbezirk 15,15,CSU,23,44,27
Stimmbezirk 15,15,CSU,24,43,29
Stimmbezirk 15,15,CSU,25,57,14
Stimmbezirk 15,15,CSU,26,49,19
Stimmbezirk 15,15,CSU,27,54,17
Stimmbezirk 15,15,CSU,28,46,26
Stimmbezirk 15,15,CSU,29,48,22
Stimmbezirk 15,15,CSU,30,44,28
Stimmbezirk 15,15,FW,1,43,3
Stimmbezirk 15,15,FW,2,28,6
Stimmbezirk 15,15,FW,3,41,4
Stimmbezirk 15,15,FW,4,29,5
Stimmbezirk 15,15,FW,5,51,1
Stimmbezirk 15,15,FW,6,26,8
Stimmbezirk 15,15,FW,7,25,13
Stimmbezirk 15,15,FW,8,23,19
Stimmbezirk 15,15,FW,9,23,20
Stimmbezirk 15,15,FW,10,22,26
Stimmbezirk 15,15,FW,11,25,14
Stimmbezirk 15,15,FW,12,23,21
Stimmbezirk 15,15,FW,13,22,27
Stimmbezirk 15,15,FW,14,26,9
Stimmbezirk 15,15,FW,15,24,17
Stimmbezirk 15,15,FW,16,25,15
Stimmbezirk 15,15,FW,17,22,28
Stimmbezirk 15,15,FW,18,27,7
Stimmbezirk 15,15,FW,19,24,18
Stimmbezirk 15,15,FW,20,25,16
Stimmbezirk 15,15,FW,21,22,29
Stimmbezirk 15,15,FW,22,23,22
Stimmbezirk 15,15,FW,23,23,23
Stimmbezirk 15,15,FW,24,26,10
Stimmbezirk 15,15,FW,25,26,11
Stimmbezirk 15,15,FW,26,23,24
Stimmbezirk 15,15,FW,27,21,30
Stimmbezirk 15,15,FW,28,26,12
Stimmbezirk 15,15,FW,29,23,25
Stimmbezirk 15,15,FW,30,45,2
Stimmbezirk 15,15,Grüne,1,59,1
Stimmbezirk 15,15,Grüne,2,26,12
Stimmbezirk 15,15,Grüne,3,57,2
Stimmbezirk 15,15,Grüne,4,33,5
Stimmbezirk 15,15,Grüne,5,26,13
Stimmbezirk 15,15,Grüne,6,39,3
Stimmbezirk 15,15,Grüne,7,36,4
Stimmbezirk 15,15,Grüne,8,33,6
Stimmbezirk 15,15,Grüne,9,29,8
Stimmbezirk 15,15,Grüne,10,24,14
Stimmbezirk 15,15,Grüne,11,17,26
Stimmbezirk 15,15,Grüne,12,20,18
Stimmbezirk 15,15,Grüne,13,24,15
Stimmbezirk 15,15,Grüne,14,20,19
Stimmbezirk 15,15,Grüne,15,20,20
Stimmbezirk 15,15,Grüne,16,27,10
Stimmbezirk 15,15,Grüne,17,20,21
Stimmbezirk 15,15,Grüne,18,22,16
Stimmbezirk 15,15,Grüne,19,32,7
Stimmbezirk 15,15,Grüne,20,28,9
Stimmbezirk 15,15,Grüne,21,19,22
Stimmbezirk 15,15,Grüne,22,17,27
Stimmbezirk 15,15,Grüne,23,19,23
Stimmbezirk 15,15,Grüne,24,18,25
Stimmbezirk 15,15,Grüne,25,19,24
Stimmbezirk 15,15,Grüne,26,27,11
Stimmbezirk 15,15,Grüne,27,21,17
Stimmbezirk 15,15,Grüne,28,15,29
Stimmbezirk 15,15,Grüne,29,14,30
Stimmbezirk 15,15,Grüne,30,17,28
Stimmbezirk 15,15,SPD,1,138,1
Stimmbezirk 15,15,SPD,2,60,5
Stimmbezirk 15,15,SPD,3,77,3
Stimmbezirk 15,15,SPD,4,55,8
Stimmbezirk 15,15,SPD,5,89,2
Stimmbezirk 15,15,SPD,6,60,6
Stimmbezirk 15,15,SPD,7,57,7
Stimmbezirk 15,15,SPD,8,48,12
Stimmbezirk 15,15,SPD,9,67,4
Stimmbezirk 15,15,SPD,10,50,11
Stimmbezirk 15,15,SPD,11,52,9
Stimmbezirk 15,15,SPD,12,45,13
Stimmbezirk 15,15,SPD,13,41,18
Stimmbezirk 15,15,SPD,14,43,17
Stimmbezirk 15,15,SPD,15,51,10
Stimmbezirk 15,15,SPD,16,44,15
Stimmbezirk 15,15,SPD,17,45,14
Stimmbezirk 15,15,SPD,18,37,23
Stimmbezirk 15,15,SPD,19,36,26
Stimmbezirk 15,15,SPD,20,37,24
Stimmbezirk 15,15,SPD,21,35,28
Stimmbezirk 15,15,SPD,22,41,19
Stimmbezirk 15,15,SPD,23,44,16
Stimmbezirk 15,15,SPD,24,41,20
Stimmbezirk 15,15,SPD,25,37,25
