datum,einrichtung,altersgruppe,erstimpfungen,zweitimpfungen,drittimpfungen,viertimpfungen
2022-03-10,Impfzentrum,50-59,9857,9685,11390,32
2022-03-10,Impfzentrum,60-69,5923,5572,6619,36
2022-03-10,Impfzentrum,70-79,7462,6817,4390,198
2022-03-10,Impfzentrum,80+,7757,7303,2999,328
2022-03-11,Impfzentrum,0-19,8131,7843,3793,1
2022-03-11,Impfzentrum,20-29,6801,7184,7368,11
2022-03-11,Impfzentrum,30-39,7985,8102,8365,16
2022-03-11,Impfzentrum,40-49,8054,7996,9616,24
2022-03-11,Impfzentrum,50-59,9857,9686,11393,33
2022-03-11,Impfzentrum,60-69,5923,5574,6620,38
2022-03-11,Impfzentrum,70-79,7462,6817,4393,215
2022-03-11,Impfzentrum,80+,7757,7303,3002,348
2022-03-12,Impfzentrum,0-19,8142,7858,3824,2
2022-03-12,Impfzentrum,20-29,6801,7184,7387,11
2022-03-12,Impfzentrum,30-39,7989,8103,8383,17
2022-03-12,Impfzentrum,40-49,8056,7999,9626,24
2022-03-12,Impfzentrum,50-59,9858,9689,11413,38
2022-03-12,Impfzentrum,60-69,5924,5574,6622,50
2022-03-12,Impfzentrum,70-79,7462,6817,4397,240
2022-03-12,Impfzentrum,80+,7757,7303,3003,369
2022-03-13,Impfzentrum,0-19,8142,7860,3826,2
2022-03-13,Impfzentrum,20-29,6801,7184,7388,11
2022-03-13,Impfzentrum,30-39,7989,8103,8384,18
2022-03-13,Impfzentrum,40-49,8056,7999,9628,24
2022-03-13,Impfzentrum,50-59,9858,9691,11413,38
2022-03-13,Impfzentrum,60-69,5924,5574,6622,50
2022-03-13,Impfzentrum,70-79,7462,6817,4397,242
2022-03-13,Impfzentrum,80+,7757,7303,3003,371
2022-03-14,Impfzentrum,0-19,8143,7867,3827,2
2022-03-14,Impfzentrum,20-29,6801,7185,7393,11
2022-03-14,Impfzentrum,30-39,7989,8103,8391,19
2022-03-14,Impfzentrum,40-49,8057,7999,9635,27
2022-03-14,Impfzentrum,50-59,9858,9692,11416,38
2022-03-14,Impfzentrum,60-69,5924,5574,6627,53
2022-03-14,Impfzentrum,70-79,7462,6818,4401,254
2022-03-14,Impfzentrum,80+,7757,7303,3003,393
2022-03-15,Impfzentrum,0-19,8146,7871,3834,2
2022-03-15,Impfzentrum,20-29,6802,7189,7402,11
2022-03-15,Impfzentrum,30-39,7990,8104,8398,20
2022-03-15,Impfzentrum,40-49,8060,7999,9642,28
2022-03-15,Impfzentrum,50-59,9858,9694,11418,40
2022-03-15,Impfzentrum,60-69,5925,5574,6629,59
2022-03-15,Impfzentrum,70-79,7462,6818,4401,280
2022-03-15,Impfzentrum,80+,7757,7303,3003,421
2022-03-16,Impfzentrum,0-19,8152,7875,3840,3
2022-03-16,Impfzentrum,20-29,6804,7193,7410,11
2022-03-16,Impfzentrum,30-39,7991,8104,8410,20
2022-03-16,Impfzentrum,40-49,8062,8001,9649,30
2022-03-16,Impfzentrum,50-59,9859,9695,11420,42
2022-03-16,Impfzentrum,60-69,5925,5574,6632,64
2022-03-16,Impfzentrum,70-79,7462,6818,4403,304
2022-03-16,Impfzentrum,80+,7757,7303,3008,471
2022-03-17,Impfzentrum,0-19,8155,7879,3842,3
2022-03-17,Impfzentrum,20-29,6807,7196,7419,11
2022-03-17,Impfzentrum,30-39,7995,8105,8415,21
2022-03-17,Impfzentrum,40-49,8063,8003,9654,34
2022-03-17,Impfzentrum,50-59,9861,9695,11428,45
2022-03-17,Impfzentrum,60-69,5925,5574,6634,69
2022-03-17,Impfzentrum,70-79,7462,6818,4404,324
2022-03-17,Impfzentrum,80+,7757,7303,3009,517
2022-03-18,Impfzentrum,0-19,8168,7879,3846,3
2022-03-18,Impfzentrum,20-29,6808,7197,7422,13
2022-03-18,Impfzentrum,30-39,7998,8105,8421,25
2022-03-18,Impfzentrum,40-49,8067,8004,9657,41
2022-03-18,Impfzentrum,50-59,9861,9697,11433,48
2022-03-18,Impfzentrum,60-69,5927,5576,6636,77
2022-03-18,Impfzentrum,70-79,7462,6818,4405,348
2022-03-18,Impfzentrum,80+,7757,7303,3010,558
2022-03-19,Impfzentrum,0-19,8171,7888,3864,3
2022-03-19,Impfzentrum,20-29,6809,7197,7429,15
2022-03-19,Impfzentrum,30-39,8000,8110,8426,29
2022-03-19,Impfzentrum,40-49,8068,8007,9665,52
2022-03-19,Impfzentrum,50-59,9861,9698,11443,58
2022-03-19,Impfzentrum,60-69,5927,5576,6639,90
2022-03-19,Impfzentrum,70-79,7462,6818,4406,361
2022-03-19,Impfzentrum,80+,7757,7303,3010,568
2022-03-20,Impfzentrum,0-19,8183,7898,3878,3
2022-03-20,Impfzentrum,20-29,6809,7197,7435,15
2022-03-20,Impfzentrum,30-39,8002,8110,8432,31
2022-03-20,Impfzentrum,40-49,8072,8009,9674,53
2022-03-20,Impfzentrum,50-59,9862,9698,11447,61
2022-03-20,Impfzentrum,60-69,5927,5576,6642,93
2022-03-20,Impfzentrum,70-79,7462,6818,4406,368
2022-03-20,Impfzentrum,80+,7757,7303,3013,577
2022-03-21,Impfzentrum,0-19,8186,7898,3879,3
2022-03-21,Impfzentrum,20-29,6811,7198,7437,15
2022-03-21,Impfzentrum,30-39,8002,8110,8437,31
2022-03-21,Impfzentrum,40-49,8072,8009,9674,54
2022-03-21,Impfzentrum,50-59,9863,9698,11452,63
2022-03-21,Impfzentrum,60-69,5929,5576,6648,96
2022-03-21,Impfzentrum,70-79,7462,6818,4407,395
2022-03-21,Impfzentrum,80+,7757,7303,3013,597
2022-03-22,Impfzentrum,0-19,8188,7899,3884,3
2022-03-22,Impfzentrum,20-29,6811,7198,7444,15
2022-03-22,Impfzentrum,30-39,8002,8112,8442,32
2022-03-22,Impfzentrum,40-49,8072,8009,9678,54
2022-03-22,Impfzentrum,50-59,9865,9701,11458,63
2022-03-22,Impfzentrum,60-69,5929,5577,6648,99
2022-03-22,Impfzentrum,70-79,7462,6818,4408,404
2022-03-22,Impfzentrum,80+,7757,7303,3013,616
2022-03-23,Impfzentrum,0-19,8190,7904,3888,3
2022-03-23,Impfzentrum,20-29,6813,7198,7447,15
2022-03-23,Impfzentrum,30-39,8002,8112,8447,33
2022-03-23,Impfzentrum,40-49,8072,8011,9683,54
2022-03-23,Impfzentrum,50-59,9866,9702,11463,63
2022-03-23,Impfzentrum,60-69,5930,5577,6649,104
2022-03-23,Impfzentrum,70-79,7462,6818,4408,432
2022-03-23,Impfzentrum,80+,7757,7303,3013,634
2022-03-24,Impfzentrum,0-19,8191,7906,3891,3
2022-03-24,Impfzentrum,20-29,6813,7200,7455,15
2022-03-24,Impfzentrum,30-39,8002,8113,8456,34
2022-03-24,Impfzentrum,40-49,8072,8012,9688,57
2022-03-24,Impfzentrum,50-59,9867,9704,11473,76
2022-03-24,Impfzentrum,60-69,5930,5577,6652,112
2022-03-24,Impfzentrum,70-79,7463,6818,4409,459
2022-03-24,Impfzentrum,80+,7757,7303,3015,655
2022-03-25,Impfzentrum,0-19,8196,7906,3893,3
2022-03-25,Impfzentrum,20-29,6814,7200,7458,16
2022-03-25,Impfzentrum,30-39,8003,8116,8460,34
2022-03-25,Impfzentrum,40-49,8074,8012,9693,58
2022-03-25,Impfzentrum,50-59,9868,9704,11478,76
2022-03-25,Impfzentrum,60-69,5930,5578,6652,117
2022-03-25,Impfzentrum,70-79,7463,6818,4410,473
2022-03-25,Impfzentrum,80+,7757,7303,3015,663
2022-03-27,Impfzentrum,0-19,8203,7917,3915,3
2022-03-27,Impfzentrum,20-29,6818,7205,7469,19
2022-03-27,Impfzentrum,30-39,8004,8123,8484,36
2022-03-27,Impfzentrum,40-49,8076,8019,9720,61
2022-03-27,Impfzentrum,50-59,9868,9708,11487,79
2022-03-27,Impfzentrum,60-69,5931,5579,6658,124
2022-03-27,Impfzentrum,70-79,7466,6818,4411,537
2022-03-27,Impfzentrum,80+,7757,7303,3016,692
2022-03-28,Impfzentrum,0-19,8206,7917,3923,3
2022-03-28,Impfzentrum,20-29,6819,7207,7472,20
2022-03-28,Impfzentrum,30-39,8004,8127,8489,36
2022-03-28,Impfzentrum,40-49,8076,8021,9728,62
2022-03-28,Impfzentrum,50-59,9869,9708,11491,82
2022-03-28,Impfzentrum,60-69,5931,5580,6659,127
2022-03-28,Impfzentrum,70-79,7467,6818,4414,564
2022-03-28,Impfzentrum,80+,7758,7303,3017,713
2022-03-29,Impfzentrum,0-19,8207,7917,3929,3
2022-03-29,Impfzentrum,20-29,6819,7208,7477,20
2022-03-29,Impfzentrum,30-39,8007,8127,8491,38
2022-03-29,Impfzentrum,40-49,8076,8023,9733,63
2022-03-29,Impfzentrum,50-59,9870,9709,11499,82
2022-03-29,Impfzentrum,60-69,5931,5584,6666,132
2022-03-29,Impfzentrum,70-79,7467,6819,4418,597
2022-03-29,Impfzentrum,80+,7758,7303,3017,743
2022-03-30,Impfzentrum,0-19,8208,7918,3935,3
2022-03-30,Impfzentrum,20-29,6821,7208,7480,20
2022-03-30,Impfzentrum,30-39,8008,8128,8498,40
2022-03-30,Impfzentrum,40-49,8076,8023,9741,63
2022-03-30,Impfzentrum,50-59,9870,9710,11500,83
2022-03-30,Impfzentrum,60-69,5931,5586,6667,136
2022-03-30,Impfzentrum,70-79,7468,6819,4420,632
2022-03-30,Impfzentrum,80+,7758,7304,3018,774
2022-03-31,Impfzentrum,0-19,8212,7921,3941,3
2022-03-31,Impfzentrum,20-29,6821,7208,7487,20
2022-03-31,Impfzentrum,30-39,8008,8129,8506,41
2022-03-31,Impfzentrum,40-49,8077,8024,9744,64
2022-03-31,Impfzentrum,50-59,9870,9710,11502,85
2022-03-31,Impfzentrum,60-69,5931,5586,6668,142
2022-03-31,Impfzentrum,70-79,7468,6819,4423,665
2022-03-31,Impfzentrum,80+,7759,7304,3018,798
2022-04-01,Impfzentrum,0-19,8215,7923,3949,3
2022-04-01,Impfzentrum,20-29,6823,7209,7494,20
2022-04-01,Impfzentrum,30-39,8011,8131,8508,41
2022-04-01,Impfzentrum,40-49,8077,8025,9750,64
2022-04-01,Impfzentrum,50-59,9871,9711,11507,86
2022-04-01,Impfzentrum,60-69,5932,5587,6676,152
2022-04-01,Impfzentrum,70-79,7469,6819,4426,700
2022-04-01,Impfzentrum,80+,7759,7304,3020,826
2022-04-02,Impfzentrum,0-19,8217,7934,3955,3
2022-04-02,Impfzentrum,20-29,6823,7209,7494,20
2022-04-02,Impfzentrum,30-39,8012,8131,8509,41
2022-04-02,Impfzentrum,40-49,8078,8025,9754,65
2022-04-02,Impfzentrum,50-59,9871,9711,11510,88
2022-04-02,Impfzentrum,60-69,5932,5587,6677,155
2022-04-02,Impfzentrum,70-79,7469,6819,4426,710
2022-04-02,Impfzentrum,80+,7759,7304,3022,833
2022-04-04,Impfzentrum,0-19,8219,7935,3962,3
2022-04-04,Impfzentrum,20-29,6824,7209,7497,23
2022-04-04,Impfzentrum,30-39,8014,8131,8511,41
2022-04-04,Impfzentrum,40-49,8078,8025,9761,66
2022-04-04,Impfzentrum,50-59,9871,9711,11519,92
2022-04-04,Impfzentrum,60-69,5932,5588,6680,159
2022-04-04,Impfzentrum,70-79,7469,6819,4426,726
2022-04-04,Impfzentrum,80+,7760,7304,3022,853
2022-04-05,Impfzentrum,0-19,8221,7937,3965,3
2022-04-05,Impfzentrum,20-29,6824,7209,7497,23
2022-04-05,Impfzentrum,30-39,8014,8131,8516,41
2022-04-05,Impfzentrum,40-49,8079,8025,9763,68
2022-04-05,Impfzentrum,50-59,9872,9711,11522,92
2022-04-05,Impfzentrum,60-69,5932,5588,6680,162
2022-04-05,Impfzentrum,70-79,7469,6821,4426,755
2022-04-05,Impfzentrum,80+,7760,7304,3022,864
2022-04-06,Impfzentrum,0-19,8222,7939,3966,3
2022-04-06,Impfzentrum,20-29,6824,7211,7499,24
2022-04-06,Impfzentrum,30-39,8016,8132,8521,41
2022-04-06,Impfzentrum,40-49,8079,8028,9767,69
2022-04-06,Impfzentrum,50-59,9873,9713,11525,94
2022-04-06,Impfzentrum,60-69,5932,5588,6680,169
2022-04-06,Impfzentrum,70-79,7469,6821,4427,777
2022-04-06,Impfzentrum,80+,7760,7304,3022,881
2022-04-07,Impfzentrum,0-19,8222,7944,3966,3
2022-04-07,Impfzentrum,20-29,6824,7213,7501,24
2022-04-07,Impfzentrum,30-39,8017,8134,8523,41
2022-04-07,Impfzentrum,40-49,8079,8028,9767,70
2022-04-07,Impfzentrum,50-59,9873,9714,11525,95
2022-04-07,Impfzentrum,60-69,5932,5588,6680,172
2022-04-07,Impfzentrum,70-79,7469,6821,4429,792
2022-04-07,Impfzentrum,80+,7760,7304,3022,894
2022-04-08,Impfzentrum,0-19,8223,7944,3971,3
2022-04-08,Impfzentrum,20-29,6824,7213,7509,24
2022-04-08,Impfzentrum,30-39,8017,8135,8526,41
2022-04-08,Impfzentrum,40-49,8079,8029,9767,70
2022-04-08,Impfzentrum,50-59,9873,9714,11525,97
2022-04-08,Impfzentrum,60-69,5932,5588,6685,179
2022-04-08,Impfzentrum,70-79,7469,6821,4433,807
2022-04-08,Impfzentrum,80+,7760,7304,3022,901
2022-04-09,Impfzentrum,0-19,8233,7946,3977,3
2022-04-09,Impfzentrum,20-29,6824,7213,7512,24
2022-04-09,Impfzentrum,30-39,8017,8135,8530,41
2022-04-09,Impfzentrum,40-49,8080,8030,9771,70
2022-04-09,Impfzentrum,50-59,9873,9714,11528,99
2022-04-09,Impfzentrum,60-69,5933,5588,6685,181
2022-04-09,Impfzentrum,70-79,7469,6821,4434,818
2022-04-09,Impfzentrum,80+,7760,7304,3023,907
2022-04-11,Impfzentrum,0-19,8238,7955,3984,3
2022-04-11,Impfzentrum,20-29,6824,7214,7514,24
2022-04-11,Impfzentrum,30-39,8017,8137,8531,41
2022-04-11,Impfzentrum,40-49,8081,8031,9777,70
2022-04-11,Impfzentrum,50-59,9873,9716,11533,103
2022-04-11,Impfzentrum,60-69,5933,5588,6686,184
2022-04-11,Impfzentrum,70-79,7469,6821,4434,829
2022-04-11,Impfzentrum,80+,7761,7304,3026,916
2022-04-12,Impfzentrum,0-19,8245,7956,3987,3
2022-04-12,Impfzentrum,20-29,6824,7214,7518,24
2022-04-12,Impfzentrum,30-39,8018,8139,8532,41
2022-04-12,Impfzentrum,40-49,8081,8031,9778,70
2022-04-12,Impfzentrum,50-59,9873,9716,11540,105
2022-04-12,Impfzentrum,60-69,5933,5588,6687,193
2022-04-12,Impfzentrum,70-79,7469,6822,4437,848
2022-04-12,Impfzentrum,80+,7761,7304,3030,928
2022-04-13,Impfzentrum,0-19,8246,7957,3989,3
2022-04-13,Impfzentrum,20-29,6826,7215,7520,25
2022-04-13,Impfzentrum,30-39,8018,8139,8536,41
2022-04-13,Impfzentrum,40-49,8082,8032,9780,70
2022-04-13,Impfzentrum,50-59,9873,9716,11541,106
2022-04-13,Impfzentrum,60-69,5934,5589,6687,197
2022-04-13,Impfzentrum,70-79,7469,6822,4439,862
2022-04-13,Impfzentrum,80+,7761,7304,3030,941
2022-04-14,Impfzentrum,0-19,8246,7964,3993,3
2022-04-14,Impfzentrum,20-29,6826,7216,7520,25
2022-04-14,Impfzentrum,30-39,8018,8140,8537,41
2022-04-14,Impfzentrum,40-49,8082,8033,9780,71
2022-04-14,Impfzentrum,50-59,9873,9717,11546,106
2022-04-14,Impfzentrum,60-69,5934,5589,6688,201
2022-04-14,Impfzentrum,70-79,7469,6822,4439,877
2022-04-14,Impfzentrum,80+,7761,7304,3031,950
2022-04-16,Impfzentrum,0-19,8246,7972,3998,3
2022-04-16,Impfzentrum,20-29,6827,7217,7524,25
2022-04-16,Impfzentrum,30-39,8019,8142,8542,41
2022-04-16,Impfzentrum,40-49,8082,8037,9783,71
2022-04-16,Impfzentrum,50-59,9873,9718,11549,108
2022-04-16,Impfzentrum,60-69,5934,5591,6692,205
2022-04-16,Impfzentrum,70-79,7469,6822,4440,892
2022-04-16,Impfzentrum,80+,7761,7304,3033,960
2022-04-19,Impfzentrum,0-19,8247,7974,4002,3
2022-04-19,Impfzentrum,20-29,6827,7218,7526,25
2022-04-19,Impfzentrum,30-39,8019,8142,8544,41
2022-04-19,Impfzentrum,40-49,8082,8037,9783,71
2022-04-19,Impfzentrum,50-59,9873,9719,11551,111
2022-04-19,Impfzentrum,60-69,5934,5591,6693,210
2022-04-19,Impfzentrum,70-79,7469,6822,4440,904
2022-04-19,Impfzentrum,80+,7761,7304,3034,969
2022-04-20,Impfzentrum,0-19,8251,7976,4005,3
2022-04-20,Impfzentrum,20-29,6829,7219,7530,25
2022-04-20,Impfzentrum,30-39,8019,8142,8549,41
2022-04-20,Impfzentrum,40-49,8082,8038,9787,72
2022-04-20,Impfzentrum,50-59,9873,9719,11556,112
2022-04-20,Impfzentrum,60-69,5935,5591,6694,215
2022-04-20,Impfzentrum,70-79,7469,6822,4445,922
2022-04-20,Impfzentrum,80+,7761,7304,3037,978
2022-04-21,Impfzentrum,0-19,8253,7978,4012,3
2022-04-21,Impfzentrum,20-29,6830,7220,7530,26
2022-04-21,Impfzentrum,30-39,8019,8142,8549,41
2022-04-21,Impfzentrum,40-49,8082,8038,9788,74
2022-04-21,Impfzentrum,50-59,9875,9719,11558,112
2022-04-21,Impfzentrum,60-69,5935,5591,6697,217
2022-04-21,Impfzentrum,70-79,7469,6822,4450,941
2022-04-21,Impfzentrum,80+,7762,7304,3038,992
2022-04-22,Impfzentrum,0-19,8255,7985,4017,3
2022-04-22,Impfzentrum,20-29,6830,7221,7535,26
2022-04-22,Impfzentrum,30-39,8019,8143,8550,41
2022-04-22,Impfzentrum,40-49,8082,8038,9790,74
2022-04-22,Impfzentrum,50-59,9875,9719,11559,115
2022-04-22,Impfzentrum,60-69,5935,5591,6698,221
2022-04-22,Impfzentrum,70-79,7470,6823,4451,948
2022-04-22,Impfzentrum,80+,7762,7304,3039,1004
2022-04-23,Impfzentrum,0-19,8255,7991,4020,3
2022-04-23,Impfzentrum,20-29,6830,7221,7535,27
2022-04-23,Impfzentrum,30-39,8020,8143,8555,42
2022-04-23,Impfzentrum,40-49,8083,8038,9791,75
2022-04-23,Impfzentrum,50-59,9875,9722,11563,118
2022-04-23,Impfzentrum,60-69,5935,5592,6698,224
2022-04-23,Impfzentrum,70-79,7470,6824,4452,957
2022-04-23,Impfzentrum,80+,7762,7304,3040,1007
2022-04-25,Impfzentrum,0-19,8259,7992,4022,3
2022-04-25,Impfzentrum,20-29,6830,7221,7536,27
2022-04-25,Impfzentrum,30-39,8020,8144,8558,42
2022-04-25,Impfzentrum,40-49,8085,8038,9794,79
2022-04-25,Impfzentrum,50-59,9876,9722,11565,120
2022-04-25,Impfzentrum,60-69,5935,5592,6699,232
2022-04-25,Impfzentrum,70-79,7470,6824,4453,965
2022-04-25,Impfzentrum,80+,7762,7304,3043,1014
2022-04-26,Impfzentrum,0-19,8261,7992,4022,3
2022-04-26,Impfzentrum,20-29,6830,7221,7537,27
2022-04-26,Impfzentrum,30-39,8020,8144,8560,42
2022-04-26,Impfzentrum,40-49,8085,8039,9795,79
2022-04-26,Impfzentrum,50-59,9876,9722,11566,121
2022-04-26,Impfzentrum,60-69,5935,5592,6699,233
2022-04-26,Impfzentrum,70-79,7470,6824,4453,980
2022-04-26,Impfzentrum,80+,7762,7304,3043,1022
2022-04-27,Impfzentrum,0-19,8261,7992,4022,3
2022-04-27,Impfzentrum,20-29,6830,7221,7537,27
2022-04-27,Impfzentrum,30-39,8020,8146,8562,42
2022-04-27,Impfzentrum,40-49,8086,8039,9797,79
2022-04-27,Impfzentrum,50-59,9876,9723,11568,124
2022-04-27,Impfzentrum,60-69,5935,5592,6700,238
2022-04-27,Impfzentrum,70-79,7472,6824,4454,992
2022-04-27,Impfzentrum,80+,7762,7304,3043,1025
2022-04-28,Impfzentrum,0-19,8261,7998,4024,3
2022-04-28,Impfzentrum,20-29,6830,7221,7542,27
2022-04-28,Impfzentrum,30-39,8020,8149,8567,42
2022-04-28,Impfzentrum,40-49,8087,8039,9802,79
2022-04-28,Impfzentrum,50-59,9876,9732,11584,130
2022-04-28,Impfzentrum,60-69,5935,5592,6700,246
2022-04-28,Impfzentrum,70-79,7472,6824,4455,1012
2022-04-28,Impfzentrum,80+,7762,7304,3043,1039
2022-04-29,Impfzentrum,0-19,8261,8002,4024,3
2022-04-29,Impfzentrum,20-29,6830,7221,7544,27
2022-04-29,Impfzentrum,30-39,8020,8149,8567,42
2022-04-29,Impfzentrum,40-49,8087,8039,9804,79
2022-04-29,Impfzentrum,50-59,9876,9732,11589,130
2022-04-29,Impfzentrum,60-69,5935,5592,6700,255
2022-04-29,Impfzentrum,70-79,7472,6824,4459,1021
2022-04-29,Impfzentrum,80+,7762,7304,3044,1040
2022-04-30,Impfzentrum,0-19,8264,8008,4031,3
2022-04-30,Impfzentrum,20-29,6830,7223,7547,27
2022-04-30,Impfzentrum,30-39,8020,8152,8568,42
2022-04-30,Impfzentrum,40-49,8087,8039,9812,82
2022-04-30,Impfzentrum,50-59,9877,9732,11599,136
2022-04-30,Impfzentrum,60-69,5935,5593,6701,266
2022-04-30,Impfzentrum,70-79,7474,6824,4464,1037
2022-04-30,Impfzentrum,80+,7763,7304,3044,1054
2022-05-02,Impfzentrum,0-19,8264,8016,4035,3
2022-05-02,Impfzentrum,20-29,6830,7223,7547,27
2022-05-02,Impfzentrum,30-39,8020,8152,8570,42
2022-05-02,Impfzentrum,40-49,8087,8039,9812,82
2022-05-02,Impfzentrum,50-59,9877,9732,11603,137
2022-05-02,Impfzentrum,60-69,5935,5593,6701,266
2022-05-02,Impfzentrum,70-79,7474,6824,4464,1037
2022-05-02,Impfzentrum,80+,7763,7304,3044,1054
2022-05-04,Impfzentrum,0-19,8264,8016,4036,3
2022-05-04,Impfzentrum,20-29,6830,7223,7548,27
2022-05-04,Impfzentrum,30-39,8022,8152,8576,42
2022-05-04,Impfzentrum,40-49,8088,8039,9817,82
2022-05-04,Impfzentrum,50-59,9877,9732,11605,137
2022-05-04,Impfzentrum,60-69,5935,5594,6704,273
2022-05-04,Impfzentrum,70-79,7474,6824,4466,1050
2022-05-04,Impfzentrum,80+,7763,7304,3048,1068
2022-05-05,Impfzentrum,0-19,8266,8016,4036,3
2022-05-05,Impfzentrum,20-29,6830,7223,7548,27
2022-05-05,Impfzentrum,30-39,8023,8156,8577,42
2022-05-05,Impfzentrum,40-49,8089,8039,9819,82
2022-05-05,Impfzentrum,50-59,9878,9732,11605,138
2022-05-05,Impfzentrum,60-69,5935,5596,6708,275
2022-05-05,Impfzentrum,70-79,7474,6824,4469,1057
2022-05-05,Impfzentrum,80+,7763,7304,3050,1076
2022-05-06,Impfzentrum,0-19,8266,8016,4036,3
2022-05-06,Impfzentrum,20-29,6830,7223,7548,28
2022-05-06,Impfzentrum,30-39,8023,8156,8580,42
2022-05-06,Impfzentrum,40-49,8089,8039,9821,83
2022-05-06,Impfzentrum,50-59,9878,9732,11605,138
2022-05-06,Impfzentrum,60-69,5935,5596,6710,276
2022-05-06,Impfzentrum,70-79,7474,6825,4470,1063
2022-05-06,Impfzentrum,80+,7763,7304,3050,1076
2022-05-07,Impfzentrum,0-19,8270,8022,4037,3
2022-05-07,Impfzentrum,20-29,6832,7223,7554,28
2022-05-07,Impfzentrum,30-39,8023,8156,8581,42
2022-05-07,Impfzentrum,40-49,8090,8039,9823,83
2022-05-07,Impfzentrum,50-59,9878,9732,11608,138
2022-05-07,Impfzentrum,60-69,5935,5596,6712,283
2022-05-07,Impfzentrum,70-79,7474,6825,4472,1064
2022-05-07,Impfzentrum,80+,7763,7304,3051,1079
2022-05-09,Impfzentrum,0-19,8270,8025,4042,3
2022-05-09,Impfzentrum,20-29,6832,7223,7554,28
2022-05-09,Impfzentrum,30-39,8023,8156,8582,42
2022-05-09,Impfzentrum,40-49,8090,8039,9823,83
2022-05-09,Impfzentrum,50-59,9878,9732,11610,142
2022-05-09,Impfzentrum,60-69,5935,5597,6714,283
2022-05-09,Impfzentrum,70-79,7474,6825,4472,1066
2022-05-09,Impfzentrum,80+,7763,7304,3051,1079
2022-05-10,Impfzentrum,0-19,8270,8025,4043,3
2022-05-10,Impfzentrum,20-29,6833,7224,7555,28
2022-05-10,Impfzentrum,30-39,8023,8156,8582,42
2022-05-10,Impfzentrum,40-49,8090,8039,9823,83
2022-05-10,Impfzentrum,50-59,9878,9732,11610,142
2022-05-10,Impfzentrum,60-69,5935,5597,6714,285
2022-05-10,Impfzentrum,70-79,7474,6825,4474,1074
2022-05-10,Impfzentrum,80+,7763,7304,3051,1081
2022-05-11,Impfzentrum,0-19,8270,8025,4046,3
2022-05-11,Impfzentrum,20-29,6833,7224,7555,28
2022-05-11,Impfzentrum,30-39,8023,8156,8584,42
2022-05-11,Impfzentrum,40-49,8090,8039,9823,83
2022-05-11,Impfzentrum,50-59,9878,9733,11613,142
2022-05-11,Impfzentrum,60-69,5935,5597,6716,290
2022-05-11,Impfzentrum,70-79,7474,6825,4477,1086
2022-05-11,Impfzentrum,80+,7764,7305,3051,1089
2022-05-12,Impfzentrum,0-19,8270,8026,4046,3
2022-05-12,Impfzentrum,20-29,6833,7224,7556,28
2022-05-12,Impfzentrum,30-39,8023,8156,8585,42
2022-05-12,Impfzentrum,40-49,8090,8039,9824,83
2022-05-12,Impfzentrum,50-59,9878,9733,11613,142
2022-05-12,Impfzentrum,60-69,5935,5597,6719,291
2022-05-12,Impfzentrum,70-79,7474,6825,4478,1096
2022-05-12,Impfzentrum,80+,7764,7305,3051,1093
2022-05-13,Impfzentrum,0-19,8270,8026,4046,3
2022-05-13,Impfzentrum,20-29,6833,7224,7556,28
2022-05-13,Impfzentrum,30-39,8023,8157,8585,42
2022-05-13,Impfzentrum,40-49,8090,8039,9827,83
2022-05-13,Impfzentrum,50-59,9878,9733,11613,142
2022-05-13,Impfzentrum,60-69,5935,5597,6725,297
2022-05-13,Impfzentrum,70-79,7474,6825,4478,1101
2022-05-13,Impfzentrum,80+,7764,7305,3051,1095
2022-05-14,Impfzentrum,0-19,8275,8034,4052,3
2022-05-14,Impfzentrum,20-29,6833,7224,7556,28
2022-05-14,Impfzentrum,30-39,8023,8157,8585,42
2022-05-14,Impfzentrum,40-49,8090,8040,9829,83
2022-05-14,Impfzentrum,50-59,9879,9733,11613,144
2022-05-14,Impfzentrum,60-69,5935,5597,6725,302
2022-05-14,Impfzentrum,70-79,7474,6825,4478,1103
2022-05-14,Impfzentrum,80+,7764,7305,3051,1098
2022-05-16,Impfzentrum,0-19,8277,8035,4053,3
2022-05-16,Impfzentrum,20-29,6833,7226,7556,28
2022-05-16,Impfzentrum,30-39,8023,8157,8587,42
2022-05-16,Impfzentrum,40-49,8090,8040,9830,83
2022-05-16,Impfzentrum,50-59,9879,9733,11614,146
2022-05-16,Impfzentrum,60-69,5935,5597,6730,303
2022-05-16,Impfzentrum,70-79,7474,6825,4478,1105
2022-05-16,Impfzentrum,80+,7764,7305,3051,1098
2022-05-17,Impfzentrum,0-19,8277,8035,4053,3
2022-05-17,Impfzentrum,20-29,6833,7226,7556,28
2022-05-17,Impfzentrum,30-39,8023,8157,8589,42
2022-05-17,Impfzentrum,40-49,8090,8040,9832,83
2022-05-17,Impfzentrum,50-59,9879,9733,11614,147
2022-05-17,Impfzentrum,60-69,5935,5597,6730,305
2022-05-17,Impfzentrum,70-79,7474,6825,4479,1106
2022-05-17,Impfzentrum,80+,7764,7305,3052,1100
2022-05-18,Impfzentrum,0-19,8277,8035,4057,3
2022-05-18,Impfzentrum,20-29,6833,7226,7558,28
2022-05-18,Impfzentrum,30-39,8023,8157,8592,42
2022-05-18,Impfzentrum,40-49,8090,8040,9836,84
2022-05-18,Impfzentrum,50-59,9879,9733,11614,148
