Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Direktstimmen ungueltige (C);Direktstimmen gueltige (D);D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D14;D15;Listenstimmen ungueltige (E);Listenstimmen gueltige (F);F1;F1_1;F1_2;F1_3;F1_4;F1_5;F1_6;F1_7;F1_8;F1_9;F1_10;F1_11;F1_12;F1_13;F1_14;F1_15;F1_16;F1_17;F1_18;F1_19;F1_20;F1_21;F1_22;F1_23;F1_24;F1_25;F1_26;F1_27;F1_28;F1_29;F1_30;F1_31;F1_32;F1_33;F1_34;F1_35;F1_36;F1_37;F1_38;F1_39;F1_40;F1_41;F1_42;F1_43;F1_44;F1_45;F2;F2_1;F2_2;F2_3;F2_4;F2_5;F2_6;F2_7;F2_8;F2_9;F2_10;F2_11;F2_12;F2_13;F2_14;F2_15;F2_16;F2_17;F2_18;F2_19;F2_20;F2_21;F2_22;F2_23;F2_24;F2_25;F2_26;F2_27;F2_28;F2_29;F2_30;F2_31;F2_32;F2_33;F2_34;F2_35;F2_36;F2_37;F2_38;F2_39;F2_40;F2_41;F2_42;F2_43;F2_44;F2_45;F2_46;F2_47;F2_48;F2_49;F2_50;F2_51;F2_52;F2_53;F2_54;F2_55;F2_56;F2_57;F2_58;F2_59;F2_60;F2_61;F3;F3_1;F3_2;F3_3;F3_4;F3_5;F3_6;F3_7;F3_8;F3_9;F3_10;F3_11;F3_12;F3_13;F3_14;F3_15;F3_16;F3_17;F3_18;F3_19;F3_20;F3_21;F3_22;F3_23;F3_24;F3_25;F3_26;F3_27;F3_28;F3_29;F3_30;F3_31;F3_32;F3_33;F3_34;F3_35;F3_36;F3_37;F3_38;F3_39;F3_40;F3_41;F4;F4_1;F4_2;F4_3;F4_4;F4_5;F4_6;F4_7;F4_8;F4_9;F4_10;F4_11;F4_12;F4_13;F4_14;F4_15;F4_16;F4_17;F4_18;F4_19;F4_20;F4_21;F4_22;F4_23;F4_24;F4_25;F4_26;F4_27;F4_28;F4_29;F4_30;F4_31;F5;F5_1;F5_2;F5_3;F5_4;F5_5;F5_6;F5_7;F5_8;F5_9;F5_10;F5_11;F5_12;F5_13;F5_14;F5_15;F5_16;F5_17;F5_18;F5_19;F5_20;F5_21;F5_22;F5_23;F5_24;F5_25;F5_26;F5_27;F5_28;F5_29;F5_30;F5_31;F5_32;F5_33;F5_34;F5_35;F5_36;F5_37;F5_38;F5_39;F5_40;F5_41;F5_42;F5_43;F5_44;F5_45;F5_46;F5_47;F5_48;F5_49;F5_50;F5_51;F5_52;F6;F6_1;F6_2;F6_3;F6_4;F6_5;F6_6;F6_7;F6_8;F6_9;F6_10;F6_11;F6_12;F6_13;F6_14;F6_15;F6_16;F6_17;F6_18;F6_19;F6_20;F6_21;F6_22;F6_23;F6_24;F6_25;F6_26;F6_27;F6_28;F6_29;F6_30;F6_31;F6_32;F6_33;F6_34;F6_35;F6_36;F6_37;F6_38;F6_39;F6_40;F6_41;F6_42;F6_43;F6_44;F6_45;F6_46;F6_47;F6_48;F6_49;F6_50;F6_51;F6_52;F6_53;F6_54;F6_55;F6_56;F7;F7_1;F7_2;F7_3;F7_4;F7_5;F7_6;F7_7;F7_8;F7_9;F7_10;F7_11;F7_12;F7_13;F7_14;F7_15;F7_16;F7_17;F7_18;F7_19;F7_20;F7_21;F7_22;F7_23;F7_24;F7_25;F7_26;F7_27;F7_28;F7_29;F7_30;F7_31;F7_32;F7_33;F7_34;F7_35;F7_36;F7_37;F7_38;F7_39;F7_40;F7_41;F7_42;F7_43;F7_44;F7_45;F7_46;F7_47;F7_48;F7_49;F7_50;F7_51;F7_52;F7_53;F7_54;F7_55;F7_56;F7_57;F7_58;F7_59;F7_60;F7_61;F8;F8_1;F8_2;F8_3;F8_4;F8_5;F8_6;F8_7;F8_8;F8_9;F8_10;F8_11;F8_12;F8_13;F8_14;F8_15;F8_16;F8_17;F8_18;F8_19;F8_20;F8_21;F8_22;F8_23;F8_24;F8_25;F8_26;F8_27;F8_28;F8_29;F8_30;F8_31;F8_32;F8_33;F8_34;F8_35;F8_36;F8_37;F8_38;F8_39;F8_40;F8_41;F8_42;F8_43;F8_44;F8_45;F8_46;F8_47;F8_48;F8_49;F8_50;F8_51;F8_52;F8_53;F8_54;F8_55;F8_56;F8_57;F8_58;F8_59;F8_60;F8_61;F9;F9_1;F9_2;F9_3;F9_4;F9_5;F9_6;F9_7;F9_8;F9_9;F9_10;F9_11;F9_12;F9_13;F9_14;F9_15;F9_16;F9_17;F9_18;F9_19;F9_20;F9_21;F9_22;F9_23;F9_24;F9_25;F9_26;F9_27;F9_28;F9_29;F9_30;F9_31;F9_32;F9_33;F9_34;F9_35;F9_36;F9_37;F9_38;F9_39;F9_40;F9_41;F9_42;F9_43;F9_44;F9_45;F9_46;F9_47;F9_48;F9_49;F9_50;F9_51;F9_52;F9_53;F9_54;F9_55;F9_56;F9_57;F9_58;F9_59;F9_60;F9_61;F10;F10_1;F10_2;F10_3;F10_4;F10_5;F10_6;F10_7;F10_8;F10_9;F10_10;F10_11;F10_12;F10_13;F10_14;F10_15;F10_16;F10_17;F10_18;F10_19;F10_20;F10_21;F10_22;F10_23;F10_24;F10_25;F10_26;F10_27;F10_28;F10_29;F10_30;F10_31;F10_32;F10_33;F10_34;F10_35;F10_36;F10_37;F10_38;F10_39;F10_40;F10_41;F10_42;F10_43;F10_44;F10_45;F11;F11_1;F11_2;F11_3;F11_4;F11_5;F11_6;F11_7;F11_8;F11_9;F11_10;F11_11;F11_12;F11_13;F11_14;F11_15;F11_16;F11_17;F11_18;F11_19;F11_20;F11_21;F11_22;F11_23;F11_24;F11_25;F11_26;F11_27;F11_28;F11_29;F11_30;F11_31;F11_32;F11_33;F11_34;F11_35;F11_36;F11_37;F11_38;F11_39;F11_40;F12;F12_1;F12_2;F12_3;F12_4;F12_5;F12_6;F12_7;F12_8;F12_9;F12_10;F12_11;F12_12;F12_13;F12_14;F12_15;F12_16;F12_17;F12_18;F12_19;F12_20;F12_21;F12_22;F12_23;F12_24;F12_25;F12_26;F12_27;F12_28;F12_29;F12_30;F12_31;F12_32;F12_33;F12_34;F13;F13_1;F13_2;F13_3;F13_4;F13_5;F13_6;F13_7;F13_8;F13_9;F13_10;F14;F14_1;F14_2;F14_3;F14_4;F14_5;F14_6;F14_7;F14_8;F14_9;F14_10;F14_11;F14_12;F14_13;F14_14;F14_15;F14_16;F14_17;F14_18;F14_19;F14_20;F14_21;F14_22;F14_23;F14_24;F14_25;F14_26;F14_27;F14_28;F14_29;F14_30;F14_31;F14_32;F14_33;F14_34;F14_35;F14_36;F14_37;F14_38;F15;F15_1;F15_2;F15_3;F15_4;F15_5;F15_6;F15_7;F15_8;F15_9;F15_10;F15_11;F15_12;F15_13;F15_14;F15_15;F15_16;F15_17;F15_18;F15_19;F15_20;F15_21;F15_22;
;;1;114;STIMMKREIS;Ebersberg;;;;N;99620;54003;45617;0;78648;34831;43817;71;0;805;77843;29825;13366;9723;7521;8635;3121;829;932;1177;631;802;123;647;511;895;77750;29383;18830;723;593;948;869;689;235;717;30;184;160;215;40;210;0;32;219;230;221;80;22;785;203;189;107;79;49;1038;106;20;30;300;175;52;102;39;16;10;164;25;4;23;11;35;145;14522;7996;1023;110;186;392;54;139;301;23;211;157;0;118;115;15;161;66;96;16;108;52;53;55;262;36;106;12;3;71;68;815;50;15;7;39;9;594;29;9;10;46;22;15;20;15;10;11;11;18;20;20;7;5;59;4;8;325;8;1;42;32;10348;2830;1154;949;62;595;923;208;97;63;55;162;62;54;23;647;17;238;78;229;26;70;87;23;0;55;99;78;11;53;26;169;12;22;57;37;258;7;352;43;71;114;7852;3209;249;389;399;30;658;224;18;239;138;73;304;65;37;25;37;18;595;0;169;142;19;42;49;151;108;31;37;262;15;24;6374;2828;0;182;351;338;117;34;279;112;102;44;82;27;27;85;118;49;25;21;92;35;89;33;12;5;22;10;9;81;5;56;12;8;25;17;136;4;2;9;8;160;24;6;38;7;14;5;25;73;8;24;354;3362;2023;100;75;74;104;47;25;151;21;17;27;11;19;7;58;40;42;47;64;34;0;22;13;25;15;7;10;3;11;4;11;14;10;5;6;3;27;12;5;3;3;5;3;30;3;4;1;4;6;0;6;3;11;5;3;36;912;270;5;89;19;9;49;15;11;11;4;44;13;3;11;18;8;19;6;16;7;4;2;18;10;2;4;8;0;3;3;2;1;5;4;2;1;1;7;8;3;9;2;4;0;2;2;93;3;6;3;2;1;4;1;6;2;2;4;10;11;7;835;207;29;14;0;3;9;13;29;28;22;19;5;10;13;4;4;0;14;6;7;11;2;9;0;5;6;10;6;5;3;22;6;45;14;0;28;13;11;2;6;4;6;1;8;1;121;6;1;4;2;0;4;2;5;0;0;4;2;6;2;4;1199;402;0;27;54;7;30;8;6;24;10;3;17;14;53;3;80;24;9;8;0;2;10;7;17;2;5;8;1;3;1;210;4;8;5;6;1;7;2;0;7;9;12;0;10;8;4;0;2;8;4;0;1;6;12;1;0;13;2;2;5;2;602;131;62;17;21;3;25;12;7;9;5;6;2;0;21;11;10;48;3;13;18;9;28;7;7;5;0;9;2;10;19;3;5;2;3;11;1;11;14;0;3;4;10;2;0;9;855;273;21;26;7;129;0;12;20;3;8;4;0;3;6;21;9;2;2;18;7;1;13;5;5;12;6;6;9;17;4;2;3;2;158;12;6;1;0;4;4;124;31;4;7;3;2;2;11;4;2;8;0;3;0;2;3;1;3;6;3;3;6;1;4;0;3;1;0;1;0;2;0;0;3;3;200;73;9;23;10;7;4;26;15;17;12;603;139;114;44;25;7;17;13;8;34;10;8;2;11;9;1;9;14;2;9;6;1;0;14;4;1;1;0;4;4;5;4;11;2;4;6;2;0;51;579;152;38;26;28;53;3;23;31;10;32;20;9;29;5;3;9;3;4;25;48;0;19;
;;1;09175000;KREIS;Landkreis Ebersberg;;;;N;99620;54003;45617;0;78648;34831;43817;71;0;805;77843;29825;13366;9723;7521;8635;3121;829;932;1177;631;802;123;647;511;895;77750;29383;18830;723;593;948;869;689;235;717;30;184;160;215;40;210;0;32;219;230;221;80;22;785;203;189;107;79;49;1038;106;20;30;300;175;52;102;39;16;10;164;25;4;23;11;35;145;14522;7996;1023;110;186;392;54;139;301;23;211;157;0;118;115;15;161;66;96;16;108;52;53;55;262;36;106;12;3;71;68;815;50;15;7;39;9;594;29;9;10;46;22;15;20;15;10;11;11;18;20;20;7;5;59;4;8;325;8;1;42;32;10348;2830;1154;949;62;595;923;208;97;63;55;162;62;54;23;647;17;238;78;229;26;70;87;23;0;55;99;78;11;53;26;169;12;22;57;37;258;7;352;43;71;114;7852;3209;249;389;399;30;658;224;18;239;138;73;304;65;37;25;37;18;595;0;169;142;19;42;49;151;108;31;37;262;15;24;6374;2828;0;182;351;338;117;34;279;112;102;44;82;27;27;85;118;49;25;21;92;35;89;33;12;5;22;10;9;81;5;56;12;8;25;17;136;4;2;9;8;160;24;6;38;7;14;5;25;73;8;24;354;3362;2023;100;75;74;104;47;25;151;21;17;27;11;19;7;58;40;42;47;64;34;0;22;13;25;15;7;10;3;11;4;11;14;10;5;6;3;27;12;5;3;3;5;3;30;3;4;1;4;6;0;6;3;11;5;3;36;912;270;5;89;19;9;49;15;11;11;4;44;13;3;11;18;8;19;6;16;7;4;2;18;10;2;4;8;0;3;3;2;1;5;4;2;1;1;7;8;3;9;2;4;0;2;2;93;3;6;3;2;1;4;1;6;2;2;4;10;11;7;835;207;29;14;0;3;9;13;29;28;22;19;5;10;13;4;4;0;14;6;7;11;2;9;0;5;6;10;6;5;3;22;6;45;14;0;28;13;11;2;6;4;6;1;8;1;121;6;1;4;2;0;4;2;5;0;0;4;2;6;2;4;1199;402;0;27;54;7;30;8;6;24;10;3;17;14;53;3;80;24;9;8;0;2;10;7;17;2;5;8;1;3;1;210;4;8;5;6;1;7;2;0;7;9;12;0;10;8;4;0;2;8;4;0;1;6;12;1;0;13;2;2;5;2;602;131;62;17;21;3;25;12;7;9;5;6;2;0;21;11;10;48;3;13;18;9;28;7;7;5;0;9;2;10;19;3;5;2;3;11;1;11;14;0;3;4;10;2;0;9;855;273;21;26;7;129;0;12;20;3;8;4;0;3;6;21;9;2;2;18;7;1;13;5;5;12;6;6;9;17;4;2;3;2;158;12;6;1;0;4;4;124;31;4;7;3;2;2;11;4;2;8;0;3;0;2;3;1;3;6;3;3;6;1;4;0;3;1;0;1;0;2;0;0;3;3;200;73;9;23;10;7;4;26;15;17;12;603;139;114;44;25;7;17;13;8;34;10;8;2;11;9;1;9;14;2;9;6;1;0;14;4;1;1;0;4;4;5;4;11;2;4;6;2;0;51;579;152;38;26;28;53;3;23;31;10;32;20;9;29;5;3;9;3;4;25;48;0;19;
09175111;Anzing;1;09175111;GEMEINDE;Anzing;;;;N;3093;1533;1560;0;2520;1016;1504;0;0;26;2494;1066;312;328;258;249;102;19;32;41;21;23;4;21;18;27;2493;1059;737;17;22;23;33;10;8;23;2;4;6;7;1;7;0;1;5;9;9;0;0;45;3;4;1;1;0;45;1;0;2;1;2;0;0;0;1;0;6;0;1;1;1;0;5;340;194;22;5;2;9;2;6;10;1;6;3;0;1;3;0;3;0;0;0;0;1;1;2;6;0;5;0;0;0;0;22;1;0;1;1;1;11;0;0;0;4;0;1;1;0;1;1;1;0;0;1;0;0;0;0;1;2;1;1;1;2;377;90;36;37;1;20;64;8;2;2;1;4;1;6;0;7;1;6;0;11;1;1;3;0;0;1;1;5;0;2;4;1;0;1;1;2;12;0;27;3;5;2;255;89;10;11;14;3;40;7;2;7;5;0;7;3;0;0;1;1;9;0;8;7;0;1;2;9;3;0;2;12;1;0;187;102;0;2;8;6;5;1;9;5;4;0;1;1;0;0;3;1;1;1;0;0;3;1;0;0;0;1;0;1;0;1;0;1;0;0;6;0;0;0;0;2;2;0;0;0;0;0;1;3;0;1;13;100;55;2;3;3;3;4;0;3;0;1;1;1;1;0;0;4;1;1;2;2;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;16;4;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;1;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42;14;0;1;4;1;2;1;0;3;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;3;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;24;3;3;1;0;0;0;0;0;0;1;1;0;0;4;0;0;5;0;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;7;1;1;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;1;0;0;0;1;0;2;1;19;5;2;0;1;1;0;0;0;1;0;1;0;1;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;5;0;0;1;2;0;2;2;0;1;0;0;1;0;0;0;0;0;0;2;0;0;
09175111;Anzing;1;091751110001;STIMMBEZIRK;Gruppenraum 1 EG E.14;0001;;;N;1035;519;516;0;356;356;0;0;0;5;351;144;60;43;54;22;7;2;1;2;4;2;1;5;4;6;350;144;96;6;2;4;4;1;4;6;1;1;0;0;0;1;0;0;1;0;1;0;0;5;1;0;0;1;0;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;59;34;6;1;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;52;9;5;10;0;3;8;0;0;0;0;2;0;2;0;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;3;2;0;0;51;21;5;3;5;0;6;1;0;3;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;16;8;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;
09175111;Anzing;1;091751110002;STIMMBEZIRK;Gruppenraum 2 EG E.20;0002;;;N;1017;508;509;0;325;325;0;0;0;6;319;126;42;45;39;34;9;3;5;8;1;2;0;2;3;7;318;123;85;2;3;2;5;0;0;4;0;0;2;3;0;1;0;0;1;2;1;0;0;7;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;44;24;2;0;0;0;0;0;3;0;1;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50;16;7;2;0;1;7;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;0;1;0;2;1;0;1;37;18;0;1;3;0;4;0;2;1;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;27;12;0;0;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;11;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
09175111;Anzing;1;091751110003;STIMMBEZIRK;Mensa;0003;;;N;1041;506;535;0;335;335;0;0;0;9;326;131;43;31;48;29;15;4;4;7;1;5;0;4;4;4;331;139;92;1;4;1;5;2;0;5;1;0;1;1;1;0;0;1;0;1;2;0;0;4;0;1;0;0;0;10;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;50;28;3;0;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;31;9;0;3;0;1;2;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;3;1;44;15;1;5;3;1;5;0;0;1;1;0;1;0;0;0;0;0;1;0;1;4;0;0;0;1;1;0;1;2;0;0;21;11;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;20;9;0;1;1;0;1;0;1;0;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
09175111;Anzing;1;091751110011;BRIEFWAHLBEZIRK;Gruppenraum 3 OG O.14;0011;;;N;0;0;0;0;498;0;498;0;0;3;495;232;42;77;33;50;29;6;4;7;5;4;3;1;2;6;492;205;155;2;0;4;2;1;2;3;0;2;1;0;0;0;0;0;0;3;1;0;0;6;2;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;45;31;2;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;27;7;8;0;6;23;1;0;0;0;0;0;2;0;1;0;2;0;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5;0;12;0;2;0;37;13;0;1;1;2;6;2;0;0;1;0;0;1;0;0;0;1;3;0;1;1;0;0;0;1;0;0;1;2;0;0;38;22;0;1;2;0;2;0;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;28;19;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
