Gemeinde;Gemeindename;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Ausgezaehlt abweichend Gebiet;Ausgezaehlt abweichend AGS;Ausbleibend;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Stimmen ungueltige (C);Stimmen gueltige (D);D1;D3;D4;
09175127;Markt Schwaben;091751270030;BRIEFWAHLBEZIRK;Sporthalle Grund-und-Mittelschule 10;0030;;;N;0;0;0;0;337;0;337;0;0;5;332;181;36;115;
09175132;Vaterstetten;09175132;GEMEINDE;Vaterstetten;;;;N;19002;0;0;0;12883;5081;7802;0;0;141;12742;8257;1094;3391;
09175132;Vaterstetten;091751320001;STIMMBEZIRK;Stimmbezirk 1;0001;;;N;970;0;0;0;244;244;0;0;0;4;240;151;38;51;
09175132;Vaterstetten;091751320002;STIMMBEZIRK;Stimmbezirk 2;0002;;;N;725;0;0;0;149;149;0;0;0;2;147;101;18;28;
09175132;Vaterstetten;091751320003;STIMMBEZIRK;Stimmbezirk 3;0003;;;N;1074;0;0;0;317;317;0;0;0;6;311;192;54;65;
09175132;Vaterstetten;091751320004;STIMMBEZIRK;Stimmbezirk 4;0004;;;N;783;0;0;0;226;226;0;0;0;1;225;135;22;68;
09175132;Vaterstetten;091751320005;STIMMBEZIRK;Stimmbezirk 5;0005;;;N;900;0;0;0;181;181;0;0;0;2;179;99;15;65;
09175132;Vaterstetten;091751320006;STIMMBEZIRK;Stimmbezirk 6;0006;;;N;823;0;0;0;240;240;0;0;0;4;236;128;34;74;
09175132;Vaterstetten;091751320007;STIMMBEZIRK;Stimmbezirk 7;0007;;;N;955;0;0;0;264;264;0;0;0;3;261;163;31;67;
09175132;Vaterstetten;091751320008;STIMMBEZIRK;Stimmbezirk 8;0008;;;N;807;0;0;0;200;200;0;0;0;2;198;102;28;68;
09175132;Vaterstetten;091751320009;STIMMBEZIRK;Stimmbezirk 9;0009;;;N;722;0;0;0;218;218;0;0;0;1;217;135;21;61;
09175132;Vaterstetten;091751320010;STIMMBEZIRK;Stimmbezirk 10;0010;;;N;868;0;0;0;235;235;0;0;0;3;232;133;21;78;
09175132;Vaterstetten;091751320011;STIMMBEZIRK;Stimmbezirk 11;0011;;;N;753;0;0;0;193;193;0;0;0;1;192;111;20;61;
09175132;Vaterstetten;091751320012;STIMMBEZIRK;Stimmbezirk 12;0012;;;N;635;0;0;0;148;148;0;0;0;2;146;96;16;34;
09175132;Vaterstetten;091751320013;STIMMBEZIRK;Stimmbezirk 13;0013;;;N;717;0;0;0;208;208;0;0;0;4;204;107;28;69;
09175132;Vaterstetten;091751320014;STIMMBEZIRK;Stimmbezirk 14;0014;;;N;805;0;0;0;228;228;0;0;0;3;225;121;27;77;
09175132;Vaterstetten;091751320015;STIMMBEZIRK;Stimmbezirk 15;0015;;;N;626;0;0;0;183;183;0;0;0;0;183;108;22;53;
09175132;Vaterstetten;091751320016;STIMMBEZIRK;Stimmbezirk 16;0016;;;N;703;0;0;0;147;147;0;0;0;2;145;82;13;50;
09175132;Vaterstetten;091751320017;STIMMBEZIRK;Stimmbezirk 17;0017;;;N;808;0;0;0;165;165;0;0;0;2;163;93;18;52;
09175132;Vaterstetten;091751320018;STIMMBEZIRK;Stimmbezirk 18;0018;;;N;648;0;0;0;189;189;0;0;0;2;187;120;15;52;
09175132;Vaterstetten;091751320019;STIMMBEZIRK;Stimmbezirk 19;0019;;;N;663;0;0;0;185;185;0;0;0;0;185;120;16;49;
09175132;Vaterstetten;091751320020;STIMMBEZIRK;Stimmbezirk 20;0020;;;N;771;0;0;0;242;242;0;0;0;3;239;158;16;65;
09175132;Vaterstetten;091751320021;STIMMBEZIRK;Stimmbezirk 21;0021;;;N;668;0;0;0;172;172;0;0;0;2;170;102;18;50;
09175132;Vaterstetten;091751320022;STIMMBEZIRK;Stimmbezirk 22;0022;;;N;706;0;0;0;153;153;0;0;0;1;152;82;22;48;
09175132;Vaterstetten;091751320023;STIMMBEZIRK;Stimmbezirk 23;0023;;;N;484;0;0;0;223;223;0;0;0;1;222;140;26;56;
09175132;Vaterstetten;091751320024;STIMMBEZIRK;Stimmbezirk 24;0024;;;N;723;0;0;0;194;194;0;0;0;3;191;112;26;53;
09175132;Vaterstetten;091751320025;STIMMBEZIRK;Stimmbezirk 25;0025;;;N;665;0;0;0;177;177;0;0;0;4;173;122;10;41;
09175132;Vaterstetten;091751320031;BRIEFWAHLBEZIRK;Stimmbezirk 31;0031;;;N;0;0;0;0;389;0;389;0;0;5;384;261;20;103;
09175132;Vaterstetten;091751320032;BRIEFWAHLBEZIRK;Stimmbezirk 32;0032;;;N;0;0;0;0;383;0;383;0;0;8;375;272;23;80;
09175132;Vaterstetten;091751320033;BRIEFWAHLBEZIRK;Stimmbezirk 33;0033;;;N;0;0;0;0;387;0;387;0;0;2;385;265;28;92;
09175132;Vaterstetten;091751320034;BRIEFWAHLBEZIRK;Stimmbezirk 34;0034;;;N;0;0;0;0;369;0;369;0;0;2;367;226;32;109;
09175132;Vaterstetten;091751320035;BRIEFWAHLBEZIRK;Stimmbezirk 35;0035;;;N;0;0;0;0;401;0;401;0;0;5;396;289;20;87;
09175132;Vaterstetten;091751320036;BRIEFWAHLBEZIRK;Stimmbezirk 36;0036;;;N;0;0;0;0;370;0;370;0;0;4;366;259;12;95;
09175132;Vaterstetten;091751320037;BRIEFWAHLBEZIRK;Stimmbezirk 37;0037;;;N;0;0;0;0;366;0;366;0;0;3;363;227;33;103;
09175132;Vaterstetten;091751320038;BRIEFWAHLBEZIRK;Stimmbezirk 38;0038;;;N;0;0;0;0;383;0;383;0;0;3;380;256;27;97;
09175132;Vaterstetten;091751320039;BRIEFWAHLBEZIRK;Stimmbezirk 39;0039;;;N;0;0;0;0;393;0;393;0;0;7;386;246;42;98;
09175132;Vaterstetten;091751320040;BRIEFWAHLBEZIRK;Stimmbezirk 40;0040;;;N;0;0;0;0;365;0;365;0;0;3;362;238;24;100;
09175132;Vaterstetten;091751320041;BRIEFWAHLBEZIRK;Stimmbezirk 41;0041;;;N;0;0;0;0;400;0;400;0;0;1;399;267;24;108;
09175132;Vaterstetten;091751320042;BRIEFWAHLBEZIRK;Stimmbezirk 42;0042;;;N;0;0;0;0;395;0;395;0;0;5;390;289;21;80;
09175132;Vaterstetten;091751320043;BRIEFWAHLBEZIRK;Stimmbezirk 43;0043;;;N;0;0;0;0;385;0;385;0;0;4;381;267;24;90;
09175132;Vaterstetten;091751320044;BRIEFWAHLBEZIRK;Stimmbezirk 44;0044;;;N;0;0;0;0;362;0;362;0;0;0;362;248;23;91;
09175132;Vaterstetten;091751320045;BRIEFWAHLBEZIRK;Stimmbezirk 45;0045;;;N;0;0;0;0;411;0;411;0;0;2;409;294;26;89;
09175132;Vaterstetten;091751320046;BRIEFWAHLBEZIRK;Stimmbezirk 46;0046;;;N;0;0;0;0;380;0;380;0;0;10;370;239;34;97;
09175132;Vaterstetten;091751320047;BRIEFWAHLBEZIRK;Stimmbezirk 47;0047;;;N;0;0;0;0;373;0;373;0;0;6;367;236;25;106;
09175132;Vaterstetten;091751320048;BRIEFWAHLBEZIRK;Stimmbezirk 48;0048;;;N;0;0;0;0;415;0;415;0;0;2;413;274;34;105;
09175132;Vaterstetten;091751320049;BRIEFWAHLBEZIRK;Stimmbezirk 49;0049;;;N;0;0;0;0;403;0;403;0;0;6;397;263;31;103;
09175132;Vaterstetten;091751320050;BRIEFWAHLBEZIRK;Stimmbezirk 50;0050;;;N;0;0;0;0;472;0;472;0;0;5;467;328;16;123;
09175133;Pliening;09175133;GEMEINDE;Pliening;;;;N;4669;0;0;0;3333;1460;1873;0;0;44;3289;1955;463;871;
09175133;Pliening;091751330001;STIMMBEZIRK;Bürgerhaus A;0001;;;N;960;0;0;0;247;247;0;0;0;6;241;123;58;60;
09175133;Pliening;091751330002;STIMMBEZIRK;Bürgerhaus B;0002;;;N;981;0;0;0;343;343;0;0;0;6;337;184;51;102;
09175133;Pliening;091751330003;STIMMBEZIRK;Bürgerhaus C;0003;;;N;990;0;0;0;296;296;0;0;0;2;294;144;63;87;
09175133;Pliening;091751330004;STIMMBEZIRK;Kindergarten A;0004;;;N;860;0;0;0;288;288;0;0;0;7;281;204;28;49;
09175133;Pliening;091751330005;STIMMBEZIRK;Kindergarten B;0005;;;N;878;0;0;0;286;286;0;0;0;0;286;152;54;80;
09175133;Pliening;091751330011;BRIEFWAHLBEZIRK;Briefwahl A;0011;;;N;0;0;0;0;313;0;313;0;0;4;309;204;27;78;
09175133;Pliening;091751330012;BRIEFWAHLBEZIRK;Briefwahl B;0012;;;N;0;0;0;0;318;0;318;0;0;3;315;202;28;85;
09175133;Pliening;091751330013;BRIEFWAHLBEZIRK;Briefwahl C;0013;;;N;0;0;0;0;305;0;305;0;0;3;302;180;45;77;
09175133;Pliening;091751330014;BRIEFWAHLBEZIRK;Briefwahl D;0014;;;N;0;0;0;0;317;0;317;0;0;6;311;190;35;86;
09175133;Pliening;091751330015;BRIEFWAHLBEZIRK;Briefwahl E;0015;;;N;0;0;0;0;318;0;318;0;0;2;316;199;38;79;
09175133;Pliening;091751330016;BRIEFWAHLBEZIRK;Briefwahl F;0016;;;N;0;0;0;0;302;0;302;0;0;5;297;173;36;88;
09175137;Steinhöring;09175137;GEMEINDE;Steinhöring;;;;N;3165;0;0;0;2352;737;1615;0;0;44;2308;1302;418;588;
09175137;Steinhöring;091751370001;STIMMBEZIRK;Stimmbezirk 1;0001;;;N;1439;0;0;0;295;295;0;0;0;5;290;143;94;53;
09175137;Steinhöring;091751370002;STIMMBEZIRK;Stimmbezirk 2;0002;;;N;1726;0;0;0;442;442;0;0;0;5;437;218;87;132;
09175137;Steinhöring;091751370011;BRIEFWAHLBEZIRK;Briefwahlbezirk 1;0011;;;N;0;0;0;0;404;0;404;0;0;5;399;228;59;112;
09175137;Steinhöring;091751370012;BRIEFWAHLBEZIRK;Briefwahlbezirk 2;0012;;;N;0;0;0;0;406;0;406;0;0;12;394;239;61;94;
09175137;Steinhöring;091751370013;BRIEFWAHLBEZIRK;Briefwahlbezirk 3;0013;;;N;0;0;0;0;403;0;403;0;0;9;394;238;57;99;
09175137;Steinhöring;091751370014;BRIEFWAHLBEZIRK;Briefwahlbezirk 4;0014;;;N;0;0;0;0;402;0;402;0;0;8;394;236;60;98;
09175139;Zorneding;09175139;GEMEINDE;Zorneding;;;;N;7367;0;0;0;5287;2218;3069;0;0;51;5236;2882;573;1781;
09175139;Zorneding;091751390001;STIMMBEZIRK;Pöring 0001;0001;;;N;1098;0;0;0;314;314;0;0;0;2;312;170;102;40;
09175139;Zorneding;091751390002;STIMMBEZIRK;Pöring 0002;0002;;;N;1125;0;0;0;310;310;0;0;0;2;308;169;39;100;
09175139;Zorneding;091751390003;STIMMBEZIRK;Zorneding 0003;0003;;;N;829;0;0;0;246;246;0;0;0;2;244;118;24;102;
09175139;Zorneding;091751390004;STIMMBEZIRK;Zorneding 0004;0004;;;N;883;0;0;0;274;274;0;0;0;6;268;114;33;121;
09175139;Zorneding;091751390005;STIMMBEZIRK;Zorneding 0005;0005;;;N;876;0;0;0;283;283;0;0;0;4;279;143;34;102;
09175139;Zorneding;091751390006;STIMMBEZIRK;Zorneding 0006;0006;;;N;843;0;0;0;242;242;0;0;0;2;240;117;39;84;
09175139;Zorneding;091751390007;STIMMBEZIRK;Zorneding 0007;0007;;;N;849;0;0;0;262;262;0;0;0;2;260;139;17;104;
09175139;Zorneding;091751390008;STIMMBEZIRK;Zorneding 0008;0008;;;N;864;0;0;0;287;287;0;0;0;2;285;136;21;128;
09175139;Zorneding;091751390021;BRIEFWAHLBEZIRK;Briefwahl 0021;0021;;;N;0;0;0;0;385;0;385;0;0;3;382;217;24;141;
09175139;Zorneding;091751390022;BRIEFWAHLBEZIRK;Briefwahl 0022;0022;;;N;0;0;0;0;377;0;377;0;0;3;374;203;32;139;
09175139;Zorneding;091751390023;BRIEFWAHLBEZIRK;Briefwahl 0023;0023;;;N;0;0;0;0;382;0;382;0;0;3;379;228;32;119;
09175139;Zorneding;091751390024;BRIEFWAHLBEZIRK;Briefwahl 0024;0024;;;N;0;0;0;0;374;0;374;0;0;6;368;231;45;92;
09175139;Zorneding;091751390025;BRIEFWAHLBEZIRK;Briefwahl 0025;0025;;;N;0;0;0;0;374;0;374;0;0;6;368;198;36;134;
09175139;Zorneding;091751390026;BRIEFWAHLBEZIRK;Briefwahl 0026;0026;;;N;0;0;0;0;379;0;379;0;0;2;377;250;20;107;
09175139;Zorneding;091751390027;BRIEFWAHLBEZIRK;Briefwahl 0027;0027;;;N;0;0;0;0;379;0;379;0;0;2;377;197;37;143;
09175139;Zorneding;091751390028;BRIEFWAHLBEZIRK;Briefwahl 0028;0028;;;N;0;0;0;0;419;0;419;0;0;4;415;252;38;125;
;;091755112;VERBANDSGEMEINDE;Verwaltungsgemeinschaft Aßling;;;;N;6070;0;0;0;4491;1727;2764;0;0;79;4412;2459;817;1136;
09175112;Aßling;09175112;GEMEINDE;Aßling;;;;N;3640;0;0;0;2710;1016;1694;0;0;41;2669;1368;474;827;
09175112;Aßling;091751120001;STIMMBEZIRK;Stimmbezirk I;0001;;;N;1881;0;0;0;569;569;0;0;0;3;566;246;112;208;
09175112;Aßling;091751120002;STIMMBEZIRK;Stimmbezirk II;0002;;;N;1759;0;0;0;447;447;0;0;0;5;442;192;135;115;
09175112;Aßling;091751120011;BRIEFWAHLBEZIRK;Briefwahl I;0011;;;N;0;0;0;0;456;0;456;0;0;8;448;253;73;122;
09175112;Aßling;091751120012;BRIEFWAHLBEZIRK;Briefwahl II;0012;;;N;0;0;0;0;457;0;457;0;0;15;442;246;72;124;
09175112;Aßling;091751120013;BRIEFWAHLBEZIRK;Briefwahl III;0013;;;N;0;0;0;0;430;0;430;0;0;8;422;245;45;132;
09175112;Aßling;091751120014;BRIEFWAHLBEZIRK;Briefwahl IV;0014;;;N;0;0;0;0;351;0;351;0;0;2;349;186;37;126;
09175119;Frauenneuharting;09175119;GEMEINDE;Frauenneuharting;;;;N;1224;0;0;0;879;379;500;0;0;22;857;523;178;156;
09175119;Frauenneuharting;091751190004;STIMMBEZIRK;Stimmbezirk I;0004;;;N;1224;0;0;0;379;379;0;0;0;6;373;211;95;67;
09175119;Frauenneuharting;091751190041;BRIEFWAHLBEZIRK;Briefwahl I;0041;;;N;0;0;0;0;255;0;255;0;0;12;243;163;47;33;
09175119;Frauenneuharting;091751190042;BRIEFWAHLBEZIRK;Briefwahl II;0042;;;N;0;0;0;0;245;0;245;0;0;4;241;149;36;56;
09175136;Emmering;09175136;GEMEINDE;Emmering;;;;N;1206;0;0;0;902;332;570;0;0;16;886;568;165;153;
09175136;Emmering;091751360003;STIMMBEZIRK;Stimmbezirk I;0003;;;N;1206;0;0;0;332;332;0;0;0;2;330;189;75;66;
09175136;Emmering;091751360031;BRIEFWAHLBEZIRK;Briefwahl I;0031;;;N;0;0;0;0;288;0;288;0;0;8;280;194;43;43;
09175136;Emmering;091751360032;BRIEFWAHLBEZIRK;Briefwahl II;0032;;;N;0;0;0;0;282;0;282;0;0;6;276;185;47;44;
;;091755114;VERBANDSGEMEINDE;Verwaltungsgemeinschaft Glonn;;;;N;11319;0;0;0;7820;3061;4759;0;0;166;7654;4547;1074;2033;
09175113;Baiern;09175113;GEMEINDE;Baiern;;;;N;1204;0;0;0;864;300;564;0;0;34;830;540;127;163;
09175113;Baiern;091751130101;STIMMBEZIRK;Urnenwahl Baiern;0101;;;N;1204;0;0;0;300;300;0;0;0;11;289;175;56;58;
09175113;Baiern;091751130111;BRIEFWAHLBEZIRK;Briefwahl Baiern 1;0111;;;N;0;0;0;0;278;0;278;0;0;12;266;181;29;56;
09175113;Baiern;091751130112;BRIEFWAHLBEZIRK;Briefwahl Baiern 2;0112;;;N;0;0;0;0;286;0;286;0;0;11;275;184;42;49;
09175114;Bruck;09175114;GEMEINDE;Bruck;;;;N;1055;0;0;0;848;308;540;0;0;18;830;518;124;188;
09175114;Bruck;091751140201;STIMMBEZIRK;Urnenwahl Bruck;0201;;;N;1055;0;0;0;308;308;0;0;0;8;300;164;52;84;
09175114;Bruck;091751140211;BRIEFWAHLBEZIRK;Briefwahl Bruck 1;0211;;;N;0;0;0;0;274;0;274;0;0;4;270;182;35;53;
09175114;Bruck;091751140212;BRIEFWAHLBEZIRK;Briefwahl Bruck 2;0212;;;N;0;0;0;0;266;0;266;0;0;6;260;172;37;51;
09175116;Egmating;09175116;GEMEINDE;Egmating;;;;N;1851;0;0;0;1263;536;727;0;0;15;1248;784;163;301;
09175116;Egmating;091751160301;STIMMBEZIRK;Urnenwahl Egmating 1;0301;;;N;938;0;0;0;278;278;0;0;0;3;275;159;46;70;
09175116;Egmating;091751160302;STIMMBEZIRK;Urnenwahl Egmating 2;0302;;;N;913;0;0;0;258;258;0;0;0;0;258;146;44;68;
09175116;Egmating;091751160311;BRIEFWAHLBEZIRK;Briefwahl Egmating 1;0311;;;N;0;0;0;0;360;0;360;0;0;10;350;231;39;80;
09175116;Egmating;091751160312;BRIEFWAHLBEZIRK;Briefwahl Egmating 2;0312;;;N;0;0;0;0;367;0;367;0;0;2;365;248;34;83;
09175121;Glonn;09175121;GEMEINDE;Glonn;;;;N;4053;0;0;0;2617;854;1763;0;0;52;2565;1445;344;776;
09175121;Glonn;091751210401;STIMMBEZIRK;Urnenwahl Glonn 1;0401;;;N;2121;0;0;0;435;435;0;0;0;9;426;212;83;131;
09175121;Glonn;091751210402;STIMMBEZIRK;Urnenwahl Glonn 2;0402;;;N;1932;0;0;0;419;419;0;0;0;5;414;199;57;158;
09175121;Glonn;091751210411;BRIEFWAHLBEZIRK;Briefwahl Glonn 1;0411;;;N;0;0;0;0;481;0;481;0;0;14;467;273;61;133;
09175121;Glonn;091751210412;BRIEFWAHLBEZIRK;Briefwahl Glonn 2;0412;;;N;0;0;0;0;449;0;449;0;0;8;441;247;50;144;
09175121;Glonn;091751210413;BRIEFWAHLBEZIRK;Briefwahl Glonn 3;0413;;;N;0;0;0;0;417;0;417;0;0;8;409;251;47;111;
09175121;Glonn;091751210414;BRIEFWAHLBEZIRK;Briefwahl Glonn 4;0414;;;N;0;0;0;0;416;0;416;0;0;8;408;263;46;99;
09175128;Moosach;09175128;GEMEINDE;Moosach;;;;N;1222;0;0;0;913;461;452;0;0;19;894;503;128;263;
09175128;Moosach;091751280501;STIMMBEZIRK;Urnenwahl Moosach;0501;;;N;1222;0;0;0;461;461;0;0;0;9;452;244;74;134;
09175128;Moosach;091751280511;BRIEFWAHLBEZIRK;Briefwahl Moosach 1;0511;;;N;0;0;0;0;219;0;219;0;0;8;211;124;21;66;
09175128;Moosach;091751280512;BRIEFWAHLBEZIRK;Briefwahl Moosach 2;0512;;;N;0;0;0;0;233;0;233;0;0;2;231;135;33;63;
09175131;Oberpframmern;09175131;GEMEINDE;Oberpframmern;;;;N;1934;0;0;0;1315;602;713;0;0;28;1287;757;188;342;
09175131;Oberpframmern;091751310601;STIMMBEZIRK;Urnenwahl Oberpframmern 1;0601;;;N;972;0;0;0;264;264;0;0;0;4;260;149;45;66;
09175131;Oberpframmern;091751310602;STIMMBEZIRK;Urnenwahl Oberpframmern 2;0602;;;N;962;0;0;0;338;338;0;0;0;2;336;177;58;101;
09175131;Oberpframmern;091751310611;BRIEFWAHLBEZIRK;Briefwahl Oberpframmern 1;0611;;;N;0;0;0;0;366;0;366;0;0;17;349;235;43;71;
09175131;Oberpframmern;091751310612;BRIEFWAHLBEZIRK;Briefwahl Oberpframmern 2;0612;;;N;0;0;0;0;347;0;347;0;0;5;342;196;42;104;
