Gebietsart;Gebietsnummer;Wahlberechtigte ohne Wahlschein;Wahlberechtigte mit Wahlschein;Wahlberechtigte nicht im Wählerverzeichnis;Wähler ohne Wahlschein;Wähler mit Wahlschein;Briefwähler in Urnenwahlgebiet erfasst;Stimmabgabeart;Zeilenart;Gruppe-Schluessel;701 (Glaser);702 (Bockler);703 (Reindl);704 (Hartthaler);705 (Baumgartner);706 (Gräf);707 (Germeier);708 (Gell);709 (Trischler);710 (Störkle);711 (Weigl-Mühlfeld);712 (Reismann);713 (Bockler);714 (Pelz);715 (Rüggeberg);716 (Pelz);717 (Renner);718 (Baumgartner);719 (Pudelko);720 (Daschner);721 (Galleneder);722 (Reismann);723 (Englbrecht);724 (Hartthaler);725 (Salzberger);726 (Kirchlechner);727 (Gabel-Obermaier);728 (Wolf);729 (Kranner);730 (Ismair);731 (Ismair);732 (Schweisfurth)
STIMMBEZIRK;091751320019;185;0;0;185;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;6;3;3;3;6;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
STIMMBEZIRK;091751320020;410;361;0;239;3;0;URNE;ERFASSUNGSEINHEIT;ÖDP;3;4;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;5;2;1;1;1;1;1;1
STIMMBEZIRK;091751320021;347;321;0;171;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;6;6;5;5;4;7;4;4;5;7;4;5;5;7;4;4;4;5;4;2;2;3;3;3;4;0;0;0;0;0;0;5
STIMMBEZIRK;091751320022;396;310;0;153;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;15;6;4;4;4;4;4;4;7;7;4;7;7;6;4;4;4;4;4;4;4;4;4;4;7;4;2;2;2;2;2;2
STIMMBEZIRK;091751320023;484;284;0;222;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STIMMBEZIRK;091751320024;386;337;0;194;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;10;6;4;4;5;4;4;4;5;4;4;5;4;7;4;4;4;5;4;4;4;4;5;4;4;4;2;2;2;2;2;2
STIMMBEZIRK;091751320025;331;334;0;176;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;9;6;2;2;5;3;2;2;5;2;2;2;2;2;2;2;5;2;2;2;2;5;2;2;2;5;1;1;1;1;1;1
STIMMBEZIRK;091751330001;501;460;0;246;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;22;22;12;12;15;13;13;12;12;14;14;13;12;12;15;13;15;14;12;13;12;13;12;12;13;13;6;6;7;7;6;6
STIMMBEZIRK;091751330002;578;405;0;343;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;24;21;21;16;14;14;17;14;17;14;14;16;14;14;14;14;14;14;15;14;14;14;12;14;12;12;5;6;5;6;6;5
STIMMBEZIRK;091751330003;568;422;0;296;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;7;3;6;6;3;1;3;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0
STIMMBEZIRK;091751330004;501;359;0;284;4;0;URNE;ERFASSUNGSEINHEIT;ÖDP;30;29;20;20;20;20;19;20;20;19;20;19;20;21;17;17;16;16;17;17;16;17;18;16;16;16;8;8;8;8;8;8
STIMMBEZIRK;091751330005;547;331;0;286;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;10;3;2;2;5;5;6;2;4;5;2;2;4;2;2;5;2;4;5;5;2;5;2;2;2;2;1;1;1;1;1;1
STIMMBEZIRK;091751370001;583;856;0;296;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;27;17;21;8;14;10;13;10;17;13;8;8;11;9;6;9;9;9;6;6;7;6;6;9;6;6;3;3;4;3;3;7
STIMMBEZIRK;091751370002;913;813;0;442;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;30;23;15;10;23;11;14;11;13;11;10;15;14;11;14;10;13;16;12;9;10;10;9;10;9;9;4;5;3;3;3;10
STIMMBEZIRK;091751390001;661;437;0;314;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;40;33;33;21;21;23;23;18;21;21;21;18;19;18;16;16;22;19;15;16;16;16;14;14;12;14;7;7;7;7;7;7
STIMMBEZIRK;091751390002;616;509;0;310;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;9;3;3;0;3;3;3;3;3;3;6;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;1;0;0;1;0;0
STIMMBEZIRK;091751390003;408;421;0;246;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;15;10;14;5;4;7;4;5;10;7;4;7;10;7;4;4;11;8;7;4;7;4;7;7;4;4;2;8;2;2;1;4
STIMMBEZIRK;091751390004;521;362;0;274;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;24;16;13;10;11;10;10;11;11;10;12;10;12;14;11;10;15;10;9;9;9;9;12;9;9;9;4;6;4;5;4;4
STIMMBEZIRK;091751390005;521;355;0;283;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;13;3;2;4;2;8;2;5;5;2;2;2;5;2;5;5;6;2;2;2;2;5;5;2;1;0;0;0;0;0;0;3
STIMMBEZIRK;091751390006;468;0;0;242;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;12;9;2;2;3;5;2;2;3;2;2;5;6;5;7;5;6;5;9;5;5;5;8;5;6;5;4;5;4;4;1;4
STIMMBEZIRK;091751390007;464;385;0;262;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;12;6;6;4;4;4;7;4;10;4;6;7;7;4;4;4;7;5;4;5;4;5;8;4;4;6;2;2;2;2;2;3
STIMMBEZIRK;091751390008;482;382;0;287;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;15;15;11;11;11;12;8;10;8;8;9;8;8;9;8;8;12;9;8;8;8;8;8;8;8;8;3;3;3;3;3;3
STIMMBEZIRK;091751120001;1011;870;0;567;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;30;27;21;20;20;17;17;16;15;18;25;14;12;12;13;13;17;18;15;11;11;9;8;11;12;14;4;4;4;4;4;7
STIMMBEZIRK;091751120002;861;898;0;447;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;50;39;41;25;25;24;22;24;28;23;24;23;20;26;20;20;22;25;20;20;26;19;25;17;17;20;8;11;9;5;6;9
STIMMBEZIRK;091751190004;696;528;0;379;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;35;22;24;13;20;14;10;11;12;12;10;10;11;13;11;10;12;11;10;14;13;15;14;10;11;17;6;5;5;5;5;10
STIMMBEZIRK;091751360003;606;600;0;330;2;0;URNE;ERFASSUNGSEINHEIT;ÖDP;18;21;19;10;10;16;10;13;16;16;13;10;11;10;13;10;13;15;10;10;13;10;10;10;10;10;5;5;5;4;4;4
STIMMBEZIRK;091751130101;603;601;0;300;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;52;33;46;20;20;28;23;22;21;26;53;23;23;29;22;22;22;24;20;21;39;18;21;17;17;20;7;8;17;8;6;12
STIMMBEZIRK;091751140201;489;566;0;308;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;46;28;48;17;24;16;16;13;22;24;22;19;21;22;15;16;13;24;16;13;7;7;10;10;7;8;4;6;9;2;2;9
STIMMBEZIRK;091751160301;573;365;0;278;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;50;36;36;25;25;31;25;23;25;23;23;22;22;29;24;26;22;23;21;23;20;24;23;20;20;25;11;12;9;9;9;9
STIMMBEZIRK;091751160302;502;411;0;256;2;0;URNE;ERFASSUNGSEINHEIT;ÖDP;22;9;22;6;6;14;6;6;6;6;11;6;6;13;6;7;6;7;6;6;12;6;7;6;6;10;3;4;6;3;3;6
STIMMBEZIRK;091751210401;1124;997;0;434;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;70;18;62;11;10;17;11;8;15;18;14;11;9;14;21;11;7;6;6;9;17;6;9;6;6;19;3;3;9;3;3;22
STIMMBEZIRK;091751210402;1052;888;0;419;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;73;25;92;13;13;29;15;10;27;12;18;16;10;27;33;13;10;16;8;10;11;8;8;11;11;35;4;4;21;4;4;29
STIMMBEZIRK;091751280501;739;483;0;459;1;0;URNE;ERFASSUNGSEINHEIT;ÖDP;74;61;59;38;39;50;38;36;65;38;41;36;40;36;32;33;32;39;30;30;32;28;34;28;29;29;12;15;12;11;11;16
STIMMBEZIRK;091751310601;589;383;0;264;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;27;15;20;8;11;18;8;8;9;17;14;11;8;21;8;17;11;12;8;8;12;8;9;9;8;12;4;5;7;4;5;12
STIMMBEZIRK;091751310602;590;372;0;338;0;0;URNE;ERFASSUNGSEINHEIT;ÖDP;39;36;25;14;14;26;23;14;22;16;15;18;29;38;13;32;14;13;12;12;15;15;20;12;16;17;7;6;6;10;7;16
KREIS;09175000;62795;46636;0;28803;261;0;URNE;SUMME;ÖDP;2208;1787;1531;1105;1101;1177;1113;1027;1075;1055;994;995;1037;1042;894;892;919;998;871;908;871;842;934;867;790;862;377;415;426;415;368;533
BRIEFWAHLBEZIRK;091751350021;;;;0;412;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;35;24;24;24;19;14;51;18;14;17;16;54;15;19;14;14;15;16;41;18;16;43;21;25;12;12;6;13;6;9;10;12
BRIEFWAHLBEZIRK;091751350022;;;;0;387;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;44;19;20;9;12;15;28;9;8;12;8;24;14;18;8;8;8;18;21;26;11;32;23;17;8;8;4;10;5;13;10;13
BRIEFWAHLBEZIRK;091751350023;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;19;10;6;6;6;8;29;10;12;13;4;19;14;10;4;4;8;10;6;13;5;21;9;7;4;6;2;3;2;3;2;8
BRIEFWAHLBEZIRK;091751350024;;;;0;390;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;48;33;26;25;20;21;60;18;20;18;21;46;19;23;18;18;18;21;44;17;16;37;24;14;15;20;7;9;7;8;7;8
BRIEFWAHLBEZIRK;091751350025;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;9;9;6;8;9;5;28;4;4;7;6;27;6;6;2;2;0;0;18;0;0;21;4;4;0;1;0;0;0;1;0;10
BRIEFWAHLBEZIRK;091751350026;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;23;10;8;5;7;4;33;7;4;5;3;18;2;3;3;2;2;2;5;5;2;11;4;2;7;2;1;1;4;4;2;1
BRIEFWAHLBEZIRK;091751350027;;;;0;448;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;18;6;8;12;11;34;12;12;7;6;25;6;15;15;6;6;16;24;13;6;19;16;12;6;8;3;11;3;5;6;4
BRIEFWAHLBEZIRK;091751350028;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;31;20;12;15;9;11;40;6;9;6;6;29;8;8;8;6;10;10;22;12;6;22;16;8;7;7;3;3;3;4;3;12
BRIEFWAHLBEZIRK;091751350029;;;;0;388;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;38;30;20;18;12;21;35;14;12;17;15;27;18;13;16;14;12;14;18;10;11;28;15;11;14;11;6;6;7;6;7;11
BRIEFWAHLBEZIRK;091751350030;;;;0;389;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;19;4;3;2;1;2;8;1;5;2;1;17;1;3;0;0;2;3;8;1;0;11;9;2;0;4;0;2;0;0;0;0
BRIEFWAHLBEZIRK;091751110011;;;;0;224;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;4;3;5;5;2;6;0;3;0;2;0;0;0;0;0;0;0;0;5;9;3;0;17;2;0;0;0;0;3;6;6;0
BRIEFWAHLBEZIRK;091751110012;;;;0;259;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;21;18;14;17;12;16;12;14;15;12;12;15;9;15;9;9;11;16;13;24;11;10;27;15;8;11;3;3;6;3;3;9
BRIEFWAHLBEZIRK;091751110013;;;;0;255;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;19;12;8;6;4;12;0;11;5;1;3;0;11;4;3;3;3;7;0;7;0;4;48;6;3;0;0;3;4;3;3;11
BRIEFWAHLBEZIRK;091751110014;;;;0;258;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;40;20;15;6;12;9;6;6;9;7;9;9;7;7;6;6;7;7;6;13;8;6;37;2;3;9;1;2;7;4;4;2
BRIEFWAHLBEZIRK;091751110015;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;12;9;9;6;6;6;10;6;6;6;6;6;6;6;4;4;4;4;4;10;5;4;28;7;4;4;2;2;2;2;2;9
BRIEFWAHLBEZIRK;091751110016;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;29;18;15;14;13;15;17;13;14;17;10;12;10;11;10;9;8;8;10;14;8;8;32;14;8;10;4;4;4;7;4;7
BRIEFWAHLBEZIRK;091751150021;;;;0;436;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;60;105;37;14;49;11;15;6;12;30;12;9;69;9;9;6;6;19;6;6;7;6;9;6;6;6;15;4;6;7;3;25
BRIEFWAHLBEZIRK;091751150022;;;;0;356;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;75;22;16;48;21;18;15;20;53;11;14;59;15;11;10;10;36;10;10;13;12;17;9;6;13;14;3;3;3;3;22
BRIEFWAHLBEZIRK;091751150023;;;;0;387;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;58;80;27;11;41;22;13;17;15;17;15;8;57;13;11;8;11;37;8;8;11;8;12;9;9;10;11;4;4;3;4;17
BRIEFWAHLBEZIRK;091751150024;;;;0;430;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;57;104;35;13;69;20;44;14;15;53;15;12;72;16;12;11;16;43;12;15;16;10;14;10;10;10;14;6;6;6;6;27
BRIEFWAHLBEZIRK;091751150025;;;;0;469;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;81;134;51;24;90;32;41;26;37;60;23;23;92;23;24;20;23;51;20;29;23;20;22;20;21;22;13;10;10;10;10;40
BRIEFWAHLBEZIRK;091751150026;;;;0;405;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;60;89;36;24;49;24;33;21;23;55;27;21;57;25;18;18;23;41;20;18;22;18;19;15;14;18;12;8;11;8;7;21
BRIEFWAHLBEZIRK;091751150027;;;;0;392;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;42;76;20;7;36;15;9;10;8;41;17;7;59;11;6;6;7;21;6;6;6;7;16;7;6;7;6;3;3;3;3;20
BRIEFWAHLBEZIRK;091751150028;;;;0;422;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;47;92;24;14;59;15;27;8;9;30;21;8;55;11;8;9;8;47;11;11;8;8;10;11;8;11;11;7;4;4;4;23
BRIEFWAHLBEZIRK;091751150029;;;;0;380;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;52;42;17;12;35;17;14;14;11;28;9;6;46;7;7;4;10;25;4;12;4;6;7;4;6;11;2;5;5;4;5;23
BRIEFWAHLBEZIRK;091751150030;;;;0;422;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;46;33;42;10;14;15;11;11;14;7;19;7;31;6;4;4;5;10;4;5;10;5;18;7;7;14;2;2;2;2;2;18
BRIEFWAHLBEZIRK;091751180011;;;;0;429;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;51;25;20;28;8;12;20;44;7;11;5;7;15;7;5;5;7;11;23;70;5;7;20;21;5;5;3;7;3;13;9;23
BRIEFWAHLBEZIRK;091751180012;;;;0;428;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;44;25;22;15;16;25;17;88;14;19;15;16;18;19;14;14;14;14;21;80;14;14;22;14;14;14;7;10;7;15;9;15
BRIEFWAHLBEZIRK;091751180013;;;;0;443;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;60;29;32;33;15;20;18;91;19;18;22;18;17;16;16;10;15;15;11;100;11;10;24;21;14;12;6;12;6;6;6;23
BRIEFWAHLBEZIRK;0101;;;;0;251;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;21;12;13;4;5;5;7;7;7;10;7;2;12;11;4;5;4;5;9;5;5;4;7;4;4;9;2;2;3;2;3;3
BRIEFWAHLBEZIRK;0102;;;;0;245;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;9;7;13;3;2;3;2;4;2;2;3;4;9;4;2;3;3;7;3;7;5;2;11;2;2;5;1;1;1;1;1;8
BRIEFWAHLBEZIRK;0103;;;;0;265;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;47;24;25;15;17;19;21;17;22;20;15;13;18;18;12;16;14;16;12;12;16;14;17;12;13;14;7;7;7;6;6;17
BRIEFWAHLBEZIRK;0104;;;;0;240;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;7;12;6;3;6;3;6;8;3;5;2;5;5;2;2;2;5;2;5;2;2;2;5;2;2;1;1;1;1;1;2
BRIEFWAHLBEZIRK;0105;;;;0;247;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;15;28;10;10;13;10;10;10;12;19;10;13;13;10;10;12;10;10;10;10;10;10;10;10;13;5;5;5;4;4;14
BRIEFWAHLBEZIRK;0106;;;;0;248;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;51;27;35;16;13;19;16;17;16;24;10;10;23;12;7;6;7;7;9;6;6;6;9;6;7;9;3;3;7;3;3;6
BRIEFWAHLBEZIRK;0107;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;42;15;31;2;9;21;4;5;15;13;8;7;20;14;2;2;2;22;8;2;2;4;5;2;3;9;2;1;4;1;1;19
BRIEFWAHLBEZIRK;0108;;;;0;242;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;6;33;4;7;7;5;6;4;12;13;4;3;5;2;10;2;2;2;4;2;2;2;2;2;8;2;1;2;1;1;11
BRIEFWAHLBEZIRK;0109;;;;0;248;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;30;21;17;8;8;8;7;6;9;9;15;6;9;7;6;7;6;13;4;7;7;4;7;4;4;4;2;2;2;2;2;16
BRIEFWAHLBEZIRK;0110;;;;0;243;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;17;21;29;8;11;11;14;11;14;11;8;6;15;6;9;6;6;9;6;6;9;6;9;6;6;6;5;3;3;3;3;9
BRIEFWAHLBEZIRK;0111;;;;0;0;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRIEFWAHLBEZIRK;0112;;;;0;237;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;11;34;2;5;6;3;2;8;6;4;4;3;6;2;4;2;4;2;2;2;4;6;2;2;6;2;2;1;1;1;8
BRIEFWAHLBEZIRK;0113;;;;0;237;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;35;19;24;9;11;12;9;9;9;6;6;6;6;9;4;4;4;4;4;4;4;4;6;4;4;4;2;2;2;5;2;7
BRIEFWAHLBEZIRK;0114;;;;0;228;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;15;11;23;3;7;6;6;1;4;1;3;3;0;3;0;3;0;6;0;0;0;1;4;1;0;3;3;1;0;0;0;5
BRIEFWAHLBEZIRK;0115;;;;0;228;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;18;12;4;12;10;7;7;13;10;8;10;10;10;4;4;7;12;4;4;4;4;4;4;4;7;2;2;2;5;2;11
BRIEFWAHLBEZIRK;0116;;;;0;227;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;18;22;10;13;6;9;6;11;8;13;9;6;12;6;9;6;11;6;9;4;4;8;4;4;7;2;2;2;2;2;10
BRIEFWAHLBEZIRK;0117;;;;0;232;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;34;13;27;3;6;13;9;7;6;14;6;3;9;2;2;2;2;5;2;2;2;2;9;2;2;3;1;2;1;1;1;5
BRIEFWAHLBEZIRK;0118;;;;0;236;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;6;6;8;0;3;2;6;0;0;0;0;0;9;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;12
BRIEFWAHLBEZIRK;0119;;;;0;229;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;11;9;4;4;4;4;4;5;9;6;7;4;4;4;5;5;4;5;4;4;4;4;7;4;5;8;2;2;6;5;2;12
BRIEFWAHLBEZIRK;0120;;;;0;233;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;11;3;18;3;8;8;2;2;3;7;4;3;3;9;2;5;2;6;2;2;2;5;3;5;3;7;0;3;0;0;0;9
BRIEFWAHLBEZIRK;091751230011;;;;0;198;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;12;7;9;6;13;6;8;9;7;6;8;8;11;4;8;4;5;8;4;5;5;15;7;4;9;2;5;2;6;2;12
BRIEFWAHLBEZIRK;091751230012;;;;0;196;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;28;18;14;14;13;14;8;16;11;8;8;11;8;8;8;8;8;11;16;14;8;8;17;10;8;6;3;2;2;2;2;2
BRIEFWAHLBEZIRK;091751230013;;;;0;195;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;31;17;8;10;8;12;5;15;6;7;4;8;5;7;5;4;2;8;2;23;1;0;9;6;0;3;0;1;0;0;0;9
BRIEFWAHLBEZIRK;091751230014;;;;0;191;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;11;2;1;3;2;4;3;4;2;8;1;2;3;12;2;3;1;2;2;16;1;4;12;1;1;4;0;1;0;0;0;2
BRIEFWAHLBEZIRK;091751230015;;;;0;190;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;6;3;4;3;1;0;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9
BRIEFWAHLBEZIRK;091751230016;;;;0;185;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;12;6;9;13;14;9;9;6;12;12;6;12;6;9;9;6;7;9;17;8;10;9;9;6;6;3;4;3;4;7;10
BRIEFWAHLBEZIRK;091751230017;;;;0;165;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;18;10;4;4;7;6;4;7;4;4;10;10;10;4;4;4;7;4;9;4;7;10;4;4;7;1;1;1;4;1;1
BRIEFWAHLBEZIRK;091751240011;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;19;9;26;4;8;10;10;8;13;5;4;5;6;6;7;4;4;9;4;4;4;5;8;4;4;4;2;2;5;2;2;12
BRIEFWAHLBEZIRK;091751240012;;;;0;270;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;30;13;17;5;5;13;7;7;11;5;8;6;8;8;4;4;10;7;4;4;4;4;2;4;5;6;1;1;1;1;1;7
BRIEFWAHLBEZIRK;091751240013;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;22;12;14;8;9;8;8;10;11;13;14;8;12;11;8;11;8;9;8;9;8;8;8;9;6;7;3;3;4;2;2;15
BRIEFWAHLBEZIRK;091751240014;;;;0;258;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;27;18;14;6;6;11;10;8;9;6;8;9;10;7;6;6;6;15;6;7;6;9;6;6;6;9;3;3;3;3;3;9
BRIEFWAHLBEZIRK;091751240015;;;;0;249;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;12;14;10;7;10;8;4;4;5;10;8;4;4;7;4;5;4;9;5;7;4;4;8;4;4;4;2;6;2;2;2;8
BRIEFWAHLBEZIRK;091751240016;;;;0;265;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;37;15;24;7;15;21;6;11;12;12;9;9;7;14;7;6;14;14;10;9;9;6;16;6;6;9;6;3;7;6;6;22
BRIEFWAHLBEZIRK;091751240017;;;;0;252;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;45;18;14;10;19;19;11;8;15;15;8;11;13;16;8;9;8;12;8;8;8;8;11;9;8;11;4;4;4;4;4;19
BRIEFWAHLBEZIRK;091751240018;;;;0;255;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;19;19;7;7;6;9;8;4;5;6;4;5;5;7;4;4;4;9;6;4;4;5;13;10;6;5;2;2;2;3;2;7
BRIEFWAHLBEZIRK;091751240019;;;;0;256;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;16;12;19;8;8;11;8;8;12;8;9;9;11;12;8;8;8;12;9;8;9;6;7;7;6;6;4;4;3;3;2;8
BRIEFWAHLBEZIRK;091751240020;;;;0;247;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;24;15;13;10;10;19;10;11;12;17;13;8;14;8;8;9;11;8;8;8;8;10;8;11;8;8;5;7;4;4;4;10
BRIEFWAHLBEZIRK;091751270021;;;;0;337;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;56;29;34;74;16;28;19;24;10;19;13;16;15;10;10;10;9;9;16;66;10;8;10;56;8;14;4;13;7;34;22;21
BRIEFWAHLBEZIRK;091751270022;;;;0;292;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;58;28;21;59;19;24;24;25;23;22;18;21;20;20;19;18;19;21;22;49;18;22;25;45;18;27;8;14;7;23;14;8
BRIEFWAHLBEZIRK;091751270023;;;;0;282;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;23;21;18;61;17;18;15;18;21;17;15;18;15;18;15;10;10;15;22;46;10;13;17;58;10;10;5;14;6;39;27;15
BRIEFWAHLBEZIRK;091751270024;;;;0;330;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;46;29;31;66;17;28;22;32;19;27;20;23;18;22;16;16;20;22;21;50;17;24;27;43;16;18;8;31;8;29;26;15
BRIEFWAHLBEZIRK;091751270025;;;;0;339;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;18;16;11;65;11;13;14;20;12;14;11;10;12;12;10;10;12;13;15;38;11;13;17;42;10;14;5;9;6;31;22;7
BRIEFWAHLBEZIRK;091751270026;;;;0;330;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;32;25;21;52;21;12;19;23;13;15;17;22;20;20;12;17;12;23;22;51;12;14;26;46;12;12;6;16;8;22;16;17
BRIEFWAHLBEZIRK;091751270027;;;;0;338;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;43;32;24;66;22;25;20;33;21;25;17;17;17;19;15;18;18;20;22;63;14;18;24;53;15;15;9;15;8;27;26;11
BRIEFWAHLBEZIRK;091751270028;;;;0;334;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;36;21;22;51;10;14;10;11;6;10;7;7;5;7;4;4;5;9;4;31;4;4;11;32;4;4;2;18;3;29;19;11
BRIEFWAHLBEZIRK;091751270029;;;;0;333;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;47;26;22;65;14;17;13;17;16;11;13;13;15;16;10;10;10;14;14;58;10;8;13;55;9;8;4;11;4;31;13;14
BRIEFWAHLBEZIRK;091751270030;;;;0;337;0;BRIEF;ERFASSUNGSEINHEIT;ÖDP;40;36;30;57;20;23;34;25;20;24;20;22;20;20;20;20;23;21;25;62;20;22;24;58;19;18;9;32;9;31;31;10
