Gebietsart;Gebietsnummer;Wahlberechtigte ohne Wahlschein;Wahlberechtigte mit Wahlschein;Wahlberechtigte nicht im Wählerverzeichnis;Wähler ohne Wahlschein;Wähler mit Wahlschein;Briefwähler in Urnenwahlgebiet erfasst;Stimmabgabeart;Zeilenart;Gruppe-Schluessel;801 (Schmid);802 (Böning-Görlach);803 (Boegelein);804 (Koplin);805 (Lügering);806 (Heimisch);807 (Münnich);808 (Bleiel);809 (Eichmeier);810 (Bouderka);811 (Striewski);812 (Großner);813 (Lütje);814 (Munk);815 (Krieg);816 (Siegert);817 (Lindenthal);818 (Maas);819 (Pleitner);820 (Schärtl);821 (Schmidt-Behounek);822 (Haag);823 (Weyh);824 (Ottinger);825 (Huppertz)
STIMMBEZIRK;091751390008;482;382;0;287;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;40;37;33;34;32;32;30;40;32;37;33;34;31;33;31;35;32;22;12;11;11;12;9;12;10
STIMMBEZIRK;091751120001;1011;870;0;567;1;0;URNE;ERFASSUNGSEINHEIT;Die Linke;71;63;62;54;57;61;57;65;57;59;54;54;46;47;46;53;44;33;16;15;17;22;18;17;20
STIMMBEZIRK;091751120002;861;898;0;447;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;50;45;53;47;41;45;44;50;40;51;51;44;41;47;44;41;41;33;13;12;15;15;14;14;11
STIMMBEZIRK;091751190004;696;528;0;379;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;36;36;36;33;36;33;32;34;33;30;32;32;31;33;33;33;34;25;15;11;11;14;11;18;15
STIMMBEZIRK;091751360003;606;600;0;330;2;0;URNE;ERFASSUNGSEINHEIT;Die Linke;35;28;30;25;34;28;28;41;28;31;29;37;27;37;26;31;33;28;11;9;9;12;12;15;9
STIMMBEZIRK;091751130101;603;601;0;300;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;49;39;42;39;33;40;33;40;37;40;46;33;39;34;46;35;37;21;12;12;11;17;8;16;14
STIMMBEZIRK;091751140201;489;566;0;308;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;63;54;73;52;49;49;45;54;45;45;45;42;42;45;42;48;48;31;20;14;17;17;14;25;17
STIMMBEZIRK;091751160301;573;365;0;278;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;42;36;36;36;39;36;36;36;36;36;36;36;36;36;39;36;42;29;12;18;12;12;12;15;12
STIMMBEZIRK;091751160302;502;411;0;256;2;0;URNE;ERFASSUNGSEINHEIT;Die Linke;22;18;18;19;21;18;18;24;18;18;18;21;18;21;18;21;18;11;5;15;5;6;5;6;6
STIMMBEZIRK;091751210401;1124;997;0;434;1;0;URNE;ERFASSUNGSEINHEIT;Die Linke;57;45;45;42;52;45;42;58;60;46;50;49;42;42;46;46;55;35;17;14;14;16;14;22;16
STIMMBEZIRK;091751210402;1052;888;0;419;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;63;51;48;48;51;51;39;57;64;42;48;48;42;42;42;45;70;48;19;24;14;13;12;17;12
STIMMBEZIRK;091751280501;739;483;0;459;1;0;URNE;ERFASSUNGSEINHEIT;Die Linke;74;57;71;54;56;54;53;70;51;58;57;48;48;51;51;50;57;39;18;14;18;18;17;23;18
STIMMBEZIRK;091751310601;589;383;0;264;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;33;21;21;25;28;21;21;25;21;25;25;25;24;22;21;27;22;16;7;8;7;11;7;14;7
STIMMBEZIRK;091751310602;590;372;0;338;0;0;URNE;ERFASSUNGSEINHEIT;Die Linke;54;35;32;31;34;33;34;44;35;42;44;31;34;35;39;41;38;25;17;14;11;19;11;22;14
KREIS;09175000;62795;46636;0;28803;261;0;URNE;SUMME;Die Linke;4120;3558;3559;3369;3374;3407;3250;3625;3219;3355;3293;3143;3060;3073;3012;3135;3072;2033;1099;1000;1009;1103;964;1181;1030
BRIEFWAHLBEZIRK;091751350021;;;;0;412;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;129;79;73;77;68;76;65;84;64;77;104;63;62;63;63;65;73;50;24;22;22;25;22;30;26
BRIEFWAHLBEZIRK;091751350022;;;;0;387;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;93;74;67;64;65;67;59;66;61;65;72;59;62;59;60;59;63;43;23;19;20;21;19;23;19
BRIEFWAHLBEZIRK;091751350023;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;94;58;56;49;55;62;58;64;51;60;69;48;53;47;49;49;50;34;20;17;19;23;16;29;20
BRIEFWAHLBEZIRK;091751350024;;;;0;390;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;85;50;48;43;46;47;46;58;46;48;85;46;46;58;54;58;57;43;20;14;14;27;14;31;19
BRIEFWAHLBEZIRK;091751350025;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;63;44;37;38;32;42;37;44;34;43;55;40;36;41;41;40;42;25;17;12;11;15;11;15;14
BRIEFWAHLBEZIRK;091751350026;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;76;49;45;47;51;47;45;56;48;49;68;49;45;46;46;52;45;28;15;14;13;19;13;14;14
BRIEFWAHLBEZIRK;091751350027;;;;0;448;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;82;43;40;40;43;46;40;48;43;46;54;42;40;45;46;47;46;28;13;13;16;19;15;24;16
BRIEFWAHLBEZIRK;091751350028;;;;0;415;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;88;39;36;36;36;42;36;40;36;40;69;39;36;36;36;43;37;26;16;11;14;18;11;18;12
BRIEFWAHLBEZIRK;091751350029;;;;0;388;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;79;53;54;52;51;50;47;53;47;52;78;45;47;47;47;48;48;33;16;17;17;18;17;16;16
BRIEFWAHLBEZIRK;091751350030;;;;0;389;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;66;37;34;34;34;42;31;45;28;43;34;34;27;27;32;34;25;16;12;9;9;12;9;18;11
BRIEFWAHLBEZIRK;091751110011;;;;0;224;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;34;16;16;16;23;17;16;25;19;31;16;19;16;18;19;16;12;9;4;4;7;4;4;16;6
BRIEFWAHLBEZIRK;091751110012;;;;0;259;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;10;3;3;3;3;9;3;5;3;6;9;3;3;3;3;4;3;2;4;1;1;1;1;4;1
BRIEFWAHLBEZIRK;091751110013;;;;0;255;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;16;9;10;9;16;22;9;9;9;16;20;9;9;12;15;9;9;9;6;3;3;12;3;10;10
BRIEFWAHLBEZIRK;091751110014;;;;0;258;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;33;21;18;18;16;27;15;21;21;17;22;18;15;16;21;18;18;10;5;5;5;10;8;15;12
BRIEFWAHLBEZIRK;091751110015;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;21;18;15;15;15;15;15;15;15;17;17;15;15;15;16;15;15;10;5;5;5;5;5;8;5
BRIEFWAHLBEZIRK;091751110016;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;20;15;15;18;16;20;15;19;12;21;18;12;15;12;15;18;16;8;4;4;4;7;4;11;11
BRIEFWAHLBEZIRK;091751150021;;;;0;436;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;59;42;42;39;42;39;39;48;39;34;37;33;33;27;24;37;31;18;6;6;13;14;6;22;9
BRIEFWAHLBEZIRK;091751150022;;;;0;356;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;44;39;39;30;30;34;30;43;27;33;37;27;21;28;21;31;25;13;16;6;18;13;7;30;10
BRIEFWAHLBEZIRK;091751150023;;;;0;387;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;43;29;26;23;23;30;26;36;19;20;24;22;16;19;14;20;12;9;14;6;10;9;4;28;18
BRIEFWAHLBEZIRK;091751150024;;;;0;430;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;45;29;29;20;20;22;22;39;16;22;25;16;22;19;19;14;20;16;6;5;5;12;5;18;20
BRIEFWAHLBEZIRK;091751150025;;;;0;469;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;68;45;49;44;36;39;27;36;24;34;39;27;21;30;21;29;25;19;8;6;18;13;12;34;13
BRIEFWAHLBEZIRK;091751150026;;;;0;405;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;48;26;33;22;22;21;18;35;18;30;26;21;21;24;18;30;28;14;14;6;21;8;5;23;18
BRIEFWAHLBEZIRK;091751150027;;;;0;392;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;54;41;45;42;37;37;35;39;35;37;37;29;26;29;31;29;38;25;14;9;11;11;22;16;15
BRIEFWAHLBEZIRK;091751150028;;;;0;422;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;34;25;34;21;24;24;22;35;19;21;21;22;18;18;18;18;20;12;7;6;10;7;16;9;9
BRIEFWAHLBEZIRK;091751150029;;;;0;380;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;79;66;57;57;60;70;61;66;60;57;59;53;51;54;53;59;61;41;20;17;25;25;19;25;28
BRIEFWAHLBEZIRK;091751150030;;;;0;422;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;9;3;4;4;10;10;3;6;3;4;12;3;3;3;8;8;8;2;5;1;4;10;5;11;4
BRIEFWAHLBEZIRK;091751180011;;;;0;429;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;61;54;44;45;45;44;44;45;43;47;48;39;37;37;36;40;33;22;15;10;10;14;10;18;13
BRIEFWAHLBEZIRK;091751180012;;;;0;428;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;31;22;15;11;12;16;9;17;9;14;19;10;10;10;10;10;10;9;8;5;2;15;1;18;8
BRIEFWAHLBEZIRK;091751180013;;;;0;443;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;54;48;25;23;27;33;24;36;26;43;43;25;23;26;35;30;30;19;11;9;12;11;6;11;12
BRIEFWAHLBEZIRK;0101;;;;0;251;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;49;40;41;37;41;37;37;49;37;34;34;37;31;34;32;32;35;27;17;12;9;11;9;15;16
BRIEFWAHLBEZIRK;0102;;;;0;245;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;10;7;18;7;11;3;6;9;3;3;5;0;1;1;0;0;0;0;0;0;0;6;0;9;0
BRIEFWAHLBEZIRK;0103;;;;0;265;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;34;27;36;21;16;21;24;29;18;24;26;27;18;18;18;22;15;10;14;5;5;15;4;14;9
BRIEFWAHLBEZIRK;0104;;;;0;240;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;57;27;27;23;29;24;25;50;23;33;28;31;28;37;28;38;27;20;24;8;8;15;8;25;18
BRIEFWAHLBEZIRK;0105;;;;0;247;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;24;15;12;12;12;12;12;18;12;12;12;15;12;15;12;9;9;6;12;3;7;9;4;9;7
BRIEFWAHLBEZIRK;0106;;;;0;248;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;60;49;47;42;47;50;45;58;45;45;53;42;42;44;37;42;42;24;18;11;14;16;11;23;15
BRIEFWAHLBEZIRK;0107;;;;0;254;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;55;35;40;30;30;33;30;57;31;39;37;34;33;30;26;40;30;20;15;8;8;10;8;34;9
BRIEFWAHLBEZIRK;0108;;;;0;242;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;48;27;27;27;27;27;39;50;28;27;27;29;30;29;21;27;27;21;17;8;8;19;8;27;8
BRIEFWAHLBEZIRK;0109;;;;0;248;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;23;16;22;16;12;13;13;19;11;16;13;10;13;16;10;14;10;10;10;3;3;7;3;10;6
BRIEFWAHLBEZIRK;0110;;;;0;243;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;42;27;36;19;27;28;23;31;19;21;30;24;23;21;20;22;24;20;15;5;8;21;8;22;7
BRIEFWAHLBEZIRK;0111;;;;0;0;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRIEFWAHLBEZIRK;0112;;;;0;237;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;24;30;27;23;23;31;35;22;24;30;24;27;25;27;24;21;18;15;6;5;10;5;27;17
BRIEFWAHLBEZIRK;0113;;;;0;237;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;30;18;18;12;12;15;18;27;12;18;15;18;15;12;12;12;12;11;7;7;4;10;4;7;5
BRIEFWAHLBEZIRK;0114;;;;0;228;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;27;36;25;19;18;18;34;15;21;19;21;15;18;15;15;16;11;5;5;4;11;4;8;6
BRIEFWAHLBEZIRK;0115;;;;0;228;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;56;41;39;36;39;42;39;56;40;42;36;37;34;36;33;40;30;20;13;10;10;13;10;16;13
BRIEFWAHLBEZIRK;0116;;;;0;227;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;19;9;17;8;4;8;8;23;10;8;9;11;12;9;7;11;6;5;18;3;2;7;3;11;5
BRIEFWAHLBEZIRK;0117;;;;0;232;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;42;34;34;32;26;32;32;37;32;34;38;37;28;27;28;35;32;19;13;8;8;11;8;14;8
BRIEFWAHLBEZIRK;0118;;;;0;236;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;36;42;39;36;33;36;34;33;33;33;33;33;33;33;33;33;22;17;14;11;17;11;22;14
BRIEFWAHLBEZIRK;0119;;;;0;229;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;27;18;19;19;21;18;34;39;19;15;22;27;27;24;15;18;15;10;13;5;5;13;5;10;12
BRIEFWAHLBEZIRK;0120;;;;0;233;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;47;34;40;28;31;32;32;42;31;35;43;38;34;38;29;32;28;19;29;13;10;29;14;43;11
BRIEFWAHLBEZIRK;091751230011;;;;0;198;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;6;4;4;3;0;3;1;6;2;3;5;0;3;2;6;6;1;0;2;2;1;1;1;1;2
BRIEFWAHLBEZIRK;091751230012;;;;0;196;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;19;15;15;18;18;15;12;12;15;12;12;12;12;12;12;14;12;8;4;4;4;4;4;4;6
BRIEFWAHLBEZIRK;091751230013;;;;0;195;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;34;28;22;21;22;21;18;35;18;34;26;19;21;20;19;23;20;13;8;10;6;9;6;11;13
BRIEFWAHLBEZIRK;091751230014;;;;0;191;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;21;16;13;11;13;10;16;12;10;8;14;7;10;7;7;11;7;5;3;2;2;10;3;10;3
BRIEFWAHLBEZIRK;091751230015;;;;0;190;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;6;4;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;5;4;4;1;1;1;1;1
BRIEFWAHLBEZIRK;091751230016;;;;0;185;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;16;7;6;6;6;6;9;8;9;11;7;7;9;6;11;6;7;4;3;2;5;4;3;7;7
BRIEFWAHLBEZIRK;091751230017;;;;0;165;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;21;11;10;10;10;20;10;18;12;20;18;12;9;12;12;18;12;6;9;3;6;11;2;13;3
BRIEFWAHLBEZIRK;091751240011;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;36;31;34;52;28;30;28;35;32;30;31;27;25;26;29;30;27;18;9;7;7;10;7;18;10
BRIEFWAHLBEZIRK;091751240012;;;;0;270;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;47;33;38;48;35;50;33;42;33;31;38;33;36;31;34;39;33;20;17;10;11;18;11;16;25
BRIEFWAHLBEZIRK;091751240013;;;;0;257;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;16;12;9;30;15;9;15;9;9;9;9;12;12;12;9;10;12;7;3;3;4;3;4;4;4
BRIEFWAHLBEZIRK;091751240014;;;;0;258;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;28;18;18;32;18;26;22;25;21;21;27;18;20;22;21;27;25;16;11;8;8;7;7;12;10
BRIEFWAHLBEZIRK;091751240015;;;;0;249;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;12;10;11;17;12;9;12;13;10;7;6;12;9;7;6;6;6;4;6;2;2;2;2;2;2
BRIEFWAHLBEZIRK;091751240016;;;;0;265;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;47;43;38;50;38;40;38;43;38;37;40;37;38;37;37;37;36;24;13;13;13;22;13;25;13
BRIEFWAHLBEZIRK;091751240017;;;;0;252;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;27;32;52;28;35;34;34;33;34;30;30;30;31;27;33;30;21;12;9;9;13;9;12;11
BRIEFWAHLBEZIRK;091751240018;;;;0;255;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;32;16;17;31;17;24;19;32;19;20;25;18;16;21;15;20;19;13;7;6;5;15;6;15;6
BRIEFWAHLBEZIRK;091751240019;;;;0;256;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;28;21;21;36;21;24;21;22;28;22;25;22;27;28;21;23;21;15;9;9;6;7;6;8;7
BRIEFWAHLBEZIRK;091751240020;;;;0;247;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;33;27;28;43;28;34;24;35;25;32;33;26;25;28;26;28;30;18;9;9;9;12;8;16;10
BRIEFWAHLBEZIRK;091751270021;;;;0;337;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;52;33;31;30;30;31;38;30;47;37;27;29;24;24;29;26;16;13;8;8;12;8;12;10
BRIEFWAHLBEZIRK;091751270022;;;;0;292;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;48;47;23;22;23;28;24;24;19;43;38;19;20;19;22;28;20;17;14;5;5;6;5;19;10
BRIEFWAHLBEZIRK;091751270023;;;;0;282;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;34;45;25;24;24;29;23;27;27;46;25;27;20;21;22;21;18;12;7;6;6;8;9;13;10
BRIEFWAHLBEZIRK;091751270024;;;;0;330;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;50;61;40;39;35;40;37;49;37;48;56;36;34;31;37;39;39;22;12;11;11;15;14;18;12
BRIEFWAHLBEZIRK;091751270025;;;;0;339;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;38;54;34;34;34;38;34;38;34;57;38;35;34;34;40;34;31;22;13;10;13;13;10;10;13
BRIEFWAHLBEZIRK;091751270026;;;;0;330;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;52;59;38;36;39;43;41;47;39;64;49;39;39;43;41;43;43;24;17;11;14;23;12;20;19
BRIEFWAHLBEZIRK;091751270027;;;;0;338;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;52;58;43;43;39;41;42;52;34;51;43;34;28;31;30;41;28;18;10;8;8;12;8;12;12
BRIEFWAHLBEZIRK;091751270028;;;;0;334;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;43;31;30;21;27;27;26;24;38;27;21;20;20;19;23;20;12;8;6;8;7;5;10;6
BRIEFWAHLBEZIRK;091751270029;;;;0;333;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;43;66;35;32;32;32;31;31;31;44;29;22;25;25;22;25;25;17;8;8;8;9;10;10;10
BRIEFWAHLBEZIRK;091751270030;;;;0;337;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;54;44;33;33;33;39;32;42;33;48;30;30;27;27;30;34;27;18;12;9;9;15;9;22;12
BRIEFWAHLBEZIRK;091751320031;;;;0;389;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;46;27;24;30;22;43;25;33;23;33;36;24;22;22;22;33;26;17;16;11;6;14;5;17;7
BRIEFWAHLBEZIRK;091751320032;;;;0;367;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;30;27;22;21;18;29;18;21;18;21;18;18;18;18;18;24;18;12;6;6;6;6;6;9;6
BRIEFWAHLBEZIRK;091751320033;;;;0;381;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;33;25;24;28;27;34;24;34;26;28;31;25;24;25;25;30;26;17;8;7;7;8;7;17;12
BRIEFWAHLBEZIRK;091751320034;;;;0;363;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;53;43;50;44;50;52;36;46;42;41;55;36;36;37;42;41;33;18;15;12;9;15;9;16;12
BRIEFWAHLBEZIRK;091751320035;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;40;25;23;24;25;33;21;31;23;28;22;26;21;26;21;22;25;15;10;6;6;8;6;16;7
BRIEFWAHLBEZIRK;091751320036;;;;0;365;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;55;30;30;27;32;54;30;32;24;27;29;24;24;25;22;29;23;15;7;6;7;9;8;12;14
BRIEFWAHLBEZIRK;091751320037;;;;0;357;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;36;23;21;22;25;28;16;20;17;16;18;16;17;16;15;16;17;12;5;4;4;6;4;7;7
BRIEFWAHLBEZIRK;091751320038;;;;0;384;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;38;24;25;25;30;30;28;27;25;27;30;27;27;24;24;27;24;17;10;10;10;8;7;10;7
BRIEFWAHLBEZIRK;091751320039;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;36;30;31;27;27;39;21;35;21;26;21;26;21;29;21;26;18;10;5;5;8;8;8;8;8
BRIEFWAHLBEZIRK;091751320040;;;;0;360;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;30;22;21;21;21;25;18;22;18;19;24;18;18;18;18;21;21;16;11;8;5;5;5;6;6
BRIEFWAHLBEZIRK;091751320041;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;48;35;36;30;27;36;26;35;29;32;26;28;24;28;25;28;23;15;7;7;7;10;7;16;11
BRIEFWAHLBEZIRK;091751320042;;;;0;395;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;24;13;13;12;13;21;16;17;16;17;21;16;16;16;14;16;12;8;5;2;2;5;2;7;6
BRIEFWAHLBEZIRK;091751320043;;;;0;381;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;31;15;12;15;12;60;12;21;12;17;20;13;12;11;11;16;15;12;3;3;3;7;3;8;9
BRIEFWAHLBEZIRK;091751320044;;;;0;360;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;24;15;12;12;15;43;12;19;12;16;18;15;12;16;12;13;12;9;3;3;3;3;3;4;3
BRIEFWAHLBEZIRK;091751320045;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;35;24;25;24;22;27;20;26;18;24;27;20;18;19;22;28;18;11;4;4;5;15;4;14;11
BRIEFWAHLBEZIRK;091751320046;;;;0;380;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;38;15;12;9;12;24;12;22;12;13;10;15;10;15;10;16;9;9;3;3;4;10;3;6;6
BRIEFWAHLBEZIRK;091751320047;;;;0;372;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;45;27;27;27;24;40;24;30;21;22;28;21;24;21;21;25;25;18;7;10;8;14;7;14;11
BRIEFWAHLBEZIRK;091751320048;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;43;27;21;27;25;43;27;32;23;28;32;22;20;22;29;26;21;15;7;7;7;14;7;13;8
BRIEFWAHLBEZIRK;091751320049;;;;0;396;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;60;42;40;41;41;68;44;44;41;49;38;38;35;41;35;41;38;26;12;12;12;18;12;21;12
BRIEFWAHLBEZIRK;091751320050;;;;0;468;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;48;33;33;30;31;49;37;38;33;33;31;24;25;24;29;34;29;15;7;6;6;11;7;11;11
BRIEFWAHLBEZIRK;091751330011;;;;0;310;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;38;33;30;31;29;35;29;25;25;32;35;24;24;25;24;25;27;18;10;8;8;12;8;12;12
BRIEFWAHLBEZIRK;091751330012;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;31;15;12;12;12;16;10;14;10;17;17;10;10;10;14;19;14;9;4;3;4;4;3;4;4
BRIEFWAHLBEZIRK;091751330013;;;;0;304;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;46;31;27;32;26;34;28;34;27;38;43;31;22;27;28;39;32;18;15;10;8;17;8;24;11
BRIEFWAHLBEZIRK;091751330014;;;;0;317;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;64;46;40;39;36;37;35;44;36;32;42;30;29;29;31;39;35;21;13;11;11;14;10;13;11
BRIEFWAHLBEZIRK;091751330015;;;;0;318;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;49;33;28;25;29;29;28;33;27;32;36;28;25;31;25;34;36;20;10;9;10;10;10;16;10
BRIEFWAHLBEZIRK;091751330016;;;;0;301;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;56;35;32;29;37;32;31;36;29;33;44;28;29;28;28;38;31;22;14;10;10;18;10;14;15
BRIEFWAHLBEZIRK;091751370011;;;;0;404;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;57;50;50;45;50;56;44;55;44;51;49;49;42;43;48;50;39;24;13;12;12;18;13;22;14
BRIEFWAHLBEZIRK;091751370012;;;;0;401;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;45;39;49;39;44;35;33;42;30;28;32;24;29;27;28;30;45;18;9;9;6;15;9;23;17
BRIEFWAHLBEZIRK;091751370013;;;;0;403;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;37;22;21;23;27;27;21;38;21;31;29;22;18;22;17;22;23;13;9;6;6;8;6;22;17
BRIEFWAHLBEZIRK;091751370014;;;;0;402;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;21;17;17;17;30;18;14;21;14;15;19;11;11;13;10;13;15;7;8;4;4;8;5;32;7
BRIEFWAHLBEZIRK;091751390021;;;;0;385;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;52;40;43;43;41;47;40;59;42;44;45;41;39;40;37;54;38;24;12;12;15;15;12;21;13
BRIEFWAHLBEZIRK;091751390022;;;;0;375;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;39;21;24;19;15;19;12;30;27;24;24;12;18;16;19;33;30;20;11;4;3;10;3;13;9
BRIEFWAHLBEZIRK;091751390023;;;;0;382;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;43;19;18;19;22;22;17;19;23;20;17;14;14;13;14;27;14;9;6;5;6;6;5;11;6
BRIEFWAHLBEZIRK;091751390024;;;;0;374;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;18;15;12;12;16;12;12;18;12;18;15;12;12;12;12;18;12;8;4;4;4;4;4;6;4
BRIEFWAHLBEZIRK;091751390025;;;;0;369;0;BRIEF;ERFASSUNGSEINHEIT;Die Linke;43;27;27;24;21;27;24;27;24;23;25;22;21;26;24;42;24;14;10;8;12;11;9;10;8
