datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B2;C;D;E;D1_unveraendert;D1_veraendert;D1;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D1_15;D1_16;D1_17;D1_18;D1_19;D1_20;D1_21;D1_22;D1_23;D1_24;D1_25;D1_26;D1_27;D1_28;D1_29;D1_30;D1_31;D1_32;D1_33;D1_34;D1_35;D1_36;D1_37;D1_38;D1_39;D1_40;D1_41;D1_42;D1_43;D1_44;D1_45;D1_46;D1_47;D1_48;D1_49;D1_50;D1_51;D1_52;D1_53;D1_54;D1_55;D1_56;D1_57;D1_58;D1_59;D1_60;D2_unveraendert;D2_veraendert;D2;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D2_15;D2_16;D2_17;D2_18;D2_19;D2_20;D2_21;D2_22;D2_23;D2_24;D2_25;D2_26;D2_27;D2_28;D2_29;D2_30;D2_31;D2_32;D2_33;D2_34;D2_35;D2_36;D2_37;D2_38;D2_39;D2_40;D2_41;D2_42;D2_43;D2_44;D2_45;D2_46;D2_47;D2_48;D2_49;D2_50;D2_51;D2_52;D2_53;D2_54;D2_55;D2_56;D2_57;D2_58;D2_59;D2_60;D3_unveraendert;D3_veraendert;D3;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D3_15;D3_16;D3_17;D3_18;D3_19;D3_20;D3_21;D3_22;D3_23;D3_24;D3_25;D3_26;D3_27;D3_28;D3_29;D3_30;D3_31;D3_32;D3_33;D3_34;D3_35;D3_36;D3_37;D3_38;D3_39;D3_40;D3_41;D3_42;D3_43;D3_44;D3_45;D3_46;D3_47;D3_48;D3_49;D3_50;D3_51;D3_52;D3_53;D3_54;D3_55;D3_56;D3_57;D3_58;D3_59;D3_60;D4_unveraendert;D4_veraendert;D4;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D4_15;D4_16;D4_17;D4_18;D4_19;D4_20;D4_21;D4_22;D4_23;D4_24;D4_25;D4_26;D4_27;D4_28;D4_29;D4_30;D4_31;D4_32;D4_33;D4_34;D4_35;D4_36;D4_37;D5_unveraendert;D5_veraendert;D5;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D5_15;D5_16;D5_17;D5_18;D5_19;D5_20;D5_21;D5_22;D5_23;D5_24;D5_25;D5_26;D5_27;D5_28;D5_29;D5_30;D5_31;D5_32;D5_33;D5_34;D5_35;D5_36;D5_37;D5_38;D5_39;D5_40;D5_41;D5_42;D5_43;D5_44;D5_45;D5_46;D5_47;D5_48;D5_49;D5_50;D5_51;D5_52;D5_53;D5_54;D5_55;D5_56;D5_57;D5_58;D5_59;D5_60;D6_unveraendert;D6_veraendert;D6;D6_1;D6_2;D6_3;D6_4;D6_5;D6_6;D6_7;D6_8;D6_9;D6_10;D6_11;D6_12;D6_13;D6_14;D6_15;D6_16;D6_17;D6_18;D6_19;D6_20;D6_21;D6_22;D6_23;D6_24;D6_25;D6_26;D6_27;D6_28;D6_29;D6_30;D6_31;D6_32;D6_33;D6_34;D6_35;D6_36;D6_37;D6_38;D6_39;D6_40;D6_41;D6_42;D6_43;D6_44;D6_45;D6_46;D6_47;D6_48;D6_49;D6_50;D6_51;D6_52;D6_53;D6_54;D6_55;D6_56;D6_57;D6_58;D6_59;D6_60;D7_unveraendert;D7_veraendert;D7;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D7_15;D7_16;D7_17;D7_18;D7_19;D7_20;D7_21;D7_22;D7_23;D7_24;D7_25;D7_26;D7_27;D7_28;D7_29;D7_30;D7_31;D7_32;D7_33;D8_unveraendert;D8_veraendert;D8;D8_1;D8_2;D8_3;D8_4;D8_5;D8_6;D8_7;D8_8;D8_9;D8_10;D8_11;D8_12;D8_13;D8_14;D8_15;D8_16;D8_17;D8_18;D8_19;D8_20;D8_21;D8_22;D8_23;D8_24;D8_25;D8_26;D8_27;D8_28;D8_29;D9_unveraendert;D9_veraendert;D9;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D9_9;D9_10;D9_11;D9_12;D9_13;D9_14;D9_15;D9_16;D9_17;D9_18;D9_19;D9_20;D9_21;D9_22;D9_23;D9_24;Summe_unveraendert;Summe_veraendert
15.03.2020;Wahl des Kreistags;09175132;0;Gemeinde Vaterstetten;38;38;11244;7296;0;18540;11974;6847;314;659667;11974;2436;1370;287912;12159;7689;9227;7541;5245;5118;8115;4632;6908;5818;5894;5815;9032;6513;4444;5560;4112;4503;4369;4485;4222;3994;4035;4558;7092;3912;4540;4349;3924;3891;3955;3922;3784;6082;6365;3723;3816;3733;3637;5798;3508;4065;3449;3530;3363;3526;3716;3536;3423;3548;3473;3436;3138;4686;2994;3187;3059;3398;2989;5377;1781;318;166093;5593;3719;3929;3464;4394;4263;3648;3111;3065;2965;2952;2721;2876;2637;2726;2759;4330;2598;3209;2543;2687;2520;2604;2575;2483;4032;2759;2360;2493;2494;2276;2368;2319;2329;2715;2403;2325;2204;2394;2193;2267;2400;2232;2177;2261;2241;3333;2949;2188;2172;3217;2101;2327;2391;2201;3381;1999;2059;1975;2187;421;136;59036;1706;5146;1548;1230;1052;1019;1339;858;881;3305;814;1921;766;745;860;829;821;717;768;2336;915;674;1469;705;765;1217;729;693;679;735;694;623;649;632;615;1063;903;760;1468;600;831;907;595;977;754;918;612;606;625;775;601;692;553;574;525;542;557;1089;537;517;160;83;17178;990;976;882;936;909;601;600;587;613;622;628;617;552;636;539;621;567;550;334;301;266;267;265;226;242;237;295;224;234;221;217;217;219;233;280;212;262;535;177;68249;2434;2846;2351;1680;2955;1777;3847;1461;1397;4677;1178;1057;1011;997;955;1124;905;960;925;1470;901;943;811;925;1019;890;880;893;769;895;750;855;762;1240;755;1474;784;821;935;834;742;819;778;769;706;770;722;707;704;703;695;718;676;666;652;764;653;643;590;629;273;69;32423;1141;1139;1628;757;1156;660;685;614;515;1888;491;487;525;448;509;450;499;1490;469;444;492;393;392;950;404;420;411;457;562;478;384;350;478;387;368;380;370;351;512;579;474;384;349;390;356;472;348;353;374;339;340;378;437;331;331;315;335;341;325;338;61;8;6509;504;320;303;262;360;263;258;230;214;212;204;178;220;193;198;187;175;205;167;174;175;156;163;161;163;168;142;82;80;89;70;85;148;131;16;13356;1048;996;1372;688;718;721;616;620;610;662;525;522;580;540;510;423;165;166;170;178;164;190;170;164;152;198;188;153;147;90;14;8911;691;704;538;526;456;450;448;395;374;367;362;417;261;284;258;246;310;254;294;263;226;288;228;271;5888;2191
