datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D5
29.03.2020;Bürgermeister-Stichwahl;09175132;0;Gemeinde Vaterstetten;9;9;0;18846;0;18846;12852;12852;58;12794;6481;6313
