datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D2;D3;D5;D6
15.03.2020;Wahl des ersten Bürgermeisters;09175132;0;Gemeinde Vaterstetten;38;38;;;;;;;;;;;;;
