MaStRId,MaStRNummer,EEGAnlagenschluessel,status,registrierungMaStR,inbetriebnahme,inbetriebnahmeGeplant,stilllegung,name,betreiber,gebaeudeNutzung,plz,ort,strasse,hausnummer,lat,long,netzbetreiberPruefung,typ,module,ausrichtung,bruttoleistung_kW,nettonennleistung_kW,leistungsBegrenzung,EEGAusschreibung,einspeisung,mieterstrom
3778717,SEE990523262057,E21875011000000000000306631500000,Endgültig stillgelegt,2020-12-02,2000-10-27,,2020-12-31,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,1,Süd,0.2,0.2,ohne,false,Volleinspeisung,false
3684044,SEE947074965098,E21875011000000000000306347700000,Endgültig stillgelegt,2020-11-19,2001-02-01,,2024-10-02,,,haushalt,85598,Baldham,,,,,false,gebaeude,20,Süd,2.9,2.5,ohne,false,Volleinspeisung,false
2631689,SEE921964597187,,Endgültig stillgelegt,2019-12-27,2001-03-31,,2021-12-04,,,haushalt,85598,Baldham,,,,,true,gebaeude,30,Süd,3.3,3.3,ohne,false,Volleinspeisung,false
3287582,SEE915177554532,,In Betrieb,2020-07-27,2001-04-24,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,16,Süd,3.76,3.68,,false,Volleinspeisung,false
3522227,SEE915969066236,,In Betrieb,2020-10-14,2001-04-27,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,10,Süd-Ost,1.1,1.1,ohne,false,Teileinspeisung (einschließlich Eigenverbrauch),false
2428059,SEE915814135667,,In Betrieb,2019-10-17,2001-05-27,,,,,GHD,85646,Neufarn,,,,,false,gebaeude,180,Süd,27.0,27.0,ohne,false,Volleinspeisung,false
1991910,SEE918211483102,E21875011000000000000271550100000,In Betrieb,2019-04-14,2001-07-03,,,,,landwirtschaft,85591,Vaterstetten,Johann-Sebastian-Bach-Straße,7,48.11154,11.778989,true,gebaeude,336,Süd,51.0,50.0,ohne,false,Volleinspeisung,false
3716447,SEE959204146321,E21875011000000000000255066200000,In Betrieb,2020-11-24,2001-09-11,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,1,,2.24,2.24,,false,Volleinspeisung,false
3478741,SEE916117810046,E21875011000000000000297547000000,Endgültig stillgelegt,2020-10-02,2001-10-05,,2022-09-20,,,haushalt,85599,Parsdorf,,,,,true,gebaeude,12,Süd,1.8,1.8,ohne,false,Volleinspeisung,false
2050191,SEE911664141407,E21875011000000000000297421600000,In Betrieb,2020-12-02,2001-11-15,,,PV-Rathaus-Vaterstetten-Eingang,Gemeinde Vaterstetten,oeffentlich,85591,Vaterstetten,,,,,false,gebaeude,8,Süd,1.18,1.18,ohne,false,Volleinspeisung,false
3261903,SEE931610749754,E21875011000000000000297686600000,In Betrieb,2020-07-20,2001-12-18,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,14,Süd,1.52,1.52,ohne,false,Teileinspeisung (einschließlich Eigenverbrauch),false
2117036,SEE969536093385,E21875011000000000000297609500000,In Betrieb,2019-05-26,2001-12-19,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,11,Süd,0.45,0.45,ohne,false,Volleinspeisung,false
2636879,SEE993938845068,,In Betrieb,2019-12-29,2001-12-20,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,18,Süd,2.85,2.5,ohne,false,Volleinspeisung,false
1957224,SEE917592133668,E21875011000000000000308476400000,In Betrieb,2019-03-26,2002-04-20,,,Photovoltaikanlage Maria Königin,Katholische Kirchenstiftung Maria Königin Baldham,sonstige,85598,Baldham,,,,,true,gebaeude,36,Süd-West,3.92,1.8,ohne,false,Volleinspeisung,false
4262023,SEE972590930251,,Endgültig stillgelegt,2021-01-28,2002-06-18,,2024-06-29,,,sonstige,85598,Baldham,,,,,false,gebaeude,22,,3.44,3.44,ohne,false,,false
2635261,SEE995068596308,E21875011000000000000301398400000,In Betrieb,2019-12-28,2002-12-19,,,Anlage 1,Großmann Erden GmbH,GHD,85599,Hergolding,,,,,true,gebaeude,110,Süd,14.31,10.0,ohne,false,Volleinspeisung,false
3273159,SEE910081971710,,In Betrieb,2020-08-10,2003-02-19,,,,,landwirtschaft,85599,Hergolding,,,,,false,gebaeude,78,Süd,12.09,10.0,ohne,false,Volleinspeisung,false
2630845,SEE911967740727,E21875011000000000000338861000000,In Betrieb,2019-12-27,2003-03-31,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,12,Süd-West,1.95,1.95,ohne,false,Volleinspeisung,false
2635003,SEE941782930058,E21875011000000000000340272000000,In Betrieb,2019-12-28,2003-05-16,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,72,Süd,9.36,9.0,ohne,false,Volleinspeisung,false
2635054,SEE978374005726,E21875011000000000000340271100000,In Betrieb,2019-12-28,2003-05-16,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,24,Süd,3.12,3.0,ohne,false,Volleinspeisung,false
2636779,SEE982968658960,,In Betrieb,2019-12-29,2003-05-16,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,72,Süd,9.36,9.0,ohne,false,Volleinspeisung,false
2635306,SEE948182354323,E21875011000000000000340164900000,In Betrieb,2019-12-28,2003-07-31,,,Anlage 2,Großmann Erden GmbH,GHD,85599,Hergolding,,,,,true,gebaeude,48,Süd,5.76,5.0,ohne,false,Volleinspeisung,false
4764930,SEE905809653818,E21875011000000000000264640400001,In Betrieb,2021-11-13,2003-08-01,,,,,sonstige,85591,Vaterstetten,,,,,false,gebaeude,10,Süd-Ost,1.32,1.32,ohne,false,Teileinspeisung (einschließlich Eigenverbrauch),false
3897203,SEE932809243299,E21875011000000000000340295700000,In Betrieb,2020-12-16,2003-08-14,,,,,landwirtschaft,85599,Hergolding,,,,,true,gebaeude,72,Süd,10.08,10.0,ohne,false,Volleinspeisung,false
3901651,SEE981969834724,E21875011000000000000340295800000,In Betrieb,2020-12-16,2003-08-14,,,,,landwirtschaft,85599,Hergolding,,,,,true,gebaeude,72,Süd,10.08,10.0,ohne,false,Volleinspeisung,false
4283834,SEE900592475449,,In Betrieb,2021-01-29,2003-08-14,,,,,haushalt,85646,Neufarn,,,,,true,gebaeude,,Süd,11.6,10.0,ohne,false,Volleinspeisung,false
2738996,SEE949436066481,E21875011000000000000341844900000,In Betrieb,2020-01-30,2003-09-11,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,5,Süd,10.08,10.08,ohne,false,Volleinspeisung,false
2740165,SEE973823504577,E21875011000000000000341845000000,In Betrieb,2020-01-30,2003-09-11,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,5,Süd,10.08,10.08,ohne,false,Volleinspeisung,false
3252247,SEE957904128845,E21875011000000000000340634800000,In Betrieb,2020-07-16,2003-10-21,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,1,Süd,2.8,2.8,ohne,false,Volleinspeisung,false
2118250,SEE925317723957,,In Betrieb,2019-05-27,2003-11-24,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,21,Süd,4.62,1.3,ohne,false,Volleinspeisung,false
2549837,SEE973268346633,E21875011000000000000349464100000,In Betrieb,2019-11-29,2004-02-09,,,Gymnasium Vaterstetten,ENTEGA NATURpur AG,oeffentlich,85598,Baldham,,,,,true,gebaeude,24,Süd,3.0,3.0,ohne,false,Volleinspeisung,false
3230646,SEE902548792617,E21875011000000000000342967800000,In Betrieb,2020-07-10,2004-05-12,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,16,Süd-West,1.84,1.84,ohne,false,Volleinspeisung,false
2635082,SEE999073802119,E21875011000000000000343195000000,In Betrieb,2019-12-28,2004-06-07,,,,,GHD,85599,Hergolding,,,,,true,gebaeude,136,Süd,19.04,18.0,ohne,false,Volleinspeisung,false
2635383,SEE986878574136,E21875011000000000000343027700000,In Betrieb,2019-12-28,2004-06-30,,,Anlage 3,Energiehof Stefan Großmann-Neuhäusler,GHD,85599,Hergolding,Parsdorfer Str.,27,48.127254,11.789172,true,gebaeude,424,Süd,59.36,54.0,ohne,false,Volleinspeisung,false
2203594,SEE952463379646,,In Betrieb,2019-07-06,2004-07-29,,,,,sonstige,85591,Vaterstetten,,,,,true,gebaeude,202,Süd,20.2,18.0,ohne,false,Volleinspeisung,false
2851249,SEE930918399296,E21875011000000000000343508600000,In Betrieb,2020-03-02,2004-08-02,,,,,GHD,85599,Parsdorf,Dorfplatz,8,48.141521,11.787846,true,gebaeude,320,Süd,49.29,42.2,ohne,false,Volleinspeisung,false
4283884,SEE904963976146,,In Betrieb,2021-01-29,2004-08-18,,,,,landwirtschaft,85646,Neufarn,,,,,true,gebaeude,,Süd,13.0,10.0,ohne,false,Volleinspeisung,false
3974084,SEE990245167937,E21875011000000000000347731500000,In Betrieb,2020-12-28,2004-08-23,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,14,Süd-West,2.8,2.5,ohne,false,Volleinspeisung,false
3763821,SEE985290245174,E21875011000000000000347712500000,In Betrieb,2020-11-30,2004-09-06,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,27,Süd,4.32,4.32,ohne,false,Volleinspeisung,false
3622733,SEE999517066688,E21875011000000000000350698900000,In Betrieb,2020-11-08,2004-10-26,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,,Süd,3.15,3.15,ohne,false,Volleinspeisung,false
3230507,SEE982507762103,E21875011000000000000351383000000,In Betrieb,2020-07-10,2004-11-09,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,12,Süd,2.4,2.4,ohne,false,Volleinspeisung,false
2451512,SEE975462229200,,In Betrieb,2019-10-26,2004-11-22,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,12,Süd,2.5,2.24,ohne,false,Volleinspeisung,false
3711107,SEE987083330098,E21875011000000000000351857800000,In Betrieb,2020-11-23,2004-12-16,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,25,Süd,3.13,2.75,ohne,false,Volleinspeisung,false
2980647,SEE907402819493,E21875011000000000000352174500000,In Betrieb,2020-04-16,2004-12-29,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,42,Süd-Ost,3.78,3.0,ohne,false,Volleinspeisung,false
3548788,SEE920427834296,E21875011000000000000352776000000,In Betrieb,2020-10-22,2005-03-21,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,14,Süd,3.08,2.6,ohne,false,Volleinspeisung,false
3078110,SEE988456160922,E21875011000000000000353065200000,In Betrieb,2020-05-23,2005-04-13,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,1,Süd,5.4,5.4,ohne,false,Volleinspeisung,false
3589803,SEE948967068766,E21875011000000000000353118900000,In Betrieb,2020-12-09,2005-04-27,,,,,landwirtschaft,85599,Parsdorf,,,,,true,gebaeude,200,Süd,32.0,23.0,ohne,false,Volleinspeisung,false
4435058,SEE903717301364,E21875011000000000000353823700000,In Betrieb,2021-04-13,2005-05-03,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,8,Süd,1.0,0.85,ohne,false,Volleinspeisung,false
2635469,SEE937955784399,E21875011000000000000353660100000,In Betrieb,2019-12-28,2005-05-04,,,Anlage 4,Energiehof Stefan Großmann-Neuhäusler,GHD,85599,Hergolding,,,,,true,gebaeude,90,West,30.0,23.0,ohne,false,Volleinspeisung,false
3568890,SEE991637067583,E21875011000000000000354098200000,In Betrieb,2020-10-27,2005-06-22,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,21,Süd,4.62,4.62,ohne,false,Volleinspeisung,false
2936962,SEE911972809631,,In Betrieb,2020-03-30,2005-07-04,,,,,landwirtschaft,85646,Purfing,,,,,true,gebaeude,168,Süd,30.24,30.0,ohne,false,Volleinspeisung,false
3123552,SEE959147275812,E21875011000000000000355396000000,In Betrieb,2020-06-07,2005-09-22,,,,,landwirtschaft,85622,Weißenfeld,Gut Ammerthal,7,48.145588,11.763699,false,gebaeude,81,Süd-Ost,49.88,39.8,ohne,false,Volleinspeisung,false
3762938,SEE949532771333,E21875011000000000000355760300000,In Betrieb,2020-11-30,2005-09-27,,,,,landwirtschaft,85646,Neufarn,,,,,true,gebaeude,182,Süd,22.75,20.7,ohne,false,Volleinspeisung,false
3189289,SEE918042891596,E21875011000000000000357201400000,In Betrieb,2020-06-28,2005-11-03,,,,,landwirtschaft,85622,Weißenfeld,,,,,true,gebaeude,72,Süd-Ost,12.24,12.24,ohne,false,Volleinspeisung,false
4199698,SEE991146416629,E21875011000000000000357815300000,In Betrieb,2021-01-21,2005-11-07,,,B37399,Bernhard Eschbaumer,GHD,85646,Neufarn,,,,,true,gebaeude,,Süd,29.7,27.6,ohne,false,Volleinspeisung,false
4209410,SEE993315685195,E21875011000000000000358482200000,In Betrieb,2021-01-23,2005-12-06,,,,,haushalt,85622,Weißenfeld,,,,,true,gebaeude,12,Süd,3.1,3.1,ohne,false,Volleinspeisung,false
3416773,SEE922898985927,E21875011000000000000358455800000,In Betrieb,2020-09-10,2005-12-12,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,29,Süd,4.35,4.29,70%,false,Volleinspeisung,false
3989667,SEE900624145920,E21875011000000000000358457800000,In Betrieb,2021-01-15,2005-12-19,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,30,Süd,5.4,4.6,ohne,false,Volleinspeisung,false
3170662,SEE939394271515,,In Betrieb,2020-06-29,2006-03-29,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,16,Süd-West,2.0,1.8,ohne,false,Volleinspeisung,false
4167515,SEE912470183445,E21875011000000000000359514000000,In Betrieb,2021-01-18,2006-04-04,,,,,haushalt,85646,Neufarn,,,,,true,gebaeude,20,Süd,3.8,3.8,ohne,false,Volleinspeisung,false
3754933,SEE973004292217,E21875011000000000000359556700000,In Betrieb,2020-11-29,2006-04-07,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,29,Süd-Ost,3.63,3.0,ohne,false,Volleinspeisung,false
2754208,SEE988168941048,,In Betrieb,2020-02-03,2006-07-05,,,,,GHD,85646,Neufarn,,,,,true,gebaeude,116,,19.72,18.4,,false,,false
4199980,SEE963515103430,E21875011000000000000357815300003,In Betrieb,2021-01-21,2006-07-24,,,B45697,Bernhard Eschbaumer,GHD,85646,Neufarn,,,,,true,gebaeude,,Süd,5.95,5.0,ohne,false,Volleinspeisung,false
3831769,SEE926040305281,,In Betrieb,2020-12-08,2006-08-01,,,,,landwirtschaft,85599,Parsdorf,,,,,false,gebaeude,16,Süd,2.8,2.5,ohne,false,Volleinspeisung,false
4200126,SEE947498614060,E21875011000000000000362408100000,In Betrieb,2021-01-21,2006-08-25,,,B46730,Bernhard Eschbaumer,GHD,85646,Neufarn,,,,,true,gebaeude,,Süd,28.0,27.6,ohne,false,Volleinspeisung,false
3169557,SEE951966577795,E21875011000000000000363239800000,In Betrieb,2020-06-22,2006-09-04,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,24,Süd,5.04,5.0,ohne,false,Volleinspeisung,false
4026666,SEE934973136698,E21875011000000000000363292400000,In Betrieb,2021-01-29,2006-11-14,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,54,Süd-West,8.91,6.4,ohne,false,Volleinspeisung,false
3350998,SEE989732306829,E21875011000000000000364120500000,In Betrieb,2021-10-22,2006-12-13,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,8,Süd,2.16,2.16,ohne,false,Volleinspeisung,false
3889477,SEE940958622094,E21875011000000000000367843800000,In Betrieb,2020-12-15,2006-12-15,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,2,Süd-West,8.16,8.16,ohne,false,Volleinspeisung,false
3186584,SEE993772460052,E21875011000000000000367507300000,In Betrieb,2020-06-27,2007-03-21,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,10,Süd,2.25,2.1,ohne,false,Volleinspeisung,false
2521944,SEE958491539496,E21875011000000000000367903100000,In Betrieb,2019-11-20,2007-06-19,,,,,landwirtschaft,85622,Weißenfeld,,,,,true,gebaeude,148,Süd-Ost,29.26,29.26,ohne,false,Volleinspeisung,false
3831571,SEE926928344845,E21875011000000000000368395500000,In Betrieb,2020-12-09,2007-07-12,,,,,landwirtschaft,85599,Parsdorf,,,,,true,gebaeude,64,Süd,21.76,20.0,ohne,false,Volleinspeisung,false
2635484,SEE946370734339,E21875011000000000000368627600000,In Betrieb,2019-12-28,2007-07-26,,,Anlage 5,Energiehof Stefan Großmann-Neuhäusler,GHD,85599,Hergolding,,,,,true,gebaeude,165,West,9.9,9.9,ohne,false,Volleinspeisung,false
3251884,SEE939443555283,E21875011000000000000369895600000,In Betrieb,2020-07-16,2007-10-15,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,24,Süd-West,5.16,5.0,ohne,false,Volleinspeisung,false
4062298,SEE947667890202,E21875011000000000000369663100000,In Betrieb,2021-01-06,2007-10-17,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,31,Süd,5.43,4.6,ohne,false,Volleinspeisung,false
3024691,SEE959309142365,E21875011000000000000369994700000,In Betrieb,2020-05-03,2007-10-24,,,,,sonstige,85598,Baldham,,,,,true,gebaeude,,,4.9,4.6,,false,,false
3450124,SEE969781478869,E21875011000000000000369988300000,In Betrieb,2020-09-07,2007-11-06,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,18,Süd,3.42,3.42,ohne,false,Volleinspeisung,false
2635527,SEE976364937040,E21875011000000000000369901700000,In Betrieb,2019-12-28,2007-11-07,,,Anlage 6,Energiehof Stefan Großmann-Neuhäusler,GHD,85599,Hergolding,Parsdorfer Straße,27,48.126819,11.789486,true,gebaeude,517,West,34.09,34.0,ohne,false,Volleinspeisung,false
2502223,SEE936549403647,E21875011000000000000371249000000,In Betrieb,2019-11-14,2007-12-04,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,,Süd,29.75,28.6,ohne,false,Volleinspeisung,false
3683715,SEE969472223501,E21875011000000000000371253100000,In Betrieb,2020-11-19,2007-12-17,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,1,Süd,6.3,6.3,ohne,false,Volleinspeisung,false
3252930,SEE919795260271,E21875011000000000000374100700000,In Betrieb,2020-07-09,2007-12-29,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,10,Süd,2.6,2.5,ohne,false,Volleinspeisung,false
3841977,SEE942268300815,E21875011000000000000372617700000,In Betrieb,2020-12-09,2008-04-04,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,12,Süd,2.52,1.95,ohne,false,Volleinspeisung,false
3332162,SEE950977140554,,In Betrieb,2020-08-10,2008-04-15,,,,,sonstige,85599,Hergolding,,,,,false,gebaeude,216,West,11.88,11.4,ohne,false,Volleinspeisung,false
2228534,SEE906669153517,E21875011000000000000373430000000,In Betrieb,2019-07-17,2008-05-26,,,"München, Neufarn, Hartweg 2",HR-Solar GbR,sonstige,85646,Neufarn,Hartweg,2,48.146237,11.810884,true,gebaeude,,,112.05,112.05,sonstige,false,Volleinspeisung,false
3039022,SEE971110706246,E21875011000000000000373558500000,In Betrieb,2020-05-09,2008-05-28,,,,,haushalt,85622,Weißenfeld,,,,,true,gebaeude,22,Süd,5.9,5.9,ohne,false,Volleinspeisung,false
3162927,SEE921697017563,E21875011000000000000373275300000,In Betrieb,2020-06-19,2008-06-30,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,54,Süd,9.72,9.0,ohne,false,Volleinspeisung,false
3135657,SEE905237268189,E21875011000000000000373420700000,In Betrieb,2020-06-10,2008-07-14,,,,,GHD,85599,Parsdorf,,,,,true,gebaeude,160,Süd,29.75,29.75,ohne,false,Volleinspeisung,false
2654439,SEE992569022701,,In Betrieb,2020-01-03,2008-07-15,,,,,haushalt,85599,Parsdorf,,,,,true,gebaeude,24,Süd,5.16,4.6,70%,false,Volleinspeisung,false
2639415,SEE981459442927,E21875011000000000000373868400000,In Betrieb,2019-12-29,2008-08-07,,,,,GHD,85599,Parsdorf,,,,,true,gebaeude,134,Süd,29.48,24.45,ohne,false,Volleinspeisung,false
3231197,SEE923201397963,E21875011000000000000374419300000,In Betrieb,2020-07-10,2008-09-05,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,18,Süd-West,3.24,3.24,ohne,false,Volleinspeisung,false
3130739,SEE905193343852,E21875011000000000000375035300000,In Betrieb,2020-06-09,2008-10-08,,,Fishermans,Müller Karl und Müller Rosa GbR,GHD,85599,Parsdorf,Gruber Straße,13,48.146241,11.786685,true,gebaeude,188,Süd,34.0,34.0,ohne,false,Volleinspeisung,false
3844098,SEE991930807190,E21875011000000000000374873400000,In Betrieb,2020-12-09,2008-10-10,,,,,sonstige,85646,Purfing,,,,,false,gebaeude,121,Süd,27.83,27.4,ohne,false,Volleinspeisung,false
3761222,SEE914114609649,E21875011000000000000375362800000,In Betrieb,2020-11-30,2008-10-23,,,,,sonstige,85598,Baldham,,,,,true,gebaeude,14,Süd,3.68,3.68,ohne,false,Volleinspeisung,false
4074896,SEE942052885351,E21875011000000000000375935600000,In Betrieb,2021-01-07,2008-10-27,,,,,haushalt,85598,Baldham,,,,,false,gebaeude,24,Süd-West,5.52,5.52,ohne,false,Volleinspeisung,false
4749655,SEE913927359239,E21875011000000000000375499500000,In Betrieb,2021-11-13,2008-11-12,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,38,Ost-West,7.87,6.6,ohne,false,Volleinspeisung,false
4079778,SEE908947063907,E21875011000000000000375646100000,In Betrieb,2021-01-07,2008-11-14,,,,,haushalt,85646,Neufarn,,,,,false,gebaeude,48,Süd,10.08,8.0,ohne,false,Volleinspeisung,false
2547553,SEE991976765355,,In Betrieb,2019-11-28,2008-11-17,,,,,landwirtschaft,85599,Parsdorf,,,,,true,gebaeude,84,Süd,18.65,16.0,ohne,false,Volleinspeisung,false
4137276,SEE962063416443,E21875011000000000000375785600000,In Betrieb,2021-01-14,2008-11-24,,,,,landwirtschaft,85598,Baldham,Flurweg,30,48.115177,11.792335,true,gebaeude,292,Süd-West,55.0,46.0,ohne,false,Volleinspeisung,false
1914813,SEE989282037709,,In Betrieb,2019-03-07,2008-12-03,,,Hausdach Pfarrzentrum,Kath. Kirchenstiftung Vaterstetten,sonstige,85591,Vaterstetten,Dreitorspitzstraße,1,48.104,11.77,true,gebaeude,210,Süd,39.9,39.0,ohne,false,Volleinspeisung,false
4454128,SEE923312821319,E21875011000000000000376051700000,In Betrieb,2021-04-26,2008-12-03,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,16,Süd,4.2,3.8,ohne,false,Volleinspeisung,false
2779736,SEE926819271595,E21875011000000000000376264900000,In Betrieb,2020-02-10,2008-12-16,,,"WSH Vaterstetten 31,2 kWp",natürliche Person (ABR971824654222),oeffentlich,85591,Vaterstetten,,,,,true,gebaeude,480,Süd,31.2,27.6,ohne,false,Volleinspeisung,false
4732894,SEE902788442631,E21875011000000000000376439500000,In Betrieb,2021-10-28,2008-12-19,,,,,GHD,85622,Weißenfeld,,,,,true,gebaeude,,Süd-Ost,19.44,19.44,,false,Volleinspeisung,false
4045907,SEE959664888083,,In Betrieb,2021-01-04,2008-12-30,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,21,Süd,4.62,4.0,ohne,false,Volleinspeisung,false
3077066,SEE927020668716,E21041011000000000000377760700000,In Betrieb,2020-05-23,2009-04-17,,,,,haushalt,85646,Neufarn,,,,,true,gebaeude,59,Süd,12.98,12.1,ohne,false,Volleinspeisung,false
2639383,SEE906800930601,E21041011000000000000377677500000,In Betrieb,2019-12-29,2009-04-21,,,,,GHD,85599,Parsdorf,,,,,true,gebaeude,136,Süd,29.7,24.75,ohne,false,Volleinspeisung,false
3146180,SEE922710572533,E21041011000000000000381531500000,In Betrieb,2020-06-14,2009-04-21,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,,Süd,9.62,9.62,ohne,false,Volleinspeisung,false
3671329,SEE963224859079,E21041011000000000000378004300000,In Betrieb,2020-11-17,2009-04-27,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,36,Süd,8.28,8.0,ohne,false,Volleinspeisung,false
3135362,SEE937431373963,E21041011000000000000379915800000,In Betrieb,2020-06-10,2009-05-26,,,,,haushalt,85591,Vaterstetten,,,,,false,gebaeude,22,Süd,5.06,5.06,ohne,false,Volleinspeisung,false
2899594,SEE914989342405,E21041011000000000000379411100000,In Betrieb,2020-03-18,2009-05-27,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,24,Süd,4.32,3.8,ohne,false,Volleinspeisung,false
3746909,SEE997944092331,E21041011000000000000378872100000,In Betrieb,2020-11-28,2009-05-29,,,,,haushalt,85622,Weißenfeld,,,,,false,gebaeude,58,Süd-West,10.26,8.4,ohne,false,Volleinspeisung,false
3605508,SEE903974944212,E21041011000000000000379090000000,In Betrieb,2020-11-04,2009-06-02,,,,,haushalt,85622,Weißenfeld,,,,,true,gebaeude,12,Süd-West,2.16,2.16,ohne,false,Volleinspeisung,false
3122271,SEE982314854725,E21041011000000000000379315400000,In Betrieb,2020-06-07,2009-06-05,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,18,Süd,3.24,3.24,ohne,false,Volleinspeisung,false
4764821,SEE901947230515,E2104101S160000000000042824900001,In Betrieb,2021-11-13,2009-06-05,,,,,sonstige,85591,Vaterstetten,,,,,false,gebaeude,20,Süd-Ost,1.1,1.1,ohne,false,Teileinspeisung (einschließlich Eigenverbrauch),false
3611983,SEE922531044820,E21041011000000000000379315000000,In Betrieb,2020-11-05,2009-06-08,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,26,Süd,4.32,4.32,ohne,false,Volleinspeisung,false
3606908,SEE991573920201,E21041011000000000000378685300000,In Betrieb,2020-11-04,2009-06-09,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,24,Süd,4.4,4.0,ohne,false,Volleinspeisung,false
4282598,SEE927206256126,E21041011000000000000378348700000,In Betrieb,2021-01-29,2009-06-15,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,22,Süd-West,4.07,4.07,ohne,false,Volleinspeisung,false
2399915,SEE936618821655,,In Betrieb,2019-10-07,2009-06-17,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,18,Süd,3.24,3.0,ohne,false,Volleinspeisung,false
2631612,SEE910261738218,E21041011000000000000378792100000,In Betrieb,2019-12-27,2009-06-17,,,,,landwirtschaft,85622,Weißenfeld,Eglfinger Weg,,48.132168,11.765493,true,gebaeude,200,Süd-Ost,46.0,42.0,ohne,false,Volleinspeisung,false
3098825,SEE900140316248,E21041011000000000000379137900000,In Betrieb,2020-05-30,2009-06-18,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,50,Süd-Ost,8.28,8.0,ohne,false,Volleinspeisung,false
3148275,SEE931564585958,E21041011000000000000378943900000,In Betrieb,2020-06-15,2009-06-26,,,,,haushalt,85591,Vaterstetten,,,,,true,gebaeude,54,Süd-Ost,9.72,7.9,ohne,false,Volleinspeisung,false
3660637,SEE978945914556,E21041011000000000000379202900000,In Betrieb,2020-11-15,2009-07-02,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,1,Süd,6.7,6.7,ohne,false,Volleinspeisung,false
2697076,SEE920136436958,E21041011000000000000379344800000,In Betrieb,2020-01-19,2009-07-08,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,12,Süd,2.2,2.1,ohne,false,Volleinspeisung,false
2747191,SEE947984457621,E21041011000000000000379336400000,In Betrieb,2020-02-01,2009-07-08,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,18,Süd,3.3,3.3,ohne,false,Volleinspeisung,false
2747659,SEE905241726316,E21041011000000000000379336700000,In Betrieb,2020-02-01,2009-07-08,,,,,haushalt,85598,Baldham,,,,,true,gebaeude,24,Süd,4.4,3.8,ohne,false,Volleinspeisung,false
