datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;D1;D2;D5;D7;D9
15.03.2020;Wahl des Landrats;09175132;0;Gemeinde Vaterstetten;38;38;11256;7284;0;18540;12027;6900;73;11954;8268;2535;611;381;159
