datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C04;C03;C01;C02
16.05.2021;Windkraft im Ebersberger Forst;09175000;;Landkreis Ebersberg;89;89;0;110568;0;110568;68437;68437;68229;208;35982;32247
